APPLICATION_ID,ACTIVITY,ADMINISTERING_IC,APPLICATION_TYPE,ARRA_FUNDED,AWARD_NOTICE_DATE,BUDGET_START,BUDGET_END,CFDA_CODE,CORE_PROJECT_NUM,ED_INST_TYPE,FOA_NUMBER,FULL_PROJECT_NUM,FUNDING_ICs,FUNDING_MECHANISM,FY,IC_NAME,NIH_SPENDING_CATS,ORG_CITY,ORG_COUNTRY,ORG_DEPT,ORG_DISTRICT,ORG_DUNS,ORG_FIPS,ORG_IPF_CODE,ORG_NAME,ORG_STATE,ORG_ZIPCODE,PHR,PI_IDS,PI_NAMEs,PROGRAM_OFFICER_NAME,PROJECT_START,PROJECT_END,PROJECT_TERMS,PROJECT_TITLE,SERIAL_NUMBER,STUDY_SECTION,STUDY_SECTION_NAME,SUBPROJECT_ID,SUFFIX,SUPPORT_YEAR,DIRECT_COST_AMT,INDIRECT_COST_AMT,TOTAL_COST,TOTAL_COST_SUB_PROJECT
9269293,P50,CA,3,N,7/11/2016,5/1/2014,4/30/2017,,P50CA105632,,RFA-CA-09-001,3P50CA105632-10S1,NCI:499676\,RESEARCH CENTERS,2016,NATIONAL CANCER INSTITUTE,Basic Behavioral and Social Science; Behavioral and Social Science; Biotechnology; Cancer; Cervical Cancer; Genetics; Infectious Diseases; Lung; Lung Cancer; Prevention; Rural Health; ,COLUMBUS,UNITED STATES,,3,832127323,US,6218701,OHIO STATE UNIVERSITY,OH,432101016,,1857736; ,"WEGHORST, CHRISTOPHER M;","SRINIVASAN, SHOBHA",,10/31/2017,Address; Affect; Affinity; Alanine; Alcohols; Alleles; Appalachian Region; base; Behavior; behavior influence; Behavioral; Binding; Biological; Biological Assay; Biological Markers; Biological Models; Biopsy; Blood; Breast; Breast Cancer Cell; Bypass; cancer cell; Cancer Etiology; Cancer Patient; cancer risk; cancer survival; career development; Cell Cycle Deregulation; cell motility; Cell physiology; Cell Proliferation; Cell surface; Cervical; Cervix Neoplasms; Cessation of life; Characteristics; Clinic; Code; cohort; colon cancer patients; Colorectal; Communities; community based participatory research; Complex; Data; Death Rate; design; Development; Diagnosis; Disease; DNA; Dose; Environmental Carcinogens; Environmental Risk Factor; Epithelial Cells; Epstein-Barr Virus Infections; Equilibrium; Esophageal; Event; Exons; Exposure to; Frequencies; functional loss; Future; General Population; Genes; Genetic; Genetic Polymorphism; Genetic Predisposition to Disease; genetic variant; Genotype; Growth; Half-Life; Head and Neck Neoplasms; Head and neck structure; health care availability; health disparity; Health Status; Heterozygote; High Prevalence; high risk; Human; Human Herpesvirus 4; Human papilloma virus infection; Human Papillomavirus; Immune; In Situ; In Vitro; Incidence; Individual; Inherited; insight; Intervention; Lead; Lesion; Life Style; Ligands; Link; Lung; Malignant - descriptor; Malignant neoplasm of cervix uteri; Malignant Neoplasms; MAPK3 gene; Measures; Mediating; Medical; member; Messenger RNA; Meta-Analysis; MicroRNAs; Modeling; Molecular; mortality; Mutation; Neighborhoods; novel; Oncogenic; Other Genetics; Outcome; overexpression; Pancreas; Pap smear; Pathology; Pathway interactions; Patients; Penetrance; Peptide Signal Sequences; Play; Population; population health; Predisposition; Prevalence; programs; Proteins; receptor; Relative Risks; Reporting; Research; Resource Sharing; Reverse Transcriptase Polymerase Chain Reaction; Risk; Risk Factors; Role; screening; Secure; Sex Behavior; Signal Pathway; Signal Transduction; Site; Smoking; social; Social Conditions; social health determinants; Social Network; social stress; Socioeconomic Factors; socioeconomics; Somatic Mutation; Specimen; Stomach; Susceptibility Gene; TGF-beta type I receptor; TGFB1 gene; TGFB2 gene; TGFB3 gene; TGFBR1 gene; TGFBR2 gene; Time; Tissues; Tobacco; Tobacco use; Training; Transfection; Transforming Growth Factor beta; tumor; tumor DNA; United States; Variant; Woman; Work; ,INHERITED AND SOMATIC ALTERATIONS OF THE TGF-B LIGAND AND RECEPTOR COMPLEX IN C..,105632,ZCA1,Special Emphasis Panel ,6482,S1,10,324465,175211,,499676
9428000,SC1,HL,5,N,3/8/2018,3/1/2018,2/28/2019,837,SC1HL134212,OVERALL MEDICAL,PAR-14-019,5SC1HL134212-03,NIGMS:353750\,OTHER RESEARCH-RELATED,2018,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",,ATLANTA,UNITED STATES,NONE,5,102005451,US,1726701,MOREHOUSE SCHOOL OF MEDICINE,GA,303101495,"PUBLIC HEALTH RELEVANCE: The worldwide epidemic of ischemic heart diseases urgently requires innovative treatments in spite of the significant advances in medical, interventional and surgical therapy for these diseases. This proposal will investigate the therapeutic potential and molecular mechanisms of stem cell-released microvesicles for ischemic heart diseases.",9367629; ,"LIU, DONG ;","WONG, RENEE P",3/1/2016,2/29/2020,Adipocytes; Adipose tissue; angiogenesis; Animal Model; Apoptosis; Area; base; Biological Assay; Blood capillaries; calcification; Cardiac; cardiac repair; Cell Proliferation; Cell Therapy; Cells; Chondrocytes; clinical investigation; Clinical Research; clinically significant; Complement; Complex; cytokine; Data; density; Disease; Dose; Dust; Endothelial Cells; Engineering; Epidemic; exosome; experimental study; feeding; Funding; Gene Proteins; Giant Cells; Growth Factor; Histocompatibility Antigens; Homeostasis; hypoxia inducible factor 1; In Situ; In Vitro; in vivo; innovation; intercellular communication; Intervention; Investigation; Ischemia; Life; Limb structure; Lipids; Maintenance; matrigel; Mediating; Mediator of activation protein; Medical; Messenger RNA; MicroRNAs; microvesicles; Molecular; Mus; Myocardial; Myocardial Infarction; Myocardial Ischemia; NOD/SCID mouse; Operative Surgical Procedures; Osteocytes; paracrine; particle; Pathologic Processes; Pathway interactions; Phenotype; Physiologic Ossification; Physiological Processes; Play; pre-clinical; preconditioning; Proteins; public health relevance; Randomized Controlled Clinical Trials; Reporting; Research Personnel; Research Proposals; response; Risk; Role; Route; Savings; Severe Combined Immunodeficiency; Signal Transduction; stem; Stem cell transplant; Stem cells; Stress; submicron; Surface; Therapeutic; therapeutic angiogenesis; Tissues; transdifferentiation; Transplantation; treatment strategy; tumor; tumorigenic; Tumorigenicity; Vascular Endothelial Cell; ,Microvesicles from Adipose-derived Stem Cells for Ischemic Heart Repair,134212,ZGM1,Special Emphasis Panel ,,,3,250000,103750,353750,
9432540,R21,ES,5,N,3/5/2018,3/1/2018,2/28/2019,113,R21ES027418,SCHOOLS OF ARTS AND SCIENCES,RFA-ES-15-017,5R21ES027418-02,NIEHS:186090\,Non-SBIR/STTR RPGs,2018,NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES,,EAST LANSING,UNITED STATES,PSYCHOLOGY,8,193247145,US,5245901,MICHIGAN STATE UNIVERSITY,MI,488242600,NARRATIVE The proposed research will translate breast cancer and the environment research findings and recommendations into in-person and online educational training for health care providers who treat children. Pediatric health care providers (PHCP) are credible and effective sources of information who can help parents and caregivers understand how to reduce environmental exposures and create a healthy lifestyle to reduce later risk of breast cancer for young girls.,9261618; ,"SILK, KAMI J;","FINN, SYMMA",3/1/2017,2/28/2019,Address; Adolescent; Adoption; Advocate; Animals; base; behavior change; behavior influence; cancer risk; Caregivers; Chemicals; Child; Childhood; Clinical; Communication; Communities; Data; design; Development; diet and exercise; Diffuse; Diffusion of Innovation; Distal; Educational Intervention; Effectiveness; Enrollment; Environment; Environmental Exposure; Environmental Risk Factor; Evaluation; experience; Exposure to; Family; Family Physicians; Feedback; Female Adolescents; Focus Groups; girls; Goals; Group Interviews; Health; Health Personnel; Health Professional; health training; healthy lifestyle; healthy weight; Hospitals; Human; Immersion Investigative Technique; innovation; Intention; Knowledge; Learning; Learning Module; Life; malignant breast neoplasm; Mediating; Medical Societies; Michigan; Motivation; novel; Nurse Practitioners; outreach; Parents; Participant; Patients; Pediatric Nursing; pediatrician; peer; Persons; Predisposition; preference; programs; Readability; Recommendation; Recruitment Activity; Reporting; Research; Research Personnel; Research Project Summaries; Resources; Risk; Risk Reduction; satisfaction; Science; skills; social; Source; Sparrows; Suggestion; tailored messaging; Testing; Time; Training; Training Activity; Training and Education; Training Programs; Translating; Trust; uptake; Use Effectiveness; web site; ,Training Pediatric Health Care Providers as a Primary Information Source for Communicating Environmental Risks for Breast Cancer,27418,ZES1,Special Emphasis Panel ,,,2,125000,61090,186090,
9441030,R01,HD,5,N,3/6/2018,3/1/2018,2/28/2019,865,R01HD079463,,PA-12-141,5R01HD079463-04,NICHD:538110\,Non-SBIR/STTR RPGs,2018,EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT,,MINNEAPOLIS,UNITED STATES,,5,29191355,US,3566002,HEALTHPARTNERS INSTITUTE,MN,554401524,"PUBLIC HEALTH RELEVANCE: Although appendicitis is the most common surgical emergency in children, its diagnosis remains a challenge and thus, emergency department (ED) providers increasingly rely on computed tomography to distinguish appendicitis from other conditions. This project (a) uses electronic health record (EHR) technology to deliver patient-specific clinical decision support to ED providers at the point of care, (b) assesses the impact of this intervention on the use of diagnostic imaging and clinical outcomes, and (c) assesses the impact of the intervention on the costs of care delivered. This innovative project will be a template for extending EHR-based clinical decision support to other domains of emergency care to ultimately improve a broad range of pediatric acute care outcomes.",9798327; 8961385 (contact); ,"KHARBANDA, ANUPAM B; KHARBANDA, ELYSE OLSHEN (contact);","MAHOLMES, VALERIE",3/1/2015,2/28/2020,Abdominal Pain; Accident and Emergency department; Acute; Adolescent; adolescent patient; Adult; age group; Appendectomy; Appendicitis; base; care delivery; care seeking; Caring; Child; Child Care; Childhood; Clinical; clinical care; Clinical Decision Support Systems; Cluster randomized trial; cohort; Cohort Studies; Communities; Complex; cost; Data; Derivation procedure; design; Development; Diagnosis; diagnostic accuracy; Diagnostic Imaging; Economics; Electronic Health Record; Eligibility Determination; Emergency Care; Emergency department visit; Emergency medical service; Emergency Situation; Emergent care; Ensure; Etiology; evidence base; evidence based guidelines; Exposure to; flexibility; Goals; Health; Health Care Costs; Health system; high risk; Image; improved; Incidence; indexing; innovation; Intervention; Investments; ion source; Ionizing radiation; Judgment; Link; Measures; Methods; Modeling; Monitor; Online Systems; Operative Surgical Procedures; Outcome; Outpatients; Patients; pediatric patients; Perforation; personalized care; Pilot Projects; point of care; Predictive Value; Private Sector; prospective; Provider; public health relevance; Public Sector; Radiation exposure; Research; Resources; response; Risk; Risk Assessment; Risk Estimate; Safety; Sampling; Site; Source; standardized care; Statistical Data Interpretation; support tools; Symptoms; System; Technology; Time; Translating; Triage; Ultrasonography; United States; Validation; Visit; Work; X-Ray Computed Tomography; ,EHR-based Decision Support for Pediatric Acute Abdominal Pain in Emergency Care,79463,HSOD,Health Services Organization and Delivery Study Section ,,,4,447687,90423,538110,
9442792,R01,EY,5,N,3/5/2018,3/1/2018,2/28/2019,867,R01EY021731,SCHOOLS OF MEDICINE,PA-16-160,5R01EY021731-07,NEI:360000\,Non-SBIR/STTR RPGs,2018,NATIONAL EYE INSTITUTE,,CLEVELAND,UNITED STATES,OPHTHALMOLOGY,11,77758407,US,218601,CASE WESTERN RESERVE UNIVERSITY,OH,441061712,Project Narrative  Fundamental questions about membrane protein structure and function are still unanswered. Novel technologies are required to advance our mechanistic understanding about the action of these systems in both normal and diseased states. Our studies will reveal fundamental insights about the visual system and will reveal novel strategies to combat retinal disease.,8614984; ,"PARK, PAUL S;","NEUHOLD, LISA",9/30/2011,2/28/2022,Address; Adopted; Agreement; Apoproteins; Atomic Force Microscopy; base; beta pleated sheet; Biochemical; Biochemical Reaction; Biological Process; biophysical techniques; Biophysics; Cell Maintenance; Cell model; Cell physiology; Cells; Cellular biology; Cellular Structures; combat; Defect; Development; Disease; Energy Transfer; Event; Exhibits; Fourier Transform; Functional disorder; Funding; G-Protein-Coupled Receptors; Generations; Genes; Goals; Health; Hot Spot; Hydrophobicity; Inherited; innovation; insight; Knowledge; Lead; Leber's amaurosis; Light; member; Membrane; Membrane Lipids; Membrane Proteins; Methods; Microscopy; Molecular; Molecular Conformation; Motion; mouse model; mutant; Mutation; nanoscale; Nature; new technology; new therapeutic target; Night Blindness; novel; novel strategies; Opsin; Outcome; Pathogenesis; Pharmacology; Phenotype; Photons; photoreceptor cell outer segment; Photoreceptors; Phototransduction; Physiological; Physiology; Play; Point Mutation; Process; programs; Property; protein function; protein structure; Proteins; receptor; Receptor Activation; Regulation; Reporting; Research; Retinal Degeneration; Retinal Diseases; retinal rods; Retinitis Pigmentosa; Rhodopsin; Role; Scientific Inquiry; Series; Signal Transduction; Site; Spectrum Analysis; Structure; success; Synchrotrons; System; targeted treatment; Testing; Toxic effect; Update; Vision; Vision Disorders; Visual system structure; ,Phototransduction in Health and Disease,21731,BVS,Biology of the Visual System Study Section ,,,7,225000,135000,360000,
9444051,U01,CA,1,N,3/6/2018,3/6/2018,2/28/2019,396,U01CA224013,,PAR-16-344,1U01CA224013-01,NCI:881016\,Non-SBIR/STTR RPGs,2018,NATIONAL CANCER INSTITUTE,,COLD SPRING HARBOR,UNITED STATES,,3,65968786,US,4577101,COLD SPRING HARBOR LABORATORY,NY,117242209,PROJECT NARRATIVE Pancreatic cancer is a devastating disease with few treatment options. The aggressive nature of this cancer is fueled by both a diverse mixture of cancer cells as well as the actions of multiple types of noncancerous cells that are recruited by the tumor to create an environment which is favorable for growth. A better understanding of the identities and functions of these diverse cell types will allow us to design new treatments that effectively eliminate all cell populations that contribute to these deadly tumors.,10348526; 8586909 (contact); ,"ROBSON, PAUL ; TUVESON, DAVID A (contact);","ESPEY, MICHAEL G",3/6/2018,2/28/2023,Address; Adenocarcinoma Cell; Affect; Biochemical; Biochemical Genetics; Biological Models; Biology; cancer cell; Cell physiology; cell type; Cells; Characteristics; Clinical; Coculture Techniques; Complement; Complex; cytokine; design; Development; Disease; Distal; Disulfiram; DNA sequencing; effective therapy; Engineering; Environment; Epigenetic Process; experimental study; Fibroblasts; Genetic; Genetic Heterogeneity; genetic signature; Goals; Growth; Head of pancreas; Heterogeneity; Human; Implant; In Situ; In Vitro; in vitro Model; in vivo; Individual; inflammatory marker; inhibitor/antagonist; Injection of therapeutic agent; insight; Interleukin-6; Intraepithelial Neoplasia; Investigation; Knowledge; Laboratories; Lesion; Light; Main pancreatic duct; Malignant neoplasm of pancreas; Malignant Neoplasms; Measures; Mediating; Messenger RNA; Methods; model development; Modeling; mouse model; Mus; Myofibroblast; Nature; neoplastic; neoplastic cell; next generation; novel; novel strategies; Organoids; Pancreas; Pancreatic duct; Pancreatic Ductal Adenocarcinoma; pancreatic neoplasm; pancreatic tumorigenesis; Pathway interactions; Patients; Population; Population Heterogeneity; Primary Neoplasm; programs; Recruitment Activity; Research; Resistance; response; Role; Series; Signal Transduction; Simvastatin; single cell analysis; Specimen; standard of care; statistics; Survival Rate; System; Therapeutic; therapy resistant; trait; transcriptome; transcriptome sequencing; Transgenic Mice; Transplantation; Treatment Efficacy; treatment response; treatment strategy; tumor; Tumor Biology; tumor heterogeneity; Tumor Initiators; tumor microenvironment; tumor xenograft; tumorigenesis; Xenograft Model; Xenograft procedure; ,CSHL-JAX Patient-Derived Models of Pancreatic Cancer as Systems for Investigating Tumor Heterogeneity,224013,ZCA1,Special Emphasis Panel ,,,1,648025,232991,881016,
9444348,F31,EB,5,N,3/5/2018,3/1/2018,2/28/2019,286,F31EB023783,SCHOOLS OF MEDICINE,PA-14-147,5F31EB023783-02,NIBIB:44044\,"TRAINING, INDIVIDUAL",2018,NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING,,BALTIMORE,UNITED STATES,BIOMEDICAL ENGINEERING,7,1910777,US,4134401,JOHNS HOPKINS UNIVERSITY,MD,212051832,"Narrative  Flat-panel cone-beam CT (fpCBCT) has found broad clinical application in a number of high spatial resolution studies; however, the fine resolution capabilities of these systems fall short in some clinical tasks including trabec- ular bone visualization and microcalcification detection. The goal of this research is to use advanced modeling and statistical image reconstruction algorithms combined with high-fidelity system characterization to compensate for hardware limitations on spatial resolution. This software solution will extend the imaging performance of current fpCBCT systems to improve the clinical efficacy in extremities imaging, mammography, and other high-resolution clinical imaging, and provide a novel tool for extending the spatial resolution capabilities in future fpCBCT designs.",11675177; ,"TILLEY, STEVEN WAYNE;","SHABESTARI, BEHROUZ",3/1/2017,2/28/2019,"Algorithms; analytical method; Attention; base; Biological Models; bone; bone imaging; bone visualization; Breast Cancer Detection; Breast Microcalcification; Clinical; clinical application; clinical efficacy; clinical imaging; Clinical Research; clinically relevant; Computer Simulation; Computer software; cone-beam computed tomography; Data; Degenerative polyarthritis; Dental; design; Detection; detector; Diagnosis; Diagnostic radiologic examination; Dose; Electronics; Ensure; Equilibrium; experimental study; falls; Future; Geometry; Goals; Gold; high resolution imaging; Image; Image Analysis; image reconstruction; improved; in vivo imaging; Investigation; Least-Squares Analysis; Light; Limb structure; Mammography; mathematical model; Measurement; Measures; Methodology; Methods; microCT; Modality; Modeling; Morphology; Motion; Nature; Noise; novel; nuclear imaging; Otolaryngology; Performance; point of care; portability; Positron-Emission Tomography; Property; Radiation; reconstruction; Research; Resolution; response; Roentgen Rays; Rotation; Sampling; Scanning; Series; simulation; Source; Spottings; Statistical Models; Structure; substantia spongiosa; success; System; Testing; tomography; Tomography, Emission-Computed, Single-Photon; tool; Variant; Work; ",Model-Based Reconstruction for High-Spatial Resolution Cone-Beam Computed Tomography,23783,ZRG1,Special Emphasis Panel ,,,2,44044,,44044,
9444478,U41,HG,5,N,3/7/2018,3/1/2018,2/28/2019,172,U41HG002273,SCHOOLS OF MEDICINE,PAR-14-191,5U41HG002273-18,NHGRI:2288728\NIGMS:330000\,RESEARCH CENTERS,2018,NATIONAL HUMAN GENOME RESEARCH INSTITUTE,,LOS ANGELES,UNITED STATES,PUBLIC HEALTH & PREV MEDICINE,34,72933393,US,7636101,UNIVERSITY OF SOUTHERN CALIFORNIA,CA,900331036,"PUBLIC HEALTH RELEVANCE This project aims to provide a complete and integrated picture of what every single gene in a human being does, thus allowing us to better understand the genetic and cellular workings of human health and disease. We do this by developing the Gene Ontology, a computational resource that collects biological knowledge into a large network structure that connects genes with the roles they play. Researchers, clinicians, and sophisticated computer programs use this network to interpret the massive amounts of biomedical and genomic data being generated in experiments and in studies designed to gain key insights into human health.",2070039; 2068101; 8651033; 1871272; 8818058 (contact); ,"BLAKE, JUDITH A; CHERRY, JOE MICHAEL; LEWIS, SUZANNA E; STERNBERG, PAUL WARREN; THOMAS, PAUL D. (contact);","DI FRANCESCO, VALENTINA",1/19/2001,2/28/2022,Animal Model; annotation  system; Area; Automation; base; Biological; Biological Models; Biological Process; biological research; biological systems; Biology; biomedical ontology; Biomedical Research; Communities; Community Developments; computer based Semantic Analysis; computer infrastructure; computer program; Computer software; Computers; computing resources; Data; data resource; Data Set; design; Development; Disease; Documentation; Ensure; Environment; experimental study; Family; Family member; flexibility; Foundations; Gene Family; gene function; Genes; Genetic; genomic data; Genomics; Goals; Health; Human; Human Biology; human disease; improved; Individual; Information Resources; insight; interest; interoperability; Knowledge; knowledge base; Link; lipid metabolism; Lipids; Literature; Measurement; Medical Research; Medicine; Metabolism; model organisms databases; Modeling; Modification; molecular scale; Mus; Network-based; Ontology; Organism; Orthologous Gene; outreach; Phenotype; Phylogenetic Analysis; Play; prevent; Process; Provider; public health relevance; PubMed; Readability; Recurrence; Research; Research Design; Research Infrastructure; Research Personnel; Resources; Role; scale up; Scientist; social media; software development; Standardization; Structure; support network; Technology; Testing; text searching; tool; Training; Trees; Update; web services; Work; Zebrafish; ,Gene Ontology Consortium,2273,GNOM,National Human Genome Research Institute Initial Review Group ,,,18,2308651,310077,2618728,
9447100,U19,AI,5,N,3/5/2018,3/1/2018,2/28/2019,,U19AI109776,,RFA-AI-12-044,5U19AI109776-05,NIAID:861441\,Non-SBIR/STTR RPGs,2018,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,,BALTIMORE,UNITED STATES,,7,188435911,US,820104,UNIVERSITY OF MARYLAND BALTIMORE,MD,212011508,"In this proposal we will investigate whether immunization with attenuated S. Typhi or Salmonella Paratyphi A vaccines, or following natural exposure to wild-type organisms, elicit cross-protective multifunctional cell mediated and humoral responses to various Salmonella which cause enteric fevers, including S. Typhi and S. Paratyphi B. These studies have the potential to contribute much needed information to advance the  development of broad-spectrum vaccines against enteric fevers.",1858538; ,"SZTEIN, MARCELO B.;",,,,Advanced Development; Antibodies; Antibody Response; Antigens; Area; arm; Attenuated; B-Lymphocytes; Blood Circulation; Categories; CD8B1 gene; cell mediated immune response; Cells; Characteristics; chemokine receptor; Chile; cross reactivity; cytokine; Data; Development; Dimensions; Disease; Dose; Enteral; Exposure to; Flow Cytometry; follow-up; genome-wide; Goals; Homing; Human; Immune response; Immune system; Immunization; Immunize; Immunologics; Infection; insight; Killings; Measures; Mediating; Memory; Meta-Analysis; novel; Oral; Organism; Paratyphoid Fever B; pathogen; Patients; Pattern; Performance; Peripheral Blood Mononuclear Cell; Play; Production; Proteins; Public Health; Randomized; receptor expression; response; Role; Salmonella; Salmonella paratyphi; Salmonella typhi; Serum; Sorting - Cell Movement; Specimen; Systems Biology; T-Lymphocyte; Technology; Testing; Ty21a typhoid vaccine; Typhoid Fever; Typhoid Vaccine; Vaccination; vaccine candidate; vaccine development; Vaccines; volunteer; weapons; ,Immunologic Basis for Broad Protection against Enteric Fever Salmonella,109776,ZAI1,Special Emphasis Panel ,7862,,5,561199,300242,,861441
9452124,U01,NS,5,N,3/7/2018,3/1/2018,2/28/2019,853,U01NS080168,,PAR-11-173,5U01NS080168-05,NINDS:6131342\,Non-SBIR/STTR RPGs,2018,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,,JACKSONVILLE,UNITED STATES,,4,153223151,US,4976105,MAYO CLINIC  JACKSONVILLE,FL,322241865,"PUBLIC HEALTH RELEVANCE:  In the United States, more than 100,000 carotid endarterectomy or stent procedures are performed annually on patients with asymptomatic carotid stenosis. Recent advances in medical management of atherosclerotic disease call into question whether the benefit of these procedures in preventing stroke persists. We propose two parallel multicenter randomized clinical trials, one of which will compare intensive medical management to endarterectomy (n=1050) and the other will compare intensive medical management to stenting (n=1050).",8506727 (contact); 8621020; 6191134; ,"BROTT, THOMAS G (contact); LAL, BRAJESH K; MESCHIA, JAMES F;","JANIS, SCOTT",3/15/2014,2/28/2021,Adult; Affect; Age; aged; Alabama; Atherosclerosis; Attenuated; base; Blinded; Blood Vessels; Canada; Cardiology; cardiovascular risk factor; Carotid Arteries; Carotid Atherosclerotic Disease; Carotid Endarterectomy; Carotid Stenosis; Carotid stent; Cessation of life; cigarette smoking; Clinic; Clinical; Clinical Trials; Clinical Trials Network; clinically significant; cognitive function; Companions; compare effectiveness; Consensus; cost; Credentialing; Data Coordinating Center; data management; Death Rate; Diabetes Mellitus; Endarterectomy; Enrollment; Event; experience; follow-up; Hyperlipidemia; Hypertension; improved; Interventional radiology; Intracranial Arterial Stenosis; Ipsilateral; Medical; Medicare; Modernization; Morbidity - disease rate; Neurology; neurosurgery; Operative Surgical Procedures; Outcome Assessment; Patients; Phase; population based; prevent; primary outcome; Primary Prevention; Procedures; prospective; Protocols documentation; public health relevance; Randomized; Randomized Clinical Trials; Randomized Controlled Trials; randomized trial; Recruitment Activity; Reporting; Risk; Risk Factors; Risk Management; Safety; safety study; Severities; sex; Site; Solid; Stenosis; Stents; stroke; Stroke prevention; Study Subject; Surgeon; United States; Universities; vascular risk factor; ,CREST-2 Clinical Coordinating Center,80168,NSD,National Institute of Neurological Disorders and Stroke Initial Review Group ,,,5,5354335,777007,6131342,
