"APPLICATION_ID","ACTIVITY","ADMINISTERING_IC","APPLICATION_TYPE","ARRA_FUNDED","AWARD_NOTICE_DATE","BUDGET_START","BUDGET_END","CFDA_CODE","CORE_PROJECT_NUM","ED_INST_TYPE","FOA_NUMBER","FULL_PROJECT_NUM","FUNDING_ICs","FUNDING_MECHANISM","FY","IC_NAME","NIH_SPENDING_CATS","ORG_CITY","ORG_COUNTRY","ORG_DEPT","ORG_DISTRICT","ORG_DUNS","ORG_FIPS","ORG_IPF_CODE","ORG_NAME","ORG_STATE","ORG_ZIPCODE","PHR","PI_IDS","PI_NAMEs","PROGRAM_OFFICER_NAME","PROJECT_START","PROJECT_END","PROJECT_TERMS","PROJECT_TITLE","SERIAL_NUMBER","STUDY_SECTION","STUDY_SECTION_NAME","SUBPROJECT_ID","SUFFIX","SUPPORT_YEAR","DIRECT_COST_AMT","INDIRECT_COST_AMT","TOTAL_COST","TOTAL_COST_SUB_PROJECT"
"9536599","R01","HL","5","N","05/09/2018","05/01/2018","04/30/2019","838","R01HL135849","","PA-16-160","5R01HL135849-02","NHLBI:361177\OD:140254\","Non-SBIR/STTR RPGs","2018","NATIONAL HEART, LUNG, AND BLOOD INSTITUTE","","NASHVILLE","UNITED STATES","","05","079917897","US","10040927","VANDERBILT UNIVERSITY MEDICAL CENTER","TN","372320011","Project Narrative Acute respiratory distress syndrome (ARDS) is a common and life-threatening condition that is most frequently caused by sepsis, has a 30-50% death rate, and has no disease-specific therapies. Hemoglobin that has escaped from red blood cells is a potential proximal trigger for sepsis-induced ARDS and is a prime target for specific therapies to prevent ARDS in sepsis. This translational proposal will define the mechanisms of the injurious effects of hemoglobin in sepsis to move our findings ?from bench to bedside? by validation of new pharmacological targets that could lead to new therapies for sepsis and ARDS.","8791484; 2109379 (contact); ","BASTARACHE, JULIE ANNE; WARE, LORRAINE B (contact);","REINECK, LORA A","08/01/2017","04/30/2021","Acetaminophen; Acute; Acute Lung Injury; Acute respiratory failure; Adult Respiratory Distress Syndrome; antimicrobial; Apoptosis; Area; bench to bedside; Biological Models; Biology; Blood Circulation; Clinical; Clinical Trials; clinically relevant; Critical Illness; cytochrome c; Death Rate; Disease; Early treatment; Endothelial Cells; Endothelium; Erythrocytes; Fluid Balance; Functional disorder; Goals; Hemeproteins; Hemoglobin; Hemoglobin A; Human; improved; in vivo Model; Injury; Lead; Life; Lung; Mediating; Mediator of activation protein; Membrane Potentials; Microvascular Permeability; Mitochondria; mitochondrial membrane; Modeling; Molecular; Morbidity - disease rate; mortality; mouse model; Mus; new therapeutic target; novel; novel strategies; novel therapeutics; Organ; Outcome; Oxidants; Oxides; Pathogenicity; Patients; Permeability; Pharmacology; Physiological; Preparation; prevent; Prevention; Publishing; Pulmonary Edema; Reducing Agents; Research; Sepsis; targeted treatment; Testing; therapeutic evaluation; Translating; translational study; Translations; Validation; Work; ","Targeting cell-free hemoglobin in sepsis to reduce lung microvascular permeability: mechanistic and translational studies","135849","RIBT","Respiratory Integrative Biology and Translational Research Study Section ","","","02","325541","175890","501431",""
"9539701","R01","HL","5","N","05/07/2018","05/01/2018","04/30/2019","838","R01HL138251","SCHOOLS OF PHARMACY","PA-16-160","5R01HL138251-02","NHLBI:378660\","Non-SBIR/STTR RPGs","2018","NATIONAL HEART, LUNG, AND BLOOD INSTITUTE","","AUSTIN","UNITED STATES","NONE","10","170230239","US","578403","UNIVERSITY OF TEXAS, AUSTIN","TX","787595316","Project Narrative Here, this proposal is relevant to public health because it seeks to develop virus-inspired nanoparticles to penetrate mucus barriers in diseases (mainly cystic fibrosis (CF)) and effectively deliver gene editing components as gene therapy to correct defective mutations in CF. From these insights, we will able to develop more effective drug delivery systems able to penetrate through the complex, impregnable mucus barrier present in CF. Importantly, this technology can extend to drug delivery other diseases involving the mucosa, including COPD and HIV. The proposed work is relevant to part of the NIH's mission to help further understanding biological systems and leveraging that knowledge to improve health and reduce illness.","10356155 (contact); 8030115; ","GHOSH, DEBADYUTI  (contact); SMYTH, HUGH DAVID;","SHERIDAN, JOHN T","08/15/2017","04/30/2021","Address; Affect; Affinity; Amino Acids; Animal Model; Antibodies; Bacterial Infections; Bacteriophages; base; Behavior; biological systems; Breathing; bronchial epithelium; Cell Culture Techniques; Cell Line; Charge; Chemicals; Chemistry; Chitosan; Chronic; Chronic Obstructive Airway Disease; Complex; CRISPR/Cas technology; Cystic Fibrosis; cystic fibrosis patients; Cystic Fibrosis Transmembrane Conductance Regulator; Data; design; Development; Diffuse; Diffusion; Disease; Disease model; DNA; Dose; Drug Delivery Systems; Drug Targeting; Electrostatics; Engineering; Environment; Epithelium; Epitopes; ethylene glycol; Formulation; gene correction; Gene Delivery; Gene Targeting; gene therapy; Genes; genome editing; Goals; Health; HIV; Homeostasis; Human; hydrophilicity; immunogenic; immunogenicity; Impairment; improved; in vivo; in vivo Model; Infection; innovation; insight; Knowledge; Lung diseases; Microscopy; Mission; Modeling; Morbidity - disease rate; mortality; Mucins; Mucociliary Clearance; Mucous body substance; Mucous Membrane; Mutagenesis; Mutation; nanoparticle; nanoscale; novel; Nucleic Acids; Nutrient; Oligonucleotides; particle; pathogen; Patient-Focused Outcomes; Patients; Penetration; Peptides; Permeability; Phage Display; Plasmids; Polymers; prevent; Property; Public Health; reconstitution; Role; Saline; Sampling; screening; self assembly; Small Interfering RNA; small molecule; Spatial Distribution; Sputum; Surface; Synthetic Genes; System; targeted delivery; Technology; Testing; Therapeutic; tool; Treatment Efficacy; United States National Institutes of Health; uptake; vector; Virus; Work; ","Virus-inspired nanoparticles for mucus penetrating gene delivery","138251","NANO","Nanotechnology Study Section ","","","02","250000","128660","378660",""
"9541454","F31","HL","1","N","04/07/2018","05/01/2018","04/30/2019","837","F31HL142167","SCHOOLS OF MEDICINE","PA-16-309","1F31HL142167-01","NHLBI:29354\","TRAINING, INDIVIDUAL","2018","NATIONAL HEART, LUNG, AND BLOOD INSTITUTE","","SAINT LOUIS","UNITED STATES","INTERNAL MEDICINE/MEDICINE","01","068552207","US","9083901","WASHINGTON UNIVERSITY","MO","631304862","PROJECT NARRATIVE In the short term, elucidation of the post-lysosomal cholesterol trafficking networks will improve our basic understanding of cholesterol trafficking. Cholesterol trafficking proteins serve as potential points of intervention for both genetic (Niemann Pick C) and acquired (e.g., atherosclerosis) cholesterol storage disorders. In the long term, this work could lead to the development of new therapeutics for these conditions.","15118556; ","FELTES, MCKENNA RAE;","MEADOWS, TAWANNA","05/01/2018","04/30/2021","Acid Lipase; Affinity; Alkynes; Alzheimer's disease model; Atherosclerosis; Azides; Behavior; beta-Cyclodextrins; Biochemical; Biochemical Genetics; Biological Assay; Biotin; cell growth; Cell Line; Cell membrane; Cells; Cellular Membrane; Cholesterol; Cholesterol Esters; cholesterol trafficking; cholesterol-binding protein; Complement; Coupled; crosslink; Data; design; Development; Diazomethane; Disease; Endoplasmic Reticulum; experimental study; functional group; Gene Expression; Genetic; Genetic study; Goals; Golgi Apparatus; Human; Human Cell Line; Immunofluorescence Microscopy; improved; In Situ; inhibitor/antagonist; Intervention; Investigation; knock-down; Knock-out; Label; Lead; Lipoproteins; Low-Density Lipoproteins; lysosomal proteins; Lysosomes; Mass Spectrum Analysis; Mediating; Membrane; Metabolic; Mission; Mitochondria; National Heart, Lung, and Blood Institute; novel; novel therapeutics; NPC1 gene; Nuclear Pore Complex; Organelles; particle; Pathway interactions; peroxisome; Pharmacology; Positioning Attribute; Protein Analysis; protein complex; protein transport; Proteins; Proteomics; receptor mediated endocytosis; reconstitution; Recovery; response; Streptavidin; Testing; Time; tool; trafficking; Work; ","Post-lysosomal Cholesterol Trafficking: Elucidating protein networks using diazirine alkyne probes","142167","ZRG1","Special Emphasis Panel ","","","01","29354","","29354",""
"9548855","D43","TW","2","N","05/12/2018","05/09/2018","03/31/2019","989","D43TW009607","SCHOOLS OF MEDICINE","PAR-16-279","2D43TW009607-06","FIC:304727\","OTHER RESEARCH-RELATED","2018","FOGARTY INTERNATIONAL CENTER","","NEW HAVEN","UNITED STATES","PUBLIC HEALTH & PREV MEDICINE","03","043207562","US","9420201","YALE UNIVERSITY","CT","065208327","Narrative The proposed Yale School of Public Health?University of California Berkeley?Makerere University Pulmonary Complications of AIDS Research Training (PART) Program will train Ugandan investigators in clinical, translational, and implementation research on TB and other pulmonary complications of HIV. This will strengthen Makerere's capacity to conduct high quality, innovative, locally relevant HIV/AIDS research.","8739223 (contact); 9714908; 1871890; ","DAVIS, JOHN LUCIAN (contact); KATAMBA, ACHILLES ; REINGOLD, ARTHUR L;","BANSAL, GEETHA PARTHASARATHY","08/01/2013","03/31/2023","Acquired Immunodeficiency Syndrome; Advisory Committees; AIDS/HIV problem; Area; base; California; career; career development; Collaborations; college; Country; Degree program; design; Doctor's Degree; Educational workshop; Enrollment; experience; Faculty; Fellowship; Funding; Health Sciences; HIV; Human Resources; implementation research; implementation science; improved; Individual; Institution; International; laboratory experience; Laboratory Technicians; Lung; Lung diseases; Medical; meetings; Mentors; next generation; Outcome; patient oriented research; Postdoctoral Fellow; pre-doctoral; programs; Public Health; Public Health Schools; Recording of previous events; Research; Research Personnel; Research Support; Research Training; Scientist; Specialist; Thinking; Training; Training Programs; Translational Research; Uganda; Universities; Visit; ","TB and Other Pulmonary Complications of AIDS Research Training Program","009607","ZRG1","Special Emphasis Panel ","","","06","296071","8656","304727",""
"9551657","P01","HD","5","N","05/07/2018","05/01/2018","04/30/2019","","P01HD068250","","RFA-HD-17-017","5P01HD068250-07","NICHD:228488\","Non-SBIR/STTR RPGs","2018","EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT","","BOSTON","UNITED STATES","","08","073130411","US","4907701","MASSACHUSETTS GENERAL HOSPITAL","MA","021142696","ADMINISTRATIVE CORE NARRATIVE The purpose of the Administrative Core is to serve as the convergent point for this Program Project ?Gene Mutation and Rescue in Human Diaphragmatic Hernia?, with the prime mission of the Core to oversee its accuracy, integrity, and productivity, and to articulate the short and long term vision of the Overall Program.","1879833; ","DONAHOE, PATRICIA K;","","","","Adherence; Administrator; Animal Experimentation; Animal Model; Archives; Back; Bioinformatics; Biological Assay; Budgets; Communication; conflict resolution; cost; Data; Data Analyses; data integration; data resource; database of Genotypes and Phenotypes; Decision Making; Diaphragmatic Hernia; drug discovery; Ethics; Gene Mutation; genomic data; genomic platform; Grant; Histologic; Human; Human Subject Research; IACUC; Image; In Vitro; innovation; Institutional Review Boards; Manuscripts; meetings; microCT; Mission; Monitor; Output; Patients; Phenotype; Policies; Preparation; Productivity; programs; Progress Reports; Protocols documentation; quality assurance; Reagent; recruit; Research Infrastructure; Research Personnel; Resource Sharing; Safety; Sampling; Services; Telephone; Time; Tissues; United States National Institutes of Health; Vision; Work; ","Administrative Core","068250","ZHD1","Special Emphasis Panel ","6221","","07","149174","79314","","228488"
"9570699","U54","MD","5","N","05/10/2018","05/01/2018","04/30/2019","","U54MD002265","","RFA-MD-17-005","5U54MD002265-12","NIMHD:133267\","RESEARCH CENTERS","2018","National Institute on Minority Health and Health Disparities","","CLEVELAND","UNITED STATES","","11","077758407","US","218601","CASE WESTERN RESERVE UNIVERSITY","OH","441061712","","15027287; ","PIKE, EARL ;","","","","Adoption; base; breast massage; cancer surgery; Centers of Research Excellence; Clinical; Communication Methods; Communities; community based participatory research; community organizations; Diffusion; dissemination research; Educational workshop; Electronic Mail; Employee; Evaluation; Funding; Health; health disparity; Hemodialysis; improved; Individual; Information Centers; Internet; Intervention; Interview; Journals; Knowledge; Language; lectures; Manuals; Mass Media; Massage; member; Mentors; Modification; Ohio; Outcome; Patients; peer; Phase; Pilot Projects; Policies; posters; practice-based research network; Press Releases; Process; Provider; Public Health; Publishing; Radio; Randomized Controlled Trials; Research; research data dissemination; Research Methodology; Research Personnel; Research Project Grants; Scientist; Services; social media; Strategic Planning; System; Television; tool; Training; Translating; web site; Work; ","Community Engagement and Dissemination Core","002265","ZMD1","Special Emphasis Panel ","6331","","12","83292","49975","","133267"
"9570702","U54","MD","5","N","05/08/2018","05/01/2018","04/30/2019","307","U54MD002316","SCHOOLS OF PUBLIC HEALTH","RFA-MD-17-005","5U54MD002316-12","NIMHD:653447\","RESEARCH CENTERS","2018","National Institute on Minority Health and Health Disparities","","TEMPE","UNITED STATES","MISCELLANEOUS","09","943360412","US","488301","ARIZONA STATE UNIVERSITY-TEMPE CAMPUS","AZ","852876011","Project Narrative/Public Health Impact Statement Cardiometabolic disease and substance abuse disorders are leading causes of morbidity and mortality among Latinos and other underserved populations in the U.S. Both conditions are preventable but few culturally specific and efficacious prevention interventions exist. The proposed Specialized Center will advance knowledge on how to integrate biocultural processes with social and cultural determinants of health to produce much needed efficacious prevention interventions for youth and their families. Such community-based interventions will have a high positive impact on the health status of Latino youth and other underserved populations of the Southwest and the nation.","6616506; ","MARSIGLIA, FLAVIO FRANCISCO;","TABOR, DERRICK C","09/30/2007","04/30/2022","Acculturation; Address; Adolescent; Alcohol or Other Drugs use; Area; Arizona; Award; base; Behavior; Behavioral; Biological; Biological Factors; Child; Chronic Disease; Collaborations; Communities; community center; community partnership; community setting; contextual factors; County; Demographic Transitions; design; Development; Diet; Discipline; Disease; early-career faculty; Environment; ethnic minority population; Family; Fostering; Funding; Future; Health; Health behavior; health disparity; health equity; Health Food; Health Status; Household; Household and Family; improved; Incubators; Individual; innovation; Interdisciplinary Study; interest; Intervention; Intervention Studies; Knowledge; Latino; Life; Location; Measurable; Metabolic Diseases; Mexico; Mission; Morbidity - disease rate; mortality; next generation; Outcome; Persons; Pharmaceutical Preparations; Physical activity; Pilot Projects; Policies; Population; Population Heterogeneity; Positioning Attribute; Postdoctoral Fellow; prevent; Preventive Intervention; Process; Productivity; programs; Progress Reports; Public Health; Quality of life; racial and ethnic; Readiness; Research; research and development; Research Design; Research Personnel; Research Project Grants; Research Training; Risk; Risk Factors; Scholarship; Series; social; social health determinants; Solid; Specialized Center; Substance abuse problem; Testing; theories; therapy design; Training; Translating; Underserved Population; United States National Institutes of Health; Vulnerable Populations; Youth; ","Leveraging Bio-Cultural Mechanisms to Maximize the Impact of Multi-Level Preventable Disease Interventions with Southwest Populations","002316","ZMD1","Special Emphasis Panel ","","","12","836844","451265","653447",""
"9570704","U54","MD","5","N","05/08/2018","05/01/2018","04/30/2019","","U54MD002316","","RFA-MD-17-005","5U54MD002316-12","NIMHD:149886\","RESEARCH CENTERS","2018","National Institute on Minority Health and Health Disparities","","TEMPE","UNITED STATES","","09","943360412","US","488301","ARIZONA STATE UNIVERSITY-TEMPE CAMPUS","AZ","852876011","","8580514; ","KULIS, STEPHEN S.;","","","","Acculturation; Address; Applications Grants; Arizona; base; Biological; Budgets; career; Child; Child Rearing; Chronic Disease; Clinic; cohesion; Collaborations; Communities; community based participatory research; community center; Community Health; Consultations; contextual factors; Development; Discipline; Disease; disorder prevention; Ensure; Environment; faculty research; Family; Feedback; Funding; Future; Goals; Grant; Health; health disparity; health equity; Health Promotion; Household; Human Resources; human subject protection; Individual; Information Dissemination; innovation; Interdisciplinary Study; interest; Intervention; Knowledge; lectures; Link; Measurement; member; Mentorship; Methodology; Methods; minority health; Neighborhoods; non-tenure faculty; Outcome; outreach; Parents; Pathway interactions; Performance; Pilot Projects; Policies; Population; Postdoctoral Fellow; prevent; Process; programs; Publications; Reporting; Research; Research Design; Research Personnel; Research Project Grants; Research Support; Risk; Role; Schools; Science; Seeds; senior faculty; Series; social; Specialized Center; Statistical Data Interpretation; Stress; Structure; symposium; Trust; United States National Institutes of Health; Universities; ","Investigator Development Core","002316","ZMD1","Special Emphasis Panel ","7100","","12","190548","103850","","149886"
"9582354","R21","AI","1","N","05/10/2018","05/11/2018","04/30/2019","855","R21AI139733","SCHOOLS OF MEDICINE","PA-16-161","1R21AI139733-01","NIAID:252563\","Non-SBIR/STTR RPGs","2018","NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES","","ALBANY","UNITED STATES","MICROBIOLOGY/IMMUN/VIROLOGY","20","190592162","US","8455007","ALBANY MEDICAL COLLEGE","NY","122083479","NARRATIVE The majority of human pathogens enter via mucosal routes. Thus, there is a significant need for novel vaccine technologies that can generate strong mucosal immunity. However, adjuvants are currently required to accomplish this. In addition, no truly effective and approved mucosal adjuvant currently exists. Therefore, the proposed studies focus on the development of a novel vaccine platform, which delivers vaccine antigens to the mucosa, can stimulate robust mucosal immune responses, and can do so in the absence of adjuvant. This vaccine platform will also be tested using a highly significant infectious disease model (Streptococcus pneumoniae). Most importantly, this work will lay the foundation for future testing and clinical development of this vaccine platform and its eventual use against an array of current, emerging, and re-emerging pathogens.  ","1865902 (contact); 6476017; ","GOSSELIN, EDMUND J (contact); ZHU, XIAOPING ;","DAVIDSON, WENDY F","05/11/2018","04/30/2020","Adjuvant; Antigen Presentation; Antigen Presentation Pathway; Antigen Targeting; Antigens; Attenuated; B-Lymphocytes; base; Binding; Binding Proteins; Biology; Brain; Chimeric Proteins; clinical development; Complex; Data; Development; Dose; Epithelial Cells; experience; Foundations; Francisella tularensis; Future; Health; Histologic; Human; Immune response; Immunity; Immunization; immunogenic; immunogenicity; improved; In Vitro; in vivo; Infection; infectious disease model; Inflammatory; innovation; Lung; Lymphoid Tissue; M cell; Measures; Mediating; mouse model; Mucosal Immune Responses; Mucosal Immunity; mucosal site; mucosal vaccination; mucosal vaccine; Mucous Membrane; Mus; neonatal Fc receptor; Nose; novel; novel vaccines; pathogen; Perception; Peripheral; pneumococcal surface protein A; prevent; protective efficacy; protein transport; Proteins; Publishing; Recombinants; Regimen; response; Route; Safety; Serum Albumin; Streptococcus pneumoniae; T cell response; T-Cell Activation; T-Lymphocyte; Technology; Testing; trafficking; Transgenic Mice; Vaccination; Vaccine Antigen; vaccine development; vaccine efficacy; vaccine evaluation; Vaccine Research; Vaccines; Variant; Viral; Work; ","Development of an adjuvant-free mucosal vaccine platform via sequential FcRn-mediated transepithelial Ag transport to the NALT and Fc RI-enhanced Ag processing and presentation within the NALT.","139733","VMD","Vaccines Against Microbial Diseases Study Section ","","","01","190563","62000","252563",""
"9584494","R21","AI","1","N","05/11/2018","05/11/2018","04/30/2019","855","R21AI139572","SCHOOLS OF MEDICINE","PA-16-161","1R21AI139572-01","NIAID:242563\","Non-SBIR/STTR RPGs","2018","NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES","","KANSAS CITY","UNITED STATES","RADIATION-DIAGNOSTIC/ONCOLOGY","03","016060860","US","1484303","UNIVERSITY OF KANSAS MEDICAL CENTER","KS","661608500","PROJECT NARRATIVE Human bocavirus 1 (HBoV1) infection causes acute respiratory tract infections in young children. Recombinant adeno-associated virus 2 (rAAV2) pseudopackaged by the HBoV1 capsid (rAAV2/HBoV1) vector has been developed to application of cystic fibrosis conductance regulator (CFTR) gene transfer of human airway. The proposed study will identify cellular receptors and the entry and trafficking pathways of the HBoV1 capsid (vector), and will reveal pathways or molecules that can be targeted for antiviral strategies against HBoV1 infection and for enhancement of rAAV2/HBoV1-CFTR transduction in human airway.","8446367 (contact); 10621158; ","QIU, JIANMING  (contact); YAN, ZIYING ;","NATARAJAN, RAMYA","05/11/2018","04/30/2020","Acute; adeno-associated viral vector; Affect; Air; airway epithelium; Animal Model; Antiviral Agents; Apical; apical membrane; base; Binding; Biological Models; Biology; Capsid; Cell Culture System; Cells; Child; clinical application; Clinical Trials; Comparative Study; Cystic Fibrosis; cystic fibrosis patients; Cystic Fibrosis Transmembrane Conductance Regulator; Dependence; Dependency; Development; DNA Viruses; Endocytosis; Environment; Epithelial Cells; Event; Exhibits; Failure; Family; Ferrets; Gene Expression; gene therapy; Gene Transduction Agent; Gene Transfer; Genome; Goals; Heparitin Sulfate; Hereditary Disease; Human; Impairment; In Vitro; Infection; Integration Host Factors; Ion Channel; Knock-out; Knowledge; Laboratories; Life; Life Cycle Stages; Liquid substance; Lung; Mediating; Modeling; monolayer; Parvovirus; Pathway interactions; Pharmacology; Phenotype; polarized cell; Polysaccharides; preclinical study; prevent; Primates; Pulmonary Cystic Fibrosis; Pulmonary Fibrosis; receptor; receptor binding; receptor mediated endocytosis; Recombinant adeno-associated virus (rAAV); Regulator Genes; respiratory; Respiratory Tract Infections; Route; Side; small molecule; success; Surface; Therapeutic; tool; trafficking; transgene expression; Tropism; Undifferentiated; Vaccines; vector; Viral Genes; Virus; Virus Diseases; virus host interaction; Virus Receptors; ","Human bocavirus 1 (HBoV1) capsid entry and intracellular trafficking of polarized human airway epithelium","139572","VIRB","Virology - B Study Section ","","","01","169688","72875","242563",""
