"APPLICATION_ID","ACTIVITY","ADMINISTERING_IC","APPLICATION_TYPE","ARRA_FUNDED","AWARD_NOTICE_DATE","BUDGET_START","BUDGET_END","CFDA_CODE","CORE_PROJECT_NUM","ED_INST_TYPE","FOA_NUMBER","FULL_PROJECT_NUM","FUNDING_ICs","FUNDING_MECHANISM","FY","IC_NAME","NIH_SPENDING_CATS","ORG_CITY","ORG_COUNTRY","ORG_DEPT","ORG_DISTRICT","ORG_DUNS","ORG_FIPS","ORG_IPF_CODE","ORG_NAME","ORG_STATE","ORG_ZIPCODE","PHR","PI_IDS","PI_NAMEs","PROGRAM_OFFICER_NAME","PROJECT_START","PROJECT_END","PROJECT_TERMS","PROJECT_TITLE","SERIAL_NUMBER","STUDY_SECTION","STUDY_SECTION_NAME","SUBPROJECT_ID","SUFFIX","SUPPORT_YEAR","DIRECT_COST_AMT","INDIRECT_COST_AMT","TOTAL_COST","TOTAL_COST_SUB_PROJECT"
"9546677","P41","EB","5","N","04/23/2018","04/01/2018","03/31/2019","286","P41EB015891","SCHOOLS OF MEDICINE","PAR-13-376","5P41EB015891-24","NIBIB:1370313\","RESEARCH CENTERS","2018","NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING","","STANFORD","UNITED STATES","RADIATION-DIAGNOSTIC/ONCOLOGY","18","009214214","US","8046501","STANFORD UNIVERSITY","CA","943041222","Public Health Relevance: (provided by applicant): Historically, the introduction of new MRI/MRS methods has had a profound impact on public health research. Unfortunately, many researchers do not have access to the latest MR technology due to cost and due to vendors' priorities that often preclude their inclusion. CAMRT's record of accomplishment and the ever-evolving need for timely new technology of the type we propose compel the continuation of CAMRT as a Biomedical Technology Resource Centers.","1957468; ","GLOVER, GARY H;","LIU, GUOYING","01/01/1997","03/31/2020","Achievement; Annual Reports; Area; base; Basic Science; Biomedical Research; Biomedical Technology; Body Image; clinical care; Collaborations; Communities; cost; design; Development; Electrical Engineering; experience; Extramural Activities; Functional Magnetic Resonance Imaging; Future; Image; image reconstruction; imaging modality; Imaging technology; improved; innovation; innovative technologies; Institution; instrument; Internet; Magnetic Resonance; Magnetic Resonance Imaging; Magnetic Resonance Spectroscopy; Manufacturer Name; Marketing; Medical; Medical Research; medical schools; Methods; National Institute of Biomedical Imaging and Bioengineering; neuroimaging; Neurosciences; new technology; Physiologic pulse; Postdoctoral Fellow; public health relevance; public health research; Publications; Publishing; Radiology Specialty; reconstruction; Research; research and development; Research Personnel; Resources; Sampling; Services; spectroscopic imaging; student training; symposium; Technology; Time; Universities; Vendor; Vertebral column; ","Center for Advanced Magnetic Resonance Technology at Stanford","015891","ZEB1","Special Emphasis Panel ","","","24","877313","493000","1370313",""
"9546680","P41","EB","5","N","04/23/2018","04/01/2018","03/31/2019","","P41EB015891","","PAR-13-376","5P41EB015891-24","NIBIB:202534\","RESEARCH CENTERS","2018","NATIONAL INSTITUTE OF BIOMEDICAL IMAGING AND BIOENGINEERING","","STANFORD","UNITED STATES","","18","009214214","US","8046501","STANFORD UNIVERSITY","CA","943041222","","1957468; ","GLOVER, GARY H;","","","","base; Collaborations; Funding; Grant; instrument; instrumentation; Knowledge; Magnetic Resonance; Magnetic Resonance Imaging; member; Minor; operation; Resources; Services; Strategic Planning; Structure; Students; Technology; Training; ","Administrative Core","015891","ZEB1","Special Emphasis Panel ","6685","","24","128186","74348","","202534"
"9557090","R13","AI","1","N","04/25/2018","04/25/2018","03/30/2019","855","R13AI138840","","PA-16-294","1R13AI138840-01","NCI:10000\NIA:20000\NIDA:100000\OD:870000\","OTHER RESEARCH-RELATED","2018","NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES","","WASHINGTON","UNITED STATES","","98","965544179","US","10028538","IAS","DC","200364504","Project Narrative AIDS 2018 will be held from 23-27 July 2018 in Amsterdam, the Netherlands, with an expected attendance of 15,000+ delegates. The conference will be a key milestone on the road to the 2030 goal of ending the AIDS epidemic, providing an opportunity to take stock of the progress achieved, to retool prevention, treatment and care approaches where needed, and to focus efforts on remaining knowledge and funding gaps. HIV cure research will be tightly integrated into the scientific conference program, as will pediatric and adolescent HIV, co-infections (including STIs) and co-morbidities, and life course-related questions, along with issues of cost- effectiveness of HIV interventions and options for their integration with other health and social services.","8861287; 6519242 (contact); ","BEKKER, LINDA-GAIL GAIL; BEYRER, CHRISTOPHER  (contact);","GUTIERREZ, MARTIN","04/25/2018","03/30/2019","Accountability; Achievement; Acquired Immunodeficiency Syndrome; Address; Adolescent; Adolescent and Young Adult; Adult; Affect; Aging; AIDS prevention; AIDS/HIV problem; Area; Attention; base; Basic Science; Cardiovascular Diseases; Caring; Cause of Death; Central Asia; Child; Childhood; civil society; Clinical; Clinical Research; co-infection; Collaborations; Communities; Comorbidity; Complex; cost effectiveness; Country; Development; Drug usage; Eastern Europe; Economics; effective intervention; Elderly; Ensure; Epidemic; epidemiology study; Europe; evidence base; Funding; girls; global health; Goals; Government; Health; health care settings; Health Services; Health Services Accessibility; HIV; HIV Infections; Human Rights; implementation research; implementation science; Infection; Information Systems; innovation; International; International AIDS; Intervention; Investments; Knowledge; Laws; Leadership; Life Cycle Stages; Link; Malignant Neoplasms; men who have sex with men; Methods; migration; multidisciplinary; Nature; Netherlands; pediatric human immunodeficiency virus infection; peer; Personal Satisfaction; Policies; Policy Maker; Politics; Population; Population Heterogeneity; Prevention; Prevention Research; Private Sector; programs; Public Health; Regimen; Research; Research Personnel; Resources; response; Role; Running; scale up; Science Policy; Scientific Advances and Accomplishments; Scientist; service delivery; Services; sex; sobriety; social; Social Work; symposium; synergism; System; Technology; Time; tool; transgender; Translational Research; Vulnerable Populations; Woman; Youth; ","22nd International AIDS Conference (AIDS 2018), Amsterdam, the Netherlands, 23-27 July 2018","138840","ZAI1","Special Emphasis Panel ","","","01","1000000","0","1000000",""
"9594908","R01","AI","1","N","04/25/2018","04/25/2018","03/31/2019","855","R01AI134749","BIOMED ENGR/COL ENGR/ENGR STA","PAR-16-242","1R01AI134749-01A1","NIAID:752278\","Non-SBIR/STTR RPGs","2018","NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES","","MADISON","UNITED STATES","BIOMEDICAL ENGINEERING","02","161202122","US","578503","UNIVERSITY OF WISCONSIN-MADISON","WI","537151218","Project Narrative Chronic inflammation caused by improper immune cell clearance is a significant human health problem contributing to tissue damage and chronic inflammation in autoimmune diseases, cardiovascular disease and cancer. We will apply bioengineering techniques and organotypic models using induced pluripotent stem cells to gain a better understanding of inflammation to guide better treatments strategies and patient outcomes.","1923039 (contact); 1881003; ","BEEBE, DAVID J (contact); HUTTENLOCHER, ANNA ;","LAPHAM, CHERYL K","04/25/2018","03/31/2023","Address; Affect; Anti-inflammatory; Apoptosis; Area; Autoimmune Diseases; Behavior; Biological; Biological Assay; Biomedical Engineering; Cardiovascular Diseases; Cell Communication; cell motility; Cells; Cessation of life; Chemicals; Chronic; Clinical; clinically relevant; Coculture Techniques; Cues; Development; Devices; Diabetes Mellitus; Disease; emergency service/first responder; Endothelial Cells; Engineering; Extracellular Matrix; Gene Expression; Gene Expression Profiling; Geometry; Goals; Health; Host Defense; Human; human disease; Image Analysis; Immune; Immune response; in vitro Model; in vivo; in vivo Model; induced pluripotent stem cell; Infection; Inflammation; Inflammatory; Injury; Innate Immune Response; Innate Immune System; insight; Lead; Leukocytes; macrophage; Malignant Neoplasms; Mediating; Methods; Microfluidics; migration; Modeling; Morphology; mouse model; multidisciplinary; Mutation; Natural Immunity; Nature; neutrophil; Neutrophil Infiltration; non-healing wounds; novel; Paracrine Communication; Pathogenesis; Patient-Focused Outcomes; Phagocytosis; Physiological; Population; population based; Process; recruit; Regulation; Research; Resolution; Resources; response; Role; screening; Signal Pathway; Signal Transduction; Site; small molecule; Source; spatiotemporal; Stimulus; Structure; Structure-Activity Relationship; Systemic disease; Techniques; Technology; Therapeutic; Therapeutic Intervention; three-dimensional modeling; Tissues; tool; trafficking; treatment strategy; tumor microenvironment; Zebrafish; ","Microscale models of inflammation and its resolution","134749","BMBI","Biomaterials and Biointerfaces Study Section ","","A1","01","499999","252279","752278",""
"9598055","P01","CA","3","N","04/27/2018","03/01/2018","02/28/2019","396","P01CA098912","","PAR-13-321","3P01CA098912-14S2","NCI:12477\","Non-SBIR/STTR RPGs","2018","NATIONAL CANCER INSTITUTE","","LOS ANGELES","UNITED STATES","","28","075307785","US","1225501","CEDARS-SINAI MEDICAL CENTER","CA","900481804","PUBLIC HEALTH RELEVANCE: Cancer metastasis is a highly inefficient process. Our team has discovered several new mechanisms that suggest that the fate of a dormant cell population can be tipped toward metastasis. These influences arise from the tumor microenvironment, and include perturbations of inflammatory and stem cell renewal pathways, cell-cell interaction, protein stability and disruption, and metabolism.","1877206; ","CHUNG, LELAND W.K.;","SCHWARTZ, ELENA IVAN","12/01/2002","02/29/2020","Achievement; Address; Affect; Androgen Metabolism; animal data; Animal Model; Antibodies; Automobile Driving; base; beta-2 Microglobulin; biobank; Bioinformatics; Biological Markers; Biological Models; Biology; Biometry; Blood; bone; Bone Marrow; Bone Tissue; cancer cell; cancer genome; Cancer Patient; cancer stem cell; cancer therapy; Castration; castration resistant prostate cancer; Cell Communication; Cell Separation; Cells; ChIP-seq; Cholesterol; Cholesterol Homeostasis; Clinical; clinical translation; clinically relevant; Coculture Techniques; commercialization; Data Set; design; Development; Diagnostic; Digestion; Disease; Epigenetic Process; epigenetic regulation; Epithelial; Epithelial-Stromal Communication; Extracellular Matrix; EZH2 gene; feeding; frontier; Funding; Future; Gene Expression; genome sequencing; Genomics; Goals; Growth; Heparan Sulfate Proteoglycan; high resolution imaging; Hormones; Human; Human Engineering; human tissue; Hydrogels; Indolent; Inflammatory; innovation; insight; Joints; Label; Lead; Leadership; Legal patent; Lipids; Malignant Bone Neoplasm; Malignant neoplasm of prostate; Malignant Neoplasms; Mediating; Mediator of activation protein; Megakaryocytes; Metabolism; Metastatic Neoplasm to the Bone; Methods; Microfluidics; Modeling; Molecular; Molecular Target; Mus; Neoplasm Circulating Cells; Neoplasm Metastasis; neoplastic cell; new therapeutic target; notch protein; novel; Nuclear Matrix-Associated Proteins; Oncoproteins; Pathologic; Pathology; Pathway interactions; Patients; perlecan; Pharmaceutical Preparations; Phenotype; Play; Population; Pre-Clinical Model; Primary Neoplasm; Process; Prognostic Marker; Program Research Project Grants; Progress Reports; Property; Prostate; prostate cancer cell; prostate cancer metastasis; prostate cancer progression; Proteins; public health relevance; Publications; Publishing; Quantum Dots; Reactive Oxygen Species; Recombinants; Recommendation; reconstitution; recruit; Research Personnel; Resistance; Resources; response; Role; scaffold; Scaffolding Protein; Scientist; Signal Pathway; Signal Transduction; soft tissue; Specimen; stem; stem cell division; Sterols; success; synergism; System; Systems Biology; Testing; Therapeutic antibodies; three dimensional cell culture; Tissues; tool; transcriptome sequencing; treatment response; tumor microenvironment; whole genome; ","Prostate Cancer Bone Metastasis Biology and Targeting","098912","ZCA1","Special Emphasis Panel ","","S2","14","98392","","12477",""
"9605914","R01","MH","3","N","04/23/2018","01/11/2018","07/31/2018","242","R01MH111534","","PA-16-287","3R01MH111534-02S3","NIMH:173241\","Non-SBIR/STTR RPGs","2018","NATIONAL INSTITUTE OF MENTAL HEALTH","","LA JOLLA","UNITED STATES","","49","078731668","US","7210001","SALK INSTITUTE FOR BIOLOGICAL STUDIES","CA","920371002","Project Narrative We are proposing to develop a new technology to noninvasively control the activity of specific cell types within the mammalian brain. This technology has the potential to be broadly applicable across multiple species in controlling both neurons and non-neuronal cells. The proposed research is relevant to public health, because this tool can be used in the human to alleviate disease states","10450499; ","CHALASANI, SREEKANTH H.;","FREUND, MICHELLE","01/11/2018","07/31/2018","Affect; Amphibia; Animal Behavior; Animals; Ankyrin Repeat; Area; Basal Ganglia; base; Behavioral; Benchmarking; Bioinformatics; Biomedical Engineering; bone; Brain; Brain region; Caenorhabditis elegans; Calcium; Cell Culture Techniques; cell type; Cells; Codon Nucleotides; Corpus striatum structure; Custom; design; Development; Devices; Disease; Dopamine D2 Receptor; Dose; Drosophila genus; Effectiveness; efficacy testing; Electrodes; Electrophysiology (science); experimental study; Family; Fiber Optics; Fishes; Focused Ultrasound; Frequencies; Genetic; Glues; Head; High Resolution Computed Tomography; high throughput screening; Human; Image; imaging modality; improved; In Vitro; in vivo; innovation; Interneurons; Invertebrates; Kinetics; Light; light weight; Mechanics; mechanotransduction; member; Methods; Microfabrication; MRI Scans; Mus; Neuroglia; Neurons; Neurosciences; new technology; Operative Surgical Procedures; optogenetics; Parvalbumins; Physiologic pulse; Population; Printing; Property; Public Health; receptor; relating to nervous system; Research; response; Rodent; Skin; Stimulus; Surface; System; Technology; Testing; Therapeutic; Thinness; tool; Translating; Ultrasonic Transducer; Ultrasonic wave; Ultrasonography; Variant; Vertebrates; Viral Vector; Work; X-Ray Computed Tomography; ","Developing a noninvasive method to manipulate specific cell types within the mammalian brain","111534","","","","S3","02","90042","83199","173241",""
"9632239","R01","NS","7","N","04/26/2018","02/01/2018","06/30/2018","853","R01NS090083","SCHOOLS OF MEDICINE","PA-16-285","7R01NS090083-04","NINDS:449634\","Non-SBIR/STTR RPGs","2017","NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE","","CLEVELAND","UNITED STATES","NEUROSCIENCES","11","077758407","US","218601","CASE WESTERN RESERVE UNIVERSITY","OH","441061712","PUBLIC HEALTH RELEVANCE: This study will characterize a large cohort of DNMG patients to characterize Agrin Ab+ and LRP4 Ab+ MG, determine whether the Abs are pathogenic and investigate their pathological mechanisms. Results will identify a new cause for MG and provide valuable information regarding the prevalence of Agrin and LRP4 Abs in DNMG patients, the epidemiology of Agrin and LRP4 Ab+ MG and association with clinical features, severity, diagnostic tests and responses to treatments. They will contribute to the development of novel therapeutic strategies against this devastating disease.","8130877; ","MEI, LIN ;","NUCKOLLS, GLEN H","07/15/2015","06/30/2020","","Characterization of Agrin/LRP4 Antibody-Positive Myasthenia Gravis","090083","CNBT","Clinical Neuroimmunology and Brain Tumors Study Section ","","","04","361360","88274","449634",""
"9644442","U19","AI","5","N","04/23/2018","04/01/2018","03/31/2019","","U19AI109946","","RFA-AI-12-048","5U19AI109946-05","NIAID:424434\","Non-SBIR/STTR RPGs","2018","NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES","","NEW YORK","UNITED STATES","","13","078861598","US","3839801","ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI","NY","100296574","Understanding mechanisms of broad neutralization of influenza viruses based on humoral responses against the influenza virus surface glycoproteins is essential for the establishment of new, more accurate correlates of protection and for the development of assays to measure them. It is important to investigate the potency and quantitative contribution of single mechanisms to protection in polyclonal sera as basis for rational vaccine design and information about broadly neutralizing epitopes on the influenza virus neuraminidase will greatly impact on the development of neuraminidase based vaccines. Addressing these points is crucial to set the stage for the development of broader and longer lasting influenza virus vaccines which would also enhance our pandemic preparedness against emerging viruses like H7N9.","1870568; ","PALESE, PETER ;","POST, DIANE","","","Address; Animal Model; Antibodies; Antibody -dependent cell cytotoxicity; assay development; base; Biological Assay; Cavia; Collaborations; Complement Activation; cross reactivity; Development; Epitopes; Escape Mutant; Ferrets; Genetic Engineering; Glycoproteins; Hemagglutinin; Human; human monoclonal antibodies; Humoral Immunities; Immune response; Immune Sera; In Vitro; in vivo; in vivo imaging; Influenza A virus; Influenza A Virus, H7N9 Subtype; Influenza B Virus; Influenza virus vaccine; influenzavirus; Learning; Maps; Measures; Membrane Glycoproteins; Modeling; Monoclonal Antibodies; Mus; Neuraminidase; neutralizing antibody; pandemic preparedness; Pathogenesis; Peptides; polyclonal antibody; Recombinants; response; Site; transmission process; Vaccine Design; Vaccines; Viral; Viral Hemagglutinins; viral transmission; Virus; virus pathogenesis; Work; ","Characterization of Cross-Reactive Immune Responses Against Influenza Virus Surf","109946","ZAI1","Special Emphasis Panel ","5678","","05","250404","174030","","424434"
"9657402","U19","CA","7","N","04/25/2018","04/25/2018","03/31/2019","393","U19CA203654","SCHOOLS OF MEDICINE","PAR-15-023","7U19CA203654-02","NCI:2660550\","Non-SBIR/STTR RPGs","2017","NATIONAL CANCER INSTITUTE","","HOUSTON","UNITED STATES","INTERNAL MEDICINE/MEDICINE","09","051113330","US","481201","BAYLOR COLLEGE OF MEDICINE","TX","770303411","Narrative Overall Lung Cancer (LC) has been the most common cancer since 1985, resulting in over 1.8 million deaths worldwide per year and has low survival due to its usual late-stage diagnosis. The purpose of this program project is to pursue an integrated set of aims focusing on a better understanding of the individual characteristics that lead to lung cancer development along with improved approaches for its early detection. Biomarkers are studied and combined with genetic, epidemiological and environmental factors to develop improved approaches for early detection of lung cancer.","1881790 (contact); 6717605; 8948631; 7043086; ","AMOS, CHRISTOPHER I (contact); BRENNAN, PAUL JOSEPH; HUNG, RAYJEAN J.; LIN, XIHONG ;","CARRICK, DANIELLE M","08/01/2017","03/31/2023","","Integrative analysis of lung cancer etiology and risk","203654","ZCA1","Special Emphasis Panel ","","","02","2344074","316476","2660550",""
"9658153","P01","DK","3","N","04/24/2018","08/01/2017","07/31/2018","847","P01DK091222","SCHOOLS OF MEDICINE","PAR-13-266","3P01DK091222-07S1","NIDDK:23761\","Non-SBIR/STTR RPGs","2018","NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES","","CLEVELAND","UNITED STATES","INTERNAL MEDICINE/MEDICINE","11","077758407","US","218601","CASE WESTERN RESERVE UNIVERSITY","OH","441061712","PROGRAM NARRATIVE Crohn's disease (CD) affects more than 700,000 individuals in the US and incurs significant costs to society. Understanding the precise mechanisms and innate immune defects that cause the disease will allow us to develop better therapies and begin to develop a cure for this devastating disease.","1888149; ","COMINELLI, FABIO ;","HAMILTON, FRANK A","08/01/2011","07/31/2021","adaptive immune response; Affect; Americas; Antigens; base; Biology; Breeding; career; career development; Cell physiology; Cellular biology; Clinical Trials; Collaborations; congenic; Congenic Mice; cost; cost effective; CRISPR/Cas technology; Crohn's disease; cytokine; Data; Defect; design; Development; Disease; Educational workshop; Environment; Environmental Risk Factor; Epithelial Cells; Etiology; experimental study; Fellowship; Foundations; Funding; Gastrointestinal tract structure; Genes; Genetic; Goals; gut microbiome; gut microbiota; Human; Ileitis; Immune; Immune System Diseases; Immunity; Immunologic Factors; Immunology; Individual; Inflammatory; inhibitor/antagonist; Innate Immune Response; Innate Immune System; interdisciplinary approach; Interleukin-1; International; Intestines; K-Series Research Career Programs; Knowledge; Laboratories; large bowel Crohn's disease; Lead; Lymphoid Cell; Mass Spectrum Analysis; meetings; Mentors; Methodology; Microbiology; microbiome; Molecular; Molecular Biology; Monitor; Monoclonal Antibodies; mouse model; Mus; Natural Immunity; Nature; novel; novel therapeutic intervention; Pathogenesis; Pathogenicity; Patients; Pattern; Phase; Play; Positioning Attribute; Production; Program Research Project Grants; programs; receptor; Receptor Signaling; reconstitution; Research; Research Personnel; Ribosomal RNA; RIPK2 gene; Role; Services; Signal Transduction; Societies; Subgroup; Sum; Testing; The science of Mycology; Time; TNF gene; Training; Translating; Transplantation; Ubiquitination; Ulcerative Colitis; United States National Institutes of Health; Veterinary Medicine; Work; ","Innate Immunity and Experimental Crohn's Disease","091222","ZDK1","Special Emphasis Panel ","","S1","07","17161","6600","23761",""
