"APPLICATION_ID","ACTIVITY","ADMINISTERING_IC","APPLICATION_TYPE","ARRA_FUNDED","AWARD_NOTICE_DATE","BUDGET_START","BUDGET_END","CFDA_CODE","CORE_PROJECT_NUM","ED_INST_TYPE","FOA_NUMBER","FULL_PROJECT_NUM","FUNDING_ICs","FUNDING_MECHANISM","FY","IC_NAME","NIH_SPENDING_CATS","ORG_CITY","ORG_COUNTRY","ORG_DEPT","ORG_DISTRICT","ORG_DUNS","ORG_FIPS","ORG_IPF_CODE","ORG_NAME","ORG_STATE","ORG_ZIPCODE","PHR","PI_IDS","PI_NAMEs","PROGRAM_OFFICER_NAME","PROJECT_START","PROJECT_END","PROJECT_TERMS","PROJECT_TITLE","SERIAL_NUMBER","STUDY_SECTION","STUDY_SECTION_NAME","SUBPROJECT_ID","SUFFIX","SUPPORT_YEAR","DIRECT_COST_AMT","INDIRECT_COST_AMT","TOTAL_COST","TOTAL_COST_SUB_PROJECT"
"9498972","R01","AG","1","N","04/09/2018","04/15/2018","01/31/2019","866","R01AG058852","SCHOOLS OF MEDICINE","PA-16-160","1R01AG058852-01","NIA:602575\","Non-SBIR/STTR RPGs","2018","NATIONAL INSTITUTE ON AGING","","NEW YORK","UNITED STATES","NEUROLOGY","13","621889815","US","1833205","COLUMBIA UNIVERSITY HEALTH SCIENCES","NY","100320049","This project is of direct relevance to Alzheimer?s disease, as we are studying proteins that are genetically associated with Alzheimer?s disease. We will be examining the state of these associated proteins in microglia from individuals with Alzheimer?s disease. Our data will potentially provide a mechanistic answer of how the genetically associated proteins functions in the innate immune system and in doing so, increases an individual?s risk of developing Alzheimer?s disease.","8086358; ","BRADSHAW, ELIZABETH M;","OPANASHUK, LISA A","04/15/2018","01/31/2023","age related neurodegeneration; Alzheimer's Disease; Alzheimer's disease risk; Amyloid beta-Protein; Binding; Biological Assay; Brain Diseases; brain tissue; Candidate Disease Gene; Cell Line; Cell physiology; Cell surface; cell type; Cells; Co-Immunoprecipitations; cytokine; Data; Dementia; design; Disease; Disease susceptibility; Event; experimental study; functional outcomes; GAB2 gene; Genes; Genetic study; Genetic Transcription; genome wide association study; Genotype; Human; Human Genetics; Immune; Immune system; Immunoprecipitation; Impaired cognition; In Situ; In Vitro; Individual; inhibitor/antagonist; Innate Immune System; insight; Institutes; Intervention; Late Onset Alzheimer Disease; Ligation; Maps; Mass Spectrum Analysis; Mediating; Microglia; Molecular; monocyte; Myelogenous; Myeloid Cells; Natural Selections; novel; Pathway interactions; pervanadate; Phagocytosis; Phenotype; Phosphorylation; Population; Predisposition; Process; protein function; protein protein interaction; Protein Tyrosine Kinase; Protein Tyrosine Phosphatase; Proteins; PTK2B gene; Recording of previous events; response; Risk; Risk Factors; risk variant; RNA; Role; Signal Pathway; SIRPB1 gene; src Homology Region 2 Domain; Stress; Susceptibility Gene; Technology; TREM2 gene; Tyrosine; Tyrosine Phosphorylation; uptake; Validation; Variant; Western Blotting; Work; ","Convergence of myeloid susceptibility protein function in Alzheimer's disease","058852","CMND","Cellular and Molecular Biology of Neurodegeneration Study Section ","","","01","425766","176809","602575",""
"9508013","R21","NS","1","N","04/02/2018","04/15/2018","03/31/2019","853","R21NS106209","SCHOOLS OF MEDICINE","PA-16-161","1R21NS106209-01","NINDS:234000\","Non-SBIR/STTR RPGs","2018","NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE","","ATLANTA","UNITED STATES","PHYSIOLOGY","05","066469933","US","2384501","EMORY UNIVERSITY","GA","303224250","Project Narrative Renshaw cell inhibitory control of motoneurons has been found altered in many motor spastic syndromes but their exact function has not been fully defined and their role in disease unclear. We propose to develop mouse models to alter Renshaw cell activity by directing expression of chemogenic inhibitory receptors or a synapse silencing toxin specifically in these cells. These models will be useful to more directly test Renshaw cells involvement in normal and abnormal motor output.","1901396; ","ALVAREZ, FRANCISCO J;","CHEN, DAOFEN","04/15/2018","03/31/2020","Accelerometer; Adult; Affect; Age; Amyotrophic Lateral Sclerosis; Animal Model; animal model development; Animals; Ankle; Axon; base; Brain; Buffers; calbindin; Calcium; Cell physiology; Cells; Chronic; conditioning; Consensus; Correlative Study; Data; design; Development; Disease; efficacy testing; electric field; Electrodes; Electrophysiology (science); Essential Tremor; Etiology; Exhibits; Extensor; Failure; Feedback; Felis catus; Flexor; Frequencies; Functional disorder; Future; Genes; Genetic; Goals; H-Reflex; Harmaline; Human; human disease; Implant; In Vitro; in vivo; Individual; Inherited; Interneurons; intersectionality; Knowledge; Locomotion; Longevity; Mediating; Modeling; Molecular; Molecular Biology; Molecular Genetics; Motor; Motor Activity; motor disorder; Motor Neurons; Motor output; mouse model; Movement; Mus; Muscle Contraction; Neuraxis; Neurons; operation; Output; Paresis; Parvalbumins; patch clamp; Pathologic; Patients; Physiological; Physiology; Play; Positioning Attribute; postnatal; Property; Proteins; receptor; recombinase; recruit; Recurrence; Renshaw Cell; Reporter; Reporting; Research Personnel; Role; sensor; Shapes; Signal Transduction; Slice; spasticity; spatiotemporal; Spinal; Spinal Cord; Spinal Cord Diseases; Spinal cord injury; Spinal Muscular Atrophy; stroke; success; Synapses; Syndrome; System; Testing; Tetanus Toxin; theories; Time; Toxin; Transgenes; Tremor; Trimethoprim; Validation; vector; Whole-Cell Recordings; Work; ","A mouse model to study Renshaw cell function","106209","SMI","Sensorimotor Integration Study Section ","","","01","150000","84000","234000",""
"9512540","R01","NS","1","N","04/03/2018","04/15/2018","03/31/2019","853","R01NS106301","SCHOOLS OF MEDICINE","PA-16-188","1R01NS106301-01","NINDS:337708\","Non-SBIR/STTR RPGs","2018","NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE","","STANFORD","UNITED STATES","ANESTHESIOLOGY","18","009214214","US","8046501","STANFORD UNIVERSITY","CA","943041222","This project is expected to broadly impact the massive public health problem of chronic pain, which affects more than 116 million Americans, by elucidating the mechanisms that give rise to detrimental emotional dysfunctions, including ongoing unpleasantness, associated with chronic pain. This research is relevant to NINDS?s NIH missions as it will uncover the precise changes that occur in emotional brain circuits during chronic pain, and foster the development of new approaches for treating the affective component of chronic pain and comorbid disorders such as anxiety and depression.","10596371; ","SCHERRER, GREGORY ;","OSHINSKY, MICHAEL L","04/15/2018","03/31/2023","Acute; Acute Pain; Address; Affect; Affective; American; Amygdaloid structure; Anterior; Anxiety; base; Behavior; Brain; Brain region; Brain Stem; Calcium; Calcium Spikes; Cell Nucleus; cell type; Cells; chronic neuropathic pain; chronic pain; Code; Comorbidity; Data; Dependovirus; Desire for food; Detection; Development; Disease; Electrophysiology (science); Emotional; Enterobacteria phage P1 Cre recombinase; experience; experimental study; Female; Fluorescent in Situ Hybridization; Fostering; Fright; Functional disorder; Future; Image; In Situ Hybridization; Income; innovation; Intralaminar Nuclear Group; Knowledge; Lead; Learning; Light; male; Mental Depression; Mental disorders; Methods; microendoscopy; Mission; Motivation; Mus; National Institute of Neurological Disorders and Stroke; Negative Valence; nerve injury; Neurobiology; Neurons; neurotransmission; Nociception; novel; novel strategies; novel therapeutic intervention; optogenetics; Output; Pain; Pain quality; Pain Research; Pathologic; Pattern; Personal Satisfaction; Play; presynaptic neurons; prevent; Process; Public Health; Rabies; Rabies virus; relating to nervous system; Research; Role; Sensory; Shapes; Signal Transduction; Slice; somatosensory; Spinal Cord; Stimulus; Structure; Sucrose; Synapses; Synaptic Transmission; System; Testing; Thalamic structure; tool; Touch sensation; United States National Institutes of Health; Viral; Water; Withdrawal; ","Amygdala mechanisms of pain aversion","106301","MNPS","Molecular Neuropharmacology and Signaling Study Section ","","","01","209288","128420","337708",""
"9516363","R01","DK","1","N","04/06/2018","04/15/2018","03/31/2019","847","R01DK117358","SCHOOLS OF MEDICINE","PAR-16-304","1R01DK117358-01","NIDDK:403047\","Non-SBIR/STTR RPGs","2018","NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES","","PITTSBURGH","UNITED STATES","PSYCHIATRY","14","004514360","US","2059802","UNIVERSITY OF PITTSBURGH AT PITTSBURGH","PA","152132303","PUBLIC HEALTH RELEVANCE The period between pregnancy and the first year postpartum offers a unique window of opportunity to improve the longer-term health of women, although the ways in which women?s individual behaviors relate to weight during pregnancy and postpartum are unknown. We are conducting a trial among pregnant women with overweight or obesity to determine the relative impact of lifestyle interventions, and we propose to add measures of disinhibited behavior, deficits in attention, impulsive decision-making, and cognitive inflexibility to this trial. The proposed study offers an opportunity to study women?s weight patterns during periods of weight gain and loss and to explain individual variability related to obesity risk.","1913240; ","LEVINE, MICHELE D;","EVANS, MARY","04/15/2018","03/31/2021","Address; Adult; Affect; Attention; Attentional deficit; Behavior; Behavior Therapy; Behavioral; Body mass index; Body Weight Changes; Body Weight decreased; Cognitive; Data; Decision Making; Desire for food; Development; Eating; Eating Behavior; Enrollment; Food; Health; Hyperphagia; improved; Impulsivity; Individual; Infant; Informal Social Control; Intervention; Joints; lifestyle intervention; Link; loss of control over eating; Maternal Health; maternal weight; Measures; Mediating; novel; Obesity; obesity risk; Outcome; Overweight; Palate; Parents; Pattern; Perinatal; perinatal intervention; Phenotype; Postpartum Period; postpartum weight; Pregnancy; Pregnant Women; Prenatal care; public health relevance; Questionnaires; Randomized; Recording of previous events; recruit; Research; response; Role; Satiation; Self Efficacy; Substance Use Disorder; Time; treatment as usual; trial design; Weight; Weight Gain; Weight maintenance regimen; Woman; Women's Health; Work; ","The role of impulsive phenotypes on weight trajectories and response to behavioral interventions during pregnancy and the postpartum period","117358","ZRG1","Special Emphasis Panel ","","","01","273211","129836","403047",""
"9520119","P42","ES","5","N","04/17/2018","04/01/2018","03/31/2019","","P42ES004705","","RFA-ES-15-019","5P42ES004705-30","NIEHS:147391\","RESEARCH CENTERS","2018","NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES","","BERKELEY","UNITED STATES","","13","124726725","US","577502","UNIVERSITY OF CALIFORNIA BERKELEY","CA","947045940","CORE B: PROJECT NARRATIVE The Community Engagement Core - Water Equity Science Shop will facilitate bidirectional collaboration between community-based organizations and UC researchers in order to address community-identified environmental health research needs related to drinking water contamination in socially and economically disadvantaged communities, including private well users who fall outside the purview of existing drinking water monitoring and regulation. Knowledge gained through the Core's activities will inform effective intervention strategies to prevent and reduce exposures to arsenic, nitrate and other contaminants that exceed regulatory standards among communities reliant on domestic wells and small community water systems.","9659033; ","MORELLO-FROSCH, RACHEL ADELE;","","","","Address; Advocacy; Advocate; Affect; agricultural activity; Agriculture; Applied Research; Area; Arsenic; Back; base; bilingualism; Biomedical Engineering; California; Chemical Exposure; Chemicals; Chromium; Collaborations; Communication; Communities; community based participatory research; community center; community organizations; comparative; Comprehension; Consensus; contaminated drinking water; contaminated water; Data; Development; Disadvantaged; drinking water; Economically Deprived Population; Economics; effective intervention; Effectiveness; Effectiveness of Interventions; Engineering; Environment; Environmental Health; environmental justice; Ethics; European; experience; Exposure to; Face; falls; Feedback; field study; Funding; Future; Government Agencies; ground water; Hazardous Substances; Health; Household; improved; Incubated; Individual; Industrialization; Information Dissemination; innovation; Intervention; Intervention Studies; Interview; Joints; Knowledge; Laboratories; Latino; Laws; Legal; Low income; member; Methods; Modeling; Monitor; Needs Assessment; Nitrates; Participant; Pesticides; Pilot Projects; Poisons; Policies; Policy Maker; prevent; Privatization; Process; programs; Protocols documentation; Regulation; Reporting; Research; Research Infrastructure; Research Methodology; Research Personnel; Resources; Risk; Rural; Safety; Science; Science Policy; Services; Shapes; social; socioeconomic disadvantage; Source; Superfund; Surveys; System; Technology; Test Result; Testing; tool; Training; Translational Research; Universities; Water; water quality; water sampling; webinar; Work; ","Core B: Community Engagement Core","004705","ZES1","Special Emphasis Panel ","5065","","30","94172","53219","","147391"
"9520120","P42","ES","5","N","04/17/2018","04/01/2018","03/31/2019","","P42ES004705","","RFA-ES-15-019","5P42ES004705-30","NIEHS:147312\","RESEARCH CENTERS","2018","NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES","","BERKELEY","UNITED STATES","","13","124726725","US","577502","UNIVERSITY OF CALIFORNIA BERKELEY","CA","947045940","CORE C: PROJECT NARRATIVE The Center is committed to translation of its work to those who can take actions to protect public health and the environment, particularly key stakeholders in government agencies and end users in industry and communities. Investigators, core leaders and trainees are trained and encouraged to contribute to research translation, through an overall strategy coordinated by the Research Translation Core. The strategy has multiple levels and includes sharing research on the internet, using social media, collaborating directly with Key Stakeholders from the government agencies that are the main audience for the SRP to ensure bidirectional communication, working with UC Berkeley Office of Intellectual Property and Industry Research Alliances to make new technologies available through licensing and/or new companies and to pursue appropriate patents.","1883460; ","SMITH, MARTYN T;","","","","Address; Arsenic; base; Biomedical Engineering; Businesses; California; Charge; Chemicals; Collaborations; Communication; Communication Tools; Communities; Competence; design; Development; drinking water; Electronic Mail; Engineering; Ensure; Environment; Environment and Public Health; Environmental Engineering technology; Environmental Health; Environmental Protection; experience; Feedback; feeding; Fostering; Future; Goals; Government; Government Agencies; Hand; Health; Health protection; health science research; Human; Image; improved; Individual; Industry; Information Centers; innovation; Intellectual Property; interest; Internet; Investigator-Initiated Research; Joints; Knowledge; Leadership; Legal patent; Licensing; Link; meetings; Methods; multidisciplinary; National Institute of Environmental Health Sciences; new technology; Newsletter; Online Systems; Pathway interactions; Play; Poisons; Process; Production; programs; Public Health; Reporting; Research; Research Personnel; Role; Science; Scientific Advances and Accomplishments; Site; social media; sound; Structure; success; Superfund; superfund chemical; symposium; Technology; Technology Transfer; tool; Toxicity Tests; Training; Translating; Translational Research; Translations; uptake; web site; webinar; Work; working group; ","Core C: Research Translation Core","004705","ZES1","Special Emphasis Panel ","5066","","30","94122","53190","","147312"
"9520123","P42","ES","5","N","04/17/2018","04/01/2018","03/31/2019","","P42ES004705","","RFA-ES-15-019","5P42ES004705-30","NIEHS:233470\","RESEARCH CENTERS","2018","NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES","","BERKELEY","UNITED STATES","","13","124726725","US","577502","UNIVERSITY OF CALIFORNIA BERKELEY","CA","947045940","PROJECT 2: NARRATIVE We propose a comprehensive exposomic approach to characterize the dose-dependent effects of arsenic, benzene, trichloroethene, formaldehyde and polycyclic aromatic hydrocarbons on the endocrine system, specifically on the glucocorticoid and sex steroid pathways, in cellular and animal models, and most importantly in exposed human subjects from well-designed epidemiological studies. Findings will fill gaps in the published data regarding the potential endocrine disrupting and stress inducing effects of these chemicals and could have broad implications for risk assessment and policy.","1883460; ","SMITH, MARTYN T;","","","","Address; Adipocytes; Adrenal Cortex Hormones; Adverse effects; Agonist; Androgen Receptor; androgenic; Androgens; Animal Model; Aromatase; Aromatic Polycyclic Hydrocarbons; Arsenic; base; Benzene; Benzo(a)pyrene; Binding; Biological; biological adaptation to stress; Biological Assay; Biological Markers; Blood Cells; carcinogenesis; carcinogenicity; Cell Line; Cell model; cell type; Cells; Chemicals; Chronic; Data; design; Dexamethasone; Dose; Endocrine; Endocrine disruption; Endocrine system; Environment; environmental chemical; Environmental Risk Factor; environmental stressor; epidemiology study; Epithelial Cells; estrogen disruption; Estrogen Receptors; estrogenic; estrogenic activity; Estrogens; Exposure to; Formaldehyde; Functional disorder; Gene Targeting; Glucocorticoid Receptor; glucocorticoid receptor alpha; Glucocorticoids; Glucose; Goals; Gonadal Steroid Hormones; Health; Hepatocyte; Hormones; Human; human subject; Hydrocortisone; In Vitro; in vitro Assay; in vivo; leydig interstitial cell; Life; Lipids; Liver; Lung; male; Mammalian Cell; Mass Spectrum Analysis; Measures; Metabolic; metabolomics; Modeling; monomethylarsonic acid; Mus; muscle form; neurobehavioral; non-genetic; novel; novel strategies; Obesity; Pathway interactions; Physiological; Plasma; Poisons; Policies; Population; Production; Psychosocial Stress; Publishing; receptor; receptor expression; Receptor Signaling; recruit; reproductive; response; Response Elements; Risk; Risk Assessment; screening; Signal Recognition Particle; Signal Transduction; social; Spleen; Steroid biosynthesis; steroid hormone; Steroids; Stress; Superfund; superfund chemical; tissue biomarkers; Tissues; transcriptome; Trichloroethylene; ","Project 2: Exposomics of Endocrine Disruption","004705","ZES1","Special Emphasis Panel ","5069","","30","166312","67158","","233470"
"9520124","P42","ES","5","N","04/17/2018","04/01/2018","03/31/2019","","P42ES004705","","RFA-ES-15-019","5P42ES004705-30","NIEHS:217929\","RESEARCH CENTERS","2018","NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES","","BERKELEY","UNITED STATES","","13","124726725","US","577502","UNIVERSITY OF CALIFORNIA BERKELEY","CA","947045940","PROJECT 3: NARRATIVE We propose to develop and apply different analytical platforms to map proteome-wide targets of reactive Superfund chemicals to identify novel toxicological mechanisms with a particular focus on understanding how cumulative exposures to reactive environmental chemicals impact fat and steroid metabolism. This will contribute to our knowledge of the impact of mixed chemical exposures and reveal some of the complex mechanisms by which chemicals cause toxicity.","9164782; ","NOMURA, DANIEL KOJI;","","","","Address; Amino Acids; Aromatic Polycyclic Hydrocarbons; Arsenic; base; Behavioral; Benzene; Biochemical; Biological Markers; Chemical Exposure; Chemicals; chemoproteomics; Complex; complex biological systems; Complex Mixtures; Data; Environment; environmental chemical; Exposure to; fat burning; Fatty acid glycerol esters; Fatty Acids; Functional disorder; hazard; Hazardous Chemicals; Health; Hepatic; High Fat Diet; Hormones; Human; Hydrocortisone; in vivo; Individual; innovation; innovative technologies; insight; Knowledge; Leukocytes; Link; lipid metabolism; Lipids; Maps; Measures; Metabolism; metabolomics; Methods; Molecular Target; Mus; novel; Pathologic; Pathway interactions; Physiology; Poisons; Population; Protein Inhibition; protein profiling; Proteins; Proteome; Proteomics; remediation; Risk; Serum; Signal Recognition Particle; Steroid biosynthesis; steroid hormone; steroid metabolism; Steroids; superfund chemical; superfund site; Technology; Testosterone; Tissues; Toxic effect; Toxicology; Trichloroethylene; tumor; Vulnerable Populations; Water; ","Project 3: Mapping Proteome-Wide Reactivity of Superfund Chemicals Using Chemoproteomic Platforms","004705","ZES1","Special Emphasis Panel ","5070","","30","148145","69784","","217929"
"9520125","P42","ES","5","N","04/17/2018","04/01/2018","03/31/2019","","P42ES004705","","RFA-ES-15-019","5P42ES004705-30","NIEHS:310442\","RESEARCH CENTERS","2018","NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES","","BERKELEY","UNITED STATES","","13","124726725","US","577502","UNIVERSITY OF CALIFORNIA BERKELEY","CA","947045940","PROJECT 4: NARRATIVE Because cancers are caused by reactive metabolic products of some Superfund chemicals, we developed a technology, called `adductomics', that measures signatures (`adducts') of these reactive products in blood. By measuring adductomes in blood from subjects with documented exposures to three carcinogenic Superfund chemicals (benzene, arsenic and PAHs), we will find their adduct signatures. Then we will measure the adduct signatures in cancer cases and controls to determine whether these Superfund chemicals contributed to cancer risks.","8864731; ","RAPPAPORT, STEPHEN MORRIS;","","","","Address; adduct; Air Pollution; Archives; Arsenic; Benzene; Benzene Exposure; Biological Assay; Biological Markers; Blood; Blood Proteins; Cancer Etiology; cancer risk; carcinogenicity; case control; Chemicals; Chile; China; Cohort Studies; contaminated drinking water; Cross-Sectional Studies; Diet; Disease; disorder risk; Disulfides; Environment; environmental stressor; Exposure to; Glean; Health; Hematopoietic Neoplasms; Human; human DNA; Ingestion; insight; Investigation; Laboratories; Libraries; Link; Lymphoid; Malignant neoplasm of lung; Malignant Neoplasms; Measurement; Measures; Metabolic; Metabolic Pathway; Metabolism; Myelogenous; National Cancer Institute; Obesity; Occupational Exposure; oxidation; Oxidative Stress; Oxides; Pathway interactions; Pattern; Plasma; Poisons; Population Study; Post-Translational Protein Processing; prospective; Prospective Studies; Proteins; Proteomics; Psychosocial Stress; Reaction; Reactive Oxygen Species; Risk; Risk Factors; Sampling; Serum; Serum Albumin; Source; study population; Sulfhydryl Compounds; Superfund; superfund chemical; Technology; Toxic effect; toxicant; Woman; Women's Health; ","Project 4: Using Adductomic Signatures to Evaluate Risks of Superfund Chemicals","004705","ZES1","Special Emphasis Panel ","5071","","30","198350","112092","","310442"
"9520144","P42","ES","5","N","04/17/2018","04/01/2018","03/31/2019","","P42ES010337","","RFA-ES-15-019","5P42ES010337-17","NIEHS:298012\","RESEARCH CENTERS","2018","NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH SCIENCES","","LA JOLLA","UNITED STATES","","52","804355790","US","577507","UNIVERSITY OF CALIFORNIA, SAN DIEGO","CA","920930934","Project Narrative Triclosan (TCS), an antimicrobial agent that is present in a large number of consumer products, has been recognized as an Emerging Contaminant (EC) due to its rising environmental release, seriously impacting human health and the environment. Animal experiments demonstrated that TCS induces fatty liver and inflammation, leading to fibrogenesis and liver tumor growth. By using state-of-the-art biochemical tools and novel animal models, the molecular and cellular mechanisms that we will define in this proposal may shed light on the effect of TCS on the development of toxicant-associated steatohepatitis (TASH) and liver cancer.","1861157; ","TUKEY, ROBERT H;","","","","Advanced Development; Adverse effects; Animal Experiments; Animal Model; Animals; Antibiotics; antimicrobial drug; Automobile Driving; Autophagocytosis; Bacteria; biochemical tools; Biological; biological systems; Carcinogens; Cells; chemical carcinogen; Chemicals; Chronic; chronic liver disease; Chronology; Clothing; commensal microbes; consumer product; Coupled; cytokine; Defect; Development; Diabetes Mellitus; Diabetic mouse; Disease Progression; Disinfectants; driving force; Environment; Environmental Exposure; Environmental Impact; Environmental Pollution; Epidemic; Epithelial; Etiology; Event; experimental study; Exposure to; Fatty Liver; feeding; fibrogenesis; Food Packaging; FRAP1 gene; Gene Expression; gut microbiota; Health; Healthcare; Hepatic; Hepatocarcinogenesis; Hepatotoxicity; High Fat Diet; Household; Human; Immune; Impairment; Incidence; Infiltration; Inflammation; Inflammatory; Inflammatory Response; Innate Immune Response; Interleukin-17; Intestines; Knock-out; Knockout Mice; Light; Link; Liver; Liver diseases; Liver Fibrosis; liver inflammation; Liver neoplasms; Local Anti-Infective Agents; Malignant neoplasm of liver; Metabolic syndrome; metabolomics; Microbe; microbial; microbial community; microbiota; Modeling; Molecular; Mus; Natural Immunity; nonalcoholic steatohepatitis; novel; Nutritional status; Obesity; Overnutrition; packaging material; pathogen; Pathogenesis; Pathogenicity; Pathologic; Pathway interactions; Patients; Pattern; Permeability; personal care products; Phosphorylation; Play; potential biomarker; Predisposition; Prevalence; prevent; Primary carcinoma of the liver cells; Probiotics; Production; Receptor Signaling; response; Ribosomal RNA; Role; Signal Transduction; STAT3 gene; Steatohepatitis; Stress; Symbiosis; Tight Junctions; Toll-like receptors; Toxic effect; Toxic Environmental Substances; toxicant; Toxicant exposure; transcriptome sequencing; Triclosan; tumor growth; Tumor Promoters; tumorigenesis; War; ","Project 3: Molecular and Microbial Mechanisms Leading to Triclosan Induced Liver Fibrosis","010337","ZES1","Special Emphasis Panel ","5195","","17","214364","83648","","298012"
