APPLICATION_ID,ACTIVITY,ADMINISTERING_IC,APPLICATION_TYPE,ARRA_FUNDED,AWARD_NOTICE_DATE,BUDGET_START,BUDGET_END,CFDA_CODE,CORE_PROJECT_NUM,ED_INST_TYPE,FOA_NUMBER,FULL_PROJECT_NUM,FUNDING_ICs,FUNDING_MECHANISM,FY,IC_NAME,NIH_SPENDING_CATS,ORG_CITY,ORG_COUNTRY,ORG_DEPT,ORG_DISTRICT,ORG_DUNS,ORG_FIPS,ORG_IPF_CODE,ORG_NAME,ORG_STATE,ORG_ZIPCODE,PHR,PI_IDS,PI_NAMEs,PROGRAM_OFFICER_NAME,PROJECT_START,PROJECT_END,PROJECT_TERMS,PROJECT_TITLE,SERIAL_NUMBER,STUDY_SECTION,STUDY_SECTION_NAME,SUBPROJECT_ID,SUFFIX,SUPPORT_YEAR,DIRECT_COST_AMT,INDIRECT_COST_AMT,TOTAL_COST,TOTAL_COST_SUB_PROJECT
9527704,N01,MH,,N,,,,,N01MH000000,,,271201300028C-9-0-1,NIMH:874304\NINDS:0\,Non SBIR/STTR Contracts,2017,NATIONAL INSTITUTE OF MENTAL HEALTH,,,,,,4146619,,,,,,,12627838; ,"MASH, DEBORAH ;",,7/5/2017,8/31/2018,"Advocacy; advocacy organizations; Award; base; Biological; Biopsy; Birth; Blood; Brain; brain tissue; Catchment Area; Cause of Death; Centers for Disease Control and Prevention (U.S.); Cephalic; Cessation of life; Classification Scheme; Clinical; Clinical Data; Code; Collaborations; Collection; Common Data Element; Communities; Comorbidity; Contractor; Contracts; Date of birth; Diagnosis; Diagnostic; Disease; disorder control; Documentation; Educational Background; Ethnic Origin; Evaluation; experience; Family; Fetal Tissues; Fibroblasts; First Degree Relative; Future; Genetic screening method; Geography; Gestational Age; Goals; Grant; Hereditary Disease; Hospitalization; Human; human disease; Image; Institutes; International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10); Judgment; Liver; Magnetic Resonance Imaging; Medical; Mental disorders; National Institute of Child Health and Human Development; National Institute of Mental Health; Neonatal; nervous system disorder; Neuraxis; Neurodevelopmental Disorder; neuropsychiatric disorder; Onset of illness; outreach; Patients; Pharmaceutical Preparations; Phenotype; phenotypic data; Population; prenatal; Process; Radiology Specialty; Recording of previous events; Recruitment Activity; Reporting; repository; Research; Research Personnel; Sampling; Services; Site; Skin; Source; Specialist; Specimen; stroke; Substance abuse problem; Time; Tissue Banks; Tissues; United States National Institutes of Health; Urine; ","NIMH, NICHD, AND NINDS BRAIN AND TISSUE REPOSITORY",,,,,,,,,874304,
9528359,N01,AI,,N,,,,,N01AI000000,,,272201400030C-7-0-2,NIAID:1895089\,Non SBIR/STTR Contracts,2017,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,,PHILADELPHIA,UNITED STATES,,2,42250712,US,6463801,UNIVERSITY OF PENNSYLVANIA,PA,191046205,,14175030; ,"ROOS, DAVID ;",,9/30/2017,9/29/2018,Archives; Basic Science; Bioinformatics; Communicable Diseases; Communities; Computer Analysis; Data; Equipment; Human Resources; pathogen; Protozoa; Research; Resources; Services; tool; Update; user-friendly; ,BIOINFORMATICS RESOURCE CENTERS FOR INFECTIOUS DISEASES,,,,,,,,,1895089,
9529331,N01,HL,,N,,,,,N01HB000000,,,268201200013C-11-0-1,NHLBI:26455\NICHD:15056\,Non SBIR/STTR Contracts,2017,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",,WASHINGTON,UNITED STATES,,98,56282296,US,3499801,HOWARD UNIVERSITY,DC,200590005,,11301131; ,"RANA, SOHAIL ;",,1/10/2012,7/31/2017,"2 year old; Age; Award; Best Pharmaceuticals for Children Act; Brain; Cardiac; Child; Child Care; Childhood; Chronic; Clinical; Clinical Data; cohort; Collaborations; Collection; Contracts; design; Diagnostic radiologic examination; double-blind placebo controlled trial; Enrollment; Evaluation; follow-up; Follow-Up Studies; Growth and Development function; hydroxyurea; improved; Label; Laboratories; Life; Long-Term Effects; Lung; Monitor; National Heart, Lung, and Blood Institute; National Institute of Child Health and Human Development; Natural History; Neuropsychology; Organ; Pharmaceutical Preparations; Phase III Clinical Trials; prevent; Randomized; Recruitment Activity; Risk; Sickle Cell Anemia; standard of care; Structure; Testing; Toxic effect; United States Food and Drug Administration; ",BABY HUG FOLLOW-UP STUDY II ,,,,,,,,,41511,
9536539,N01,AI,,N,,,,,N01AI000000,,,272201400054C-6-0-1,NIAID:1511799\,Non SBIR/STTR Contracts,2017,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,,DURHAM,UNITED STATES,,1,44387793,US,2221101,DUKE UNIVERSITY,NC,277054673,,12441610; ,"STAATS, HERMAN ;",,9/30/2014,9/29/2018,Adjuvant; Animal Model; Cells; Contractor; Contracts; Emerging Communicable Diseases; Formulation; high throughput screening; Human; human disease; In Vitro; in vivo; Influenza; Lead; Libraries; mast cell; National Institute of Allergy and Infectious Disease; novel; pathogen; Pharmaceutical Chemistry; programs; receptor; Research; Signal Pathway; Structure-Activity Relationship; Study models; Testing; Vaccine Adjuvant; vaccine candidate; vaccine discovery; Vaccines; Validation; West Nile virus; Work; ,Adjuvant discovery for vaccines against West Nile Virus and Influenza,,,,,,,,,1511799,
9536614,N01,HL,,N,,,,,N01HB000000,,,268201200018C-11-0-1,NHLBI:38900\,Non SBIR/STTR Contracts,2017,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",,BROOKLYN,UNITED STATES,,9,40796328,US,5992616,SUNY DOWNSTATE MEDICAL CENTER,NY,112032012,,11301125; ,"MILLER, SCOTT ;",,1/10/2012,4/30/2018,"2 year old; Age; Award; Best Pharmaceuticals for Children Act; Brain; Cardiac; Child; Child Care; Childhood; Chronic; Clinical; Clinical Data; clinical research site; cohort; Collaborations; Collection; Contracts; design; Diagnostic radiologic examination; double-blind placebo controlled trial; Enrollment; Evaluation; follow-up; Follow-Up Studies; Growth and Development function; hydroxyurea; improved; Label; Laboratories; Life; Long-Term Effects; Lung; Monitor; National Heart, Lung, and Blood Institute; National Institute of Child Health and Human Development; Natural History; Neuropsychology; Organ; Pharmaceutical Preparations; Phase III Clinical Trials; prevent; Randomized; Recruitment Activity; Risk; Sickle Cell Anemia; standard of care; Structure; Testing; Toxic effect; United States Food and Drug Administration; ",BABY HUG FOLLOW-UP STUDY II: SUNY CLINICAL SITE,,,,,,,,,38900,
9537835,N01,AI,,N,,,,,N01AI000000,,,272201700032I-0-27200001-1,NIAID:3500\,Non SBIR/STTR Contracts,2017,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,,BOSTON,UNITED STATES,,7,39318308,US,8422704,TUFTS UNIVERSITY BOSTON,MA,21111901,,; ,",  ;",,7/14/2017,7/13/2024,Animal Model; animal model development; Communicable Diseases; Contracts; Development; efficacy testing; infectious disease model; Research Infrastructure; Standardization; ,ANIMAL MODELS OF INFECTIOUS DISEASES SUPPORT,,,,,,,,,3500,
9537841,N01,AI,,N,,,,,N01AI000000,,,272201700024I-0-27200002-1,NIAID:3500\,Non SBIR/STTR Contracts,2017,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,,ALBUQUERQUE,UNITED STATES,,1,45911138,US,679302,LOVELACE BIOMEDICAL & ENVIRONMENTAL RES,NM,871085129,,; ,",  ;",,7/14/2017,7/13/2024,Animal Model; animal model development; Communicable Diseases; Contracts; Development; efficacy testing; infectious disease model; Research Infrastructure; Standardization; ,ANIMAL MODELS OF INFECTIOUS DISEASES SUPPORT,,,,,,,,,3500,
9537843,N01,AI,,N,,,,,N01AI000000,,,272201700025I-0-27200001-1,NIAID:3500\,Non SBIR/STTR Contracts,2017,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,,KANSAS CITY,UNITED STATES,,5,7173453,US,5282001,MIDWEST RESEARCH INSTITUTE,MO,641102241,,; ,",  ;",,7/14/2017,7/13/2024,Animal Model; animal model development; Communicable Diseases; Contracts; Development; efficacy testing; infectious disease model; Research Infrastructure; Standardization; ,ANIMAL MODELS OF INFECTIOUS DISEASES SUPPORT,,,,,,,,,3500,
9537875,N01,AI,,N,,,,,N01AI000000,,,272201700021I-0-27200001-1,NIAID:3500\,Non SBIR/STTR Contracts,2017,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,,Tacoma,UNITED STATES,,6,959131194,US,4276901,GENEVA FOUNDATION,WA,984024446,,; ,",  ;",,7/14/2017,7/13/2024,Animal Model; animal model development; Communicable Diseases; Contracts; Development; efficacy testing; infectious disease model; Research Infrastructure; Standardization; ,ANIMAL MODELS OF INFECTIOUS DISEASES SUPPORT,,,,,,,,,3500,
9537889,N01,AI,,N,,,,,N01AI000000,,,272201700018I-0-27200001-1,NIAID:3500\,Non SBIR/STTR Contracts,2017,NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES,,FORT COLLINS,UNITED STATES,,2,785979618,US,1725201,COLORADO STATE UNIVERSITY,CO,805231062,,; ,",  ;",,7/14/2017,7/13/2024,Animal Model; animal model development; Communicable Diseases; Contracts; Development; efficacy testing; infectious disease model; Research Infrastructure; Standardization; ,ANIMAL MODELS OF INFECTIOUS DISEASES SUPPORT ,,,,,,,,,3500,
