"APPLICATION_ID","ABSTRACT_TEXT"
"9449465","DESCRIPTION (provided by applicant): Abnormal structural and functional connectivity (interaction between brain regions) is central to the pathophysiology of psychotic illnesses like schizophrenia and psychotic bipolar disorder. Modern neuroimaging techniques and analytic strategies provide an unprecedented capacity to more fully characterize the functional and structural psychotic disconnectivity. Individuals with psychotic illness and their unaffected relatives have abnormal connectivity, suggesting that at least a portion of psychotic disconnectivity is associated with genetic predisposition for the diseases. Imaging-based connectivity endophenotypes are ideally suited to aid the functional characterization of putative risk genes, allowing us to move beyond a genotype-phenotype association to delineating mechanisms that give rise to psychotic illnesses. Recently, large-scale exome sequencing in individuals of European ancestry provided the strongest evidence to date for specific genetic variants that increase risk for psychosis. These primarily rare mutations were spread across gene networks involved in neuronal processes, including calcium channels and postsynaptic signaling. Our goals are to replicate these promising genetic findings in a different ethnic group, African-Americans, and determine whether and how these gene sets impact psychotic disconnectivity. African-Americans, an underserved population, have ~32% more highly deleterious non-synonymous rare variants in these networks than individuals of European ancestry, improving our power to detect rare variants. Our aims are to: (1) use modern MRI acquisition and analysis techniques based on the Human Connectome Project to document psychotic disconnectivity in 750 African Americans (375 with a psychotic disorder and 375 demographically matched comparison subjects). We will test hypotheses that diagnostic and dimensional indices of psychosis are associated with reduced global functional connectivity but intact global structural connectivity, combined with aberrant connectivity between specific regions or tracts; (2) conduct whole exome sequencing (WES) to test the influence of rare non-synonymous variants from genes in previously identified gene sets on psychosis risk using a network-centered analysis strategy. We will test hypotheses that the voltage-gated calcium ion channel, and the ARC-associated scaffold protein and the NMDAR postsynaptic signaling complexes influence diagnostic and dimensional indices of psychosis; and (3) apply this same network-centric test to determine if gene sets implicated in illness risk also influence functional and structural psychotic disconnectivity. Linking these genetic pathways to psychotic disconnectivity will provide mechanistic insights into the genomic influences on psychotic illness. Our collaborative application includes sites at Yale/Hartford Hospital (DC Glahn PI), Stanford (RA Poldrack PI) and Texas Biomedical Research Institute (J Blangero PI). Our results should bolster our understanding of the genetic architecture of psychotic illness and provide important clues for traversing the chasm between identified genetic networks and the behaviorally defined disorder."
"9432560","Project Summary Abstract This pilot application responds to NIMH Pilot Research on Services for Transition-Age Youth? (R34) by developing and testing an integrated intervention to increase neurocognitive and social cognitive skills to improve functioning and postsecondary outcomes for transition-age students with autism spectrum disorders (ASD). Our innovative community-based High School SUCCESS (Supported, Comprehensive Cognitive Enhancement and Social Skills) intervention will be delivered within educational settings: high schools and transition programs, to develop the executive functioning and social cognition skills referred to as ?soft skills? that are instrumental in life success. This study has the potential to make a significant public health impact by developing an evidence-based intervention for transition-age youth (TAY) with ASD delivered in real-world services to promote a successful adult life. It also has the potential of advancing the field in neurobehavioral science by measuring cognitive skills as initial behavioral change targets, exploring the relationship and impact cognitions have on functional behaviors that contribute to educational and vocational attainment and overall well-being. With over 50,000 students with ASD exiting the educational system each year and up to 50% without employment and 70% without postsecondary education in adulthood there is a strong need for evidence-based interventions for the transition period. The passage of the Workforce Innovation and Opportunity Act (WIOA, 2014), has increased the priority of services to transition-age youth with disabilities and now many states have established interagency collaboratives to enhance transition supports and linkages to postsecondary services leading to a more seamless move from the youth entitlement system to the adult qualification system. By utilizing research-community partnership methods, we have worked in collaboration with the community through our partnership of researchers, providers, educators and consumers, Active Collaborative Hub for Individuals with ASD to Enhance Vocation and Education (ACHIEVE) group, to develop a cognitive training intervention for adults with ASD that adapted evidenced -based interventions for schizophrenia and traumatic brain injury. We propose to adapt this adult program for TAY through 3 specific aims: (1) Conduct a Context Assessment to characterize the High School and Transition Programs across districts to understand the variability in program level (services/curriculums, staffing, training, setting) and student level (demographics, functioning) and identify facilitators and barriers to intervention implementation to inform the intervention development and research plan; (2) With our ACHIEVE partners, develop the High School SUCCESS program to fit the needs of transition-age youth with ASD within the community educational system; (3) Conduct a pilot study (n=12 school sites & n=60 students) to examine the feasibility, acceptability, and implementation procedures (recruitment, randomization, retention & training strategies) of High School SUCCESS and to obtain estimates of effects to support a future large-scale effectiveness trial."
"9390844","CORE-006: BEHAVORIAL MEASUREMENT SHARED RESOURCE (BMSR) PROJECT SUMMARY / ABSTRACT The Behavioral Measurement Shared Resource (BMSR) provides expert assistance and services for integrating behavioral and epidemiological research into the research goals of the OSUCCC. The BMSR maintained a high level of usage over the last grant period and provided, or is currently providing, key support for several increasingly large NCI-funded projects and OSUCCC initiatives. It is directed by Dr. Paul Reiter (CC) and the Senior Faculty Advisor is Dr. Michael Slater (CC). The BMSR offers services in five primary areas: 1) research design; 2) behavioral and survey assessment; 3) participant recruitment, accrual and retention; 4) data collection (both quantitative and qualitative data); and 5) population-based data retrieval. Thus, the BMSR provides a continuum of services for research projects, ranging from planning and development of research proposals and projects through data collection and the interpretation of research data. The Specific Aims are to: 1) provide expertise in research design and behavioral and survey assessment; 2) assist investigators with participant recruitment, accrual and retention to ensure the inclusion of research participants that are broadly representative of the target population(s); and, 3) provide expertise and services for the collection and management of both quantitative and qualitative research data. The BMSR supports increasingly complex studies including population-based cohort studies, universal consenting for all OSUCCC patients into the Total Cancer Care protocol for biobanking, and the statewide colorectal cancer initiative accruing cancer patients and their families across the state of Ohio. Over the last five years, the BMSR supported investigators from all 5 research programs an, contributed to 58 publications and provided services to over 10 NCI funded grants, including 2 NCI P50 Centers. Future plans for the BMSR are to offer support with call management software; ecological momentary assessment (EMA); gain expertise in additional online data collection software programs including mobile applications; and, offering the use of geographic information systems (GIS) software. The BMSR leverages extensive institutional support and seeks only 9.5% support from CCSG funds. The Behavioral Measurement Shared Resource is part of the Quantitative Grouping."
"9390870","CORE-017: CLINICAL PROTOCOL AND DATA MANAGEMENT (CPDM)  PROJECT SUMMARY / ABSTRACT  The Clinical Protocol and Data Management (CPDM) function of the OSUCCC provides comprehensive  resources for the conduct of cancer clinical research with an emphasis on the inclusion of women, minorities,  children and other underserved populations. The CPDM is overseen by Dr. William Carson, the Associate  Director for Clinical Research (ADCR). The cancer center's Clinical Trials Office (CTO), supports the  centralized administration of protocol development, implementation and conduct for all clinically active cancer  research groups. No clinical cancer research may be conducted outside the CTO. Thus, the CTO oversees all  cancer clinical trials and is the centralized organization for the conduct of such research. This team provides  the trial administration, protocol tracking and monitoring, data management, regulatory processing and  financial supervision necessary for the successful conduct of clinical trials in a methodologically-sound,  expedient, and cost-effective manner. The CTO Medical Director is Steven Devine, MD and the CTO Medical  Co-Director is Dr. Bhuvana Ramaswamy, MD. The CTO interim Administrative Director is Nancy Single, PhD.  The OSUCCC Data and Safety Monitoring Plan outlines the structure and responsibilities of the Data and  Safety Monitoring Committee (DSMC) which oversees and reviews the safe conduct of clinical research at this  cancer center. The DSMC is headed by William Blum, MD. The inclusion of women, minorities and children in  cancer clinical research is an important goal of this organization and effort in this area are coordinated by the  Center for Cancer Health Equity under the leadership of Electra Paskett, PhD, OSUCCC Associate Director for  Population Sciences."
"9418644","?    DESCRIPTION (provided by applicant): Despite the existence of a government-led HIV prevention program focused on men who have sex with men and transgender women (MSM/TW) for nearly two decades in Peru, HIV incidence among them remains high at 5%, and most (70-75%) HIV+ MSM/TW are unaware of their HIV status. This is similar to the rest of Latin America, where sexual transmission among MSM/TW drives the HIV epidemic. HIV prevention efforts for MSM/TW in Peru are ineffective, in part, because this population remains exposed to high levels of societal discrimination, homophobia and transphobia, because of social norms favoring silence about HIV and sexual risk, and because of lack of cultural competent health services. Moreover, HIV+ MSM/TW face substantial HIV stigma, which affects disclosure of HIV status, willingness to obtain HIV testing and care, and social support. A multilevel intervention approach is needed that addresses factors at the individual, social/community, and health system levels, to facilitate earlier detection of HIV infection; linking, retaining, and re-engagin HIV+ people in care and treatment to achieve viral suppression; sexual risk reduction among both HIV- and HIV+ people; and community mobilization around these issues to provide support for and change social norms and engagement in HIV prevention and treatment. A multilevel approach stressing prevention-care links in the Continuum of Prevention and Care (CPC), is likely to reduce barriers to HIV prevention and care through integrated activities involving both community and health facilities, while creating synergy across the intervention elements. We have developed and piloted Proyecto Orgullo (PO), a multilevel, theory-based intervention that diffuses support for and creates positive social norms around HIV prevention by building a mobilized, empowered MSM/TW community to reduce unsafe sex and promote biannual HIV testing. PO has shown to be acceptable, feasible and potentially effective. In collaboration with the Peruvian Ministry of Health (MoH) and local healthcare facilities, we now propose to develop, implement and test the efficacy of PO+, an extension of PO that will facilitate full engagement in the CPC, and strengthen the linkage between the community and the health system. If shown effective, PO+ can be scaled up throughout Peru with the support of the MoH, and used as a model elsewhere in the Americas, including the US.  The project aims are: (1) to create Proyecto Orgullo+ (PO+), a comprehensive, integrated, multilevel intervention that will focus on the CPC; (2) to implement PO+ for 3 years in Lima South, in collaboration with the Peruvian MoH, hospitals that provide HIV care, and HIV testing sites; (3) to evaluate the efficacy of PO+ in affecting the CPC by using: (a) data on the CPC, including sexual risk behavior, HIV testing frequency; incidence of anal Chlamydia and gonorrhea, and engagement in care among HIV+ people, collected through longitudinal cohorts of MSM/TW in Lima South and Lima East (the control area), recruited independently of the intervention, oversampling HIV+ MSM/TW; and (b) CD4 and VL data for HIV patients, collected and provided by the MoH."
"9413368","This is an application from the University of Pennsylvania School of Medicine to participate in the Heart Failure Clinical Research Network (HF-CRN) as a regional clinical center (RCC) and as a Clinical Research Skills Development Core. Our Mid-Atlantic RCC includes Johns Hopkins University and the Lancaster Heart Group. As a composite, our sites follow a demographically diverse population of more than 6,000 patients with heart failure (HF), with more than 1,900 new referrals, 18,000 outpatient visits and 2,900 HF hospitalizations annually. The size and diversity of the existing HF patient population and referral base served by our sites will enable our RCC to identify and enroll patients in virtually any type of HF clinical research study. With this application, we propose a novel clinical trial examining the therapeutic efficacy of recombinant glucagon-like peptide (GLP-1) in patients with severe systolic HF. Recognizing that recent studies demonstrate a 30% rate of death or re-hospitalization and the failure of multiple in-hospital interventions, our study couples the logistical advantages of in-hospital enrollment with the need for a post- hospitalization intervention. The therapeutic promise of GLP-1 is based on the hypothesis that the failing heart is challenged bioenergetically and date indicating that myocardial insulin resistance is high among both diabetics and non-diabetics with severe systolic HF. Small published studies demonstrating that GLP-1 improves myocardial performance and outcomes in patients with systolic dysfunction associated with chronic heart failure, acute myocardial infarction and coronary bypass grafting further support the safety and potential efficacy of GLP-1. Each of these trials was led by Dr. Richard Shannon, the Chairman of Medicine at Penn, who will serve as a consultant for this application. In 360 randomized patients, the proposed study will examine the effect of GLP-1 on the primary endpoint of death or recurrent hospitalization and several secondary endpoints including myocardial contractile reserve assessed via dobutamine stress echocardiography, 6-minute walk distance, quality of life. This novel study of GLP-1 in a high risk population is well-suited to the organization and strength of the HF-CRN."
"9559646","DESCRIPTION (provided by applicant):     Our ability to regulate our impulses enables us to plan for the future, to maintain our focus in th face of distractions, and to manage our emotions. Failures of self-regulation are an important component of mild traumatic brain injury (mTBI) and co-occurring disorders, including substance abuse and PTSD. Because of the importance of self-regulation in our daily lives, impairments have profound effects on the lives of Veterans with mTBI, who complain of poor decision making, diminished concentration, and difficult-to-control emotions. Due to barriers to care including the severity of these symptoms, the remoteness of their homes, and concerns about disclosing the extent of their deficits, many of these Veterans are poorly able to participate in counseling and cognitive rehabilitation to address these issues. In such circumstances, effective adjunctive medications to improve self-regulation are important to reinforce the ability of these Veterans to manage their symptoms and to engage in behavioral therapies. Unfortunately, very few medications are effective for cognitive issues in patients with mTBI, and current agents are not effective for many symptoms and for many Veterans.  The purpose of this application is to develop adjunctive medication options for the treatment of impaired self-regulation. To this end, we will use functional MRI to identify relevant brain networks, and a medication, tolcapone, that our preliminary data suggests will improve brain function. Specifically, self-regulatory deficits ae thought to emerge from failures of top- down control - i.e. the ability of higher-order goals to constrain impulses, habits, and other more stimulus-driven responses. Convergent data from multiple fields argue that top-down control in the brain is reflected in the ability of prefrontal cortex to influence activity in other brain regions. Given the clear need for new therapeutic approaches to self-regulatory impairments, this mapping from brain to behavior identifies a potential biomarker for self-regulatory failure, and points toward a strategy for developing treatments. As we detail in our study, both our work and other reports suggest that tolcapone may improve the ability of prefrontal cortex to influence other brain areas by increasing the amount of dopamine in the frontal cortex. Thus, we propose to directly test the hypotheses that self-regulatory deficits in Veterans with mTBI result from diminished top-down control, and that administration of tolcapone will improve self-regulation. We will employ three clinically-relevant tasks within a randomized, double-blind, placebo- controlled translational functional MRI study to address behavioral, cognitive, and emotional self-regulation, respectively: a financial decision-making task that balances short-term and long-term goals, an attentional task that requires subjects to pay attention to some objects but not to others, and an emotion regulation task that addresses emotion-cognition interactions.  By testing tractable hypotheses, these studies address a critical barrier to progress in the fields of cognitive rehabilitation and psychotherapy. By using brain imaging to evaluate the influence of tolcapone on brain activity related to relevant tasks, we gain insights into mechanism of action that can guide the development of treatments, whether pharmacological or otherwise. This proposal thus represents an innovative, pragmatic approach to a problem - self-regulatory difficulty after mTBI - that is widespread, under-treated, and for which Veterans desperately want new therapies."
"9405907","Composite PROJECT SUMMARY The overriding objective of this proposal for the Duke University Medical Center Regional Clinical Center (Duke RCC) for the Heart Failure Clinical Research Network (HF Network) is to improve the care of patients with heart failure through high-impact patient-oriented clinical research. This objective will be achieved through active collaboration with all components of the HF Network, including other RCCs, the Data Coordinating Center (DCC), associated core labs, and the NHLBI. The overall goal of the HF network is to improve outcomes through optimal application of existing therapies, evaluation of novel therapies, and to facilitate application of emerging basic science discoveries into clinical investigations. We believe the Duke RCC is highly capable of contributing to the successful achievement of these objectives based on a demonstrated record of developing original, innovative, high impact clinical research protocols addressing clinically important research questions in heart failure, and propose a novel protocol targeting acute heart failure patients, the CAPTAIN study, in this application. The Duke RCC has proven ability to recruit scientifically appropriate and ethnically and racially diverse populations of patients into HF Network clinical protocols and provide data that is accurate, complete, timely, and regulatory compliant. As detailed in this proposal, the Duke RCC has a dedicated and experienced team of investigators, combining a broad array of clinical, research, and operational skills that collectively will make a major contribution to the overall success of the HF Network. The Duke RCC we will participate in the development of research protocols, statistical methods, and plans for data collection and protocol implementation. We will provide input where appropriate into study design from both a scientific and a feasibility standpoint. We will implement each network-wide protocol approved by the protocol review committee (PRC) and the NHLBI; comply with study policies and quality assurance measures approved by the Steering Committee, and agree to oversight of the study by a Data and Safety Monitoring Board (DSMB). Finally, the Duke RCC will develop a Clinical Research Skills Development Core to train future generations of heart failure researchers. RELEVANCE (See instnjctions): This proposal for the Duke Regional Clinical Center of the NHLBI Heart Failure Clinical Research Network will develop and implement high impact, scientifically rigorous randomized clinical trials designed to improve the health of persons with heart failure. The results of the proposed research will have immediate clinical implications for millions of patients with heart failure."
"9592035","Project Summary CDC recommendations identify MSM in non-monogamous relationships and those in relationships with an HIV positive partner as candidates for PrEP. Estimates suggest as many as 79% of new HIV infections among young MSM (YMSM; ages 18-29) are transmitted between main partners. Drug use is an established correlate of HIV transmission risk. For partnered men, relational factors (e.g., sexual agreements) contextualize drug use and both drug use and sexual agreements predict receptivity to PrEP. Together, these findings point to the need for integrated intervention services ? targeting drug use and sexual health ?tailored for partnered YMSM. Such services are essential to addressing the HIV epidemic in the US. In response, our team has developed a 4-session MI-based intervention targeting PrEP uptake/adherence, HIV TRB, and drug use among partnered YMSM. PARTNER (Prevention And Risk: Treatment with a New Emphasis on Relationships) is delivered to individual YMSM in relationships (not couples), which enhances the scalability of the proposed intervention. Our preliminary pilot work has established the acceptability and feasibility of PARTNER. The primary goal of the current study is to test the efficacy of PARTNER relative to an attention-matched educational control condition used in previously funded NIH studies with HIV-negative YMSM. We propose to recruit 240 HIV-negative partnered YMSM who report recent drug use and sexual behavior consistent with CDC guidance for PrEP candidacy into a randomized control trial. As part of a secondary aim, this project seeks to enhance the range of biological measures for PrEP adherence currently available. The field standard for assessing tenofovir metabolites is dried blood spot assay; however, fingernail assay has high acceptability and lower cost. We propose to validate fingernail samples for PrEP adherence by correlating results obtained from fingernail samples with dried blood spot data. The study team is led by Dr. Tyrel J. Starks (PI), a new investigator with substantial experience in the study of relationship factors associated with sexual health and MSM in relationships. He has collaborated on numerous projects examining the nature of sexual agreements and their association with substance use and HIV transmission risk behavior. He is supported by a study team which includes Dr. Jeffrey Parsons, the PI of multiple intervention studies targeting sexual health and substance use. He is also joined by Dr. Monica Gandhi, an expert in biological assessment for PrEP adherence who has pioneered the use of novel matrices in previous NIH- funded studies. The team brings extensive experience in behavioral intervention research, relationship research, and biomedical assessment."
"9405591","?    DESCRIPTION (provided by applicant): Acute Lung Injury (ALI) is a major cause of mortality and morbidity. Pharmacospecific therapies are not available. Since ALI develops rapidly, fast-acting pharmacospecific therapy is required. We propose that loading lung endothelium with a purified, phosphorylated form of focal adhesion kinase (FAKp), given in non-covalent conjugation with the cell permeable peptide, TAT, will protect against ALI by inducing barrier enhancing protein-protein interactions. Since reported strategies for inhibiting FAK are based on non-specific small molecules that induce non-specific effects, our TAT-FAKp strategy will provide specific understanding of FAK's barrier-strengthening effect. Proposal. To test the hypothesis that activated FAK strengthens the endothelial barrier, a purified, activated form of FAK conjugated with the cell-permeable peptide, TAT, will be loaded in lung endothelia. It is expected that this conjugated constructed, called here TAT-FAKp will induce protein-protein interactions between FAK, paxillin, vinculin and ?-actinin-1 to form a protein complex, called here the FPVA complex, that enhances F- actin at adherens junctions, leading to cadherin clustering and barrier enhancement. This hypothesis will be tested in the context of barrier quantifications in cultured monolayers and animal models of ALI, using strategies for by interfering with FPVA forming protein-protein interactions. These strategies will be (1) inducing point mutations on FAK tyrosine residues, and (2) expressing mutations on the binding domains of the partner proteins of the FPVA complex. Approach. Specific Aims 1 and 2 will evaluate the barrier protective protein-protein interactions induced by TAT-FAKp in endothelial monolayers and mouse lungs. These aims will be achieved through expression of mutants in cultured human lung microvascular, pulmonary artery endothelial cells, and in mouse lungs. In the presence of these mutations, protein-protein interactions and cadherin stability will be determined as reflected by studies of fluorescence recovery after photo bleaching and by assays of endothelial permeability as reflected by the filtration coefficient (Kf), lung water in mice, point permeability assays and the transendothelial resistance (TER), transmigration of leukocytes, in cultured ECs. We will determine protective effects through blinded mouse survival studies. Expected Outcome. Based on supportive preliminary data, we expect to show that loading endothelia with TAT-FAKp will abrogate thrombin or oxidant-induced hyperpermeability in lung endothelial monolayers, and ALI-induced lung hyperpermeability in mice. We expect that mouse survival following ALI will be considerably more extended in TAT-FAKp-treated than in untreated mice. For the first time, the positive therapeutic effects TAT-FAKp will be understood in terms of critical protein-protein interactions induced by activated FAK."
