"APPLICATION_ID","ABSTRACT_TEXT"
"9446753","PROJECT SUMMARY/ABSTRACT: Sarcoidosis is a granulomatous disease of unknown etiology that affects the lungs in 90% of patients resulting in significant morbidity and mortality. The disease has variable outcomes including persistent and/or progressive and remitting disease, and there are no reliable or validated clinical tools available to predict these outcomes. The goal of this study is it investigate changes in bronchoalveolar lavage (BAL) CD4+ T cell phenotype and specific T cell lineage gene expression prospectively to understand the role of Th17.1 and Treg cells with disease course. We will expand upon our novel findings that the most prevalent T effector cell in sarcoidosis lung lavage are Th17.1 cells, capable of significant interferon? (IFN?) production (and may be a source of additional mediators yet undefined). We also found that the abundance of Th17.1 cells were inversely proportional to Treg cells, so that the highest frequencies of Th17.1 and the lowest frequencies of Treg cells were found in patients with advanced disease. Our hypothesis is that the dynamic relationship of multiple T cell effector lineages (Th1, Th17, Th17.1, Treg cells) affects the variable pathobiology and outcomes in sarcoidosis. We hypothesize that sarcoidosis subjects with remitting disease have a decrease in BAL Th17.1 cells and increase in Treg cells over time. This is accompanied by dynamic changes in the transcriptional signatures of the T cell lineages, which regulate their activity and plasticity. Using a longitudinal bronchoscopy study design that has not been undertaken in sarcoidosis, we will prospectively enroll recently diagnosed sarcoidosis subjects and sample BAL cells at two time-points to address our aims. Aim 1 will examine T cell lineage diversity changes during sarcoidosis pathogenesis longitudinally in subjects with progressive vs. remitting disease. In paired lung and blood samples, we will use multi-parameter flow cytometry analysis to compare the frequencies of Th1, Th17, Th17.1, and Treg cells with clinical course (PFTs, chest x-ray, organ involvement). In Aim 2, we will analyze alterations of T cell lineage activity during sarcoidosis pathogenesis via genome wide transcriptional profiles of isolated Treg, Th17, Th17.1 and Th1 cells using low-input RNA- sequencing. Flow sorted lung T cell populations will be used for low-input RNA-seq to compare longitudinal changes to transcriptional signatures between T lineages cells with clinical course. Next, paired total lung and blood RNA-seq analysis will be compared to identify overlapping signatures, which correlate with disease outcomes. In aim 3, we will construct computational tools from T cell lineage diversity and gene expression data to define and/or predict sarcoidosis endotypes using bioinformatic deconvolution and biostatistical methods. The coupling of clinical, genomic and bioinformatic analysis will identify cellular and transcriptional patterns that can be used to define novel sarcoidosis endotypes. These endotypes may impact future therapeutic trials targeting specific cells in the immune response to achieve disease remission."
"9516363","ABSTRACT  The perinatal period, defined as the period from pregnancy through the first postpartum year, is a critical time for weight management intervention and provides a unique opportunity to understand factors associated with weight and eating behaviors. In response to PAR-16-304, we propose to leverage our ongoing efforts to evaluate sequences of weight management across the perinatal period by evaluating the contribution of behavioral phenotypes to perinatal obesity. Specifically, we propose to examine the link between impulsive phenotypes and perinatal weight. Impulsive phenotypes are associated with higher body mass index, greater weight gain over time, and poor response to weight management interventions. The effects of impulsive phenotypes on weight changes also are bidirectional. However, the role of impulsive phenotypes on weight trajectories over the perinatal period, and how these phenotypes may affect response to perinatal weight interventions, is unknown. Our work, and that of others, has documented strong links between weight and impulsive phenotypes characterized by: (1) disinhibited behavior, (2) attentional deficits, (3) impulsive decision- making, and (4) cognitive inflexibility, though it remains unclear whether and how these impulsive phenotypes predict weight trajectories and eating behavior over the perinatal period or response to perinatal intervention. Accordingly, we plan to assess these impulsive phenotypes among women with overweight or obesity enrolled in a perinatal weight trial. Women with overweight or obesity before pregnancy are currently being recruited and followed in a sequential multiple assignment trial designed to evaluate sequences of perinatal weight management interventions associated with improved maternal weight and health one year postpartum (R01HL132578). Women are enrolled at the beginning of prenatal care and randomly assigned to intervention that addresses the unique challenges of weight during pregnancy or a comparison condition involving treatment as usual. At delivery, women again are randomized to postpartum weight intervention or treatment as usual. We propose to add behavioral tasks and questionnaire assessments of impulsive phenotypes and eating behaviors to capitalize on the data collected in this parent trial. The specific aims are to (1) examine impulsive phenotypes as predictors of perinatal weight trajectories across the postpartum year, and (2) evaluate relationships among impulsive phenotypes, perinatal interventions and weight loss outcomes and eating behaviors. We also will explore the joint trajectories of weight and impulsive phenotypes from pregnancy through 12-months postpartum. Assessing impulsive phenotypes within a study of perinatal weight intervention will enhance the understanding of behavioral and cognitive factors associated with weight trajectories across the postpartum year. These data will support efforts to personalize weight management interventions and contribute to the development of novel behavioral perinatal interventions to improve longer-term health."
"9465529","?    DESCRIPTION (provided by applicant): Impaired arm function is a major cause of chronic disability among stroke survivors. A number of treatment approaches have been developed to facilitate the recovery of arm function, targeting stroke induced motor impairments such as paresis, spasticity and losses of independent joint control that result in involuntary elbow, wrist and finger flexion while lifting the arm (i.e., the flexion synergy). However, our understanding of how muscle adapts to these impairments over time is not clear at this juncture nor how changes in muscle properties impact the functional use of the paretic arm. Therefore, we propose to determine the extent of structural changes in the skeletal muscles of the paretic arm due to the persistence of a prominent flexion synergy, paresis, and the associated disuse of the paretic upper limb. Subsequently, we propose to demonstrate the effects of these secondary musculoskeletal changes on the ability to generate functional arm movements by using novel simulations of combined arm and hand motion. We postulate that the flexion synergy, paresis, and the chronic disuse of the paretic upper limb that results from the stroke, induce substantial changes in both passive and active muscle properties, thus limiting the ability to generate functional arm movements, even if normal neural drive from the brain would be restored. In Aim 1, we propose to investigate the relationship between the abnormal flexion synergy and increases in passive stiffness that result in more flexed arm postures in individuals with stroke. In Aim 2 we propose to characterize changes in muscle architectural parameters (i.e., fascicle and sarcomere length, and muscle volume) following stroke and determine the effect of any structural deviations from age-matched able-bodied individuals on maximum isometric force generation ability, as indicated by calculating muscle physiological cross-sectional area, a standard anatomical measure of an individual muscle's ability to generate force. Finally, as part of Aim 3 we propose to employ state-of-the-art forward dynamics simulation techniques using an upper limb model that integrates the arm and hand to determine the extent to which altered muscle properties (Aims 1 & 2) and abnormal muscle co-activation patterns (Aim 1) account for the severe limitations in functional use of the upper limb experienced by individuals with chronic hemiparetic stroke. The rationale that underlies the proposed research is that determining the exact role of altered muscle properties on functional use of the paretic upper limb following chronic hemiparetic stroke will allow for the design of more effective rehabilitation interventions This will change the way clinicians approach the rehabilitation of the paretic upper limb by highlighting the relative importance of the various musculoskeletal changes which combined with the proposed measurement tools provide the means to design and test therapies to reduce or prevent detrimental changes in muscle following stroke."
"9539327","Project Summary The overarching goal of the Academic Industrial Partnership grant is to develop a population risk-stratification tool that will allow efficacious and cost-effective lung cancer screening. Lung cancer represents an ideal malignancy for screening because of its prevalence, identifiable risk groups (current/former smokers) and ability to surgically cure the disease if diagnosed early. However, there are no robust screening techniques with options such as low-dose CT (LDCT) scans fraught with cost and harm from large numbers of false positives. In order to make lung cancer screening viable, it is imperative to develop a test to pre-screen for LDCT by identifying the subset of patients who are likely to harbor lung cancers and would benefit from LDCT. The test must be sensitive to early disease (e.g. Stage I), low-cost, and able to be carried out in a primary care setting. The goal of this project is to develop such a test. One attractive approach is to exploit field carcinogenesis, the concept that the same genetic/environmental milieu that results in a lesion in one area of the lung will impact upon the entire aero digestive mucosa. The buccal (cheek) mucosa is a ?molecular mirror? of lung carcinogenesis, although current techniques are inadequate to translate this phenomenon into a minimally intrusive screening test. The preliminary data show that the alteration of nanoscale architecture in buccal cells is exquisitely sensitive to field carcinogenesis and hence may serve as a robust biomarker for lung cancer. These nano-architectural changes can be detected in a practical and highly accurate fashion via a novel biophotonics technology, partial wave spectroscopic (PWS) microscopy (?nanocytology?). In this study, PWS technology will be refined and a prediction rule developed based on the PWS-detectable nanoscale alterations that is optimized for early stage, curable lung cancer. The goal of the proposed project is to finalize the remaining technology development aspects to translate nanocytology into a practical, accurate, and low- cost test, bring it to the point where it is viable for population screening, and conduct a pre-definitive clinical validation. The team envision that upon completion of this project, nanocytology will be ready for a definitive clinical trial leading to a launch in clinical practice. This novel paradigm could transform the clinical practice of lung cancer screening and thereby mitigate the large toll of this malignancy in Americans."
"9459997","DESCRIPTION (provided by applicant): We propose to study the neurobiological mechanisms of affective resilience to anxiety and stress, and to identify strategies for enhancing resilience specifically in highly vulnerable individuals. Our general hypothesis is that epigenetic mechanisms are critical predisposing factors that shape responsiveness to negative valence and impact vulnerability to chronic anxiety disorders. More specifically, we focus on the Fibroblast Growth Factor 2 (FGF2) which serves as a master molecular organizer that is critical during development and continues to be active in shaping affective responsiveness throughout life. This proposal tests the hypothesis that FGF2 is an endogenous resilience molecule that is not only a target of epigenetic mechanisms but is itself a modifier of these mechanisms that, in turn, fine-tune affective responsiveness.    The proposed series of studies relies on two lines of rats that we have genetically selected based on their propensity to explore a mildly stressful novel environment. Our breeding strategy over 40 generations has resulted in contrasting behavioral phenotypes that capture a stable bias towards negative valence responsiveness versus positive valence responsiveness. In particular, bred Low-Responder rats (bLRs) exhibit greater basal anxiety and depression behaviors, greater fear conditioning, greater responsiveness to chronic and social defeat stress, lower levels of hippocampal FGF2 and a distinct epigenetic profile when compared to bred High Responders (bHRs) that are significantly more resilient. Thus bLRs are a model of vulnerability to negative affective disorders and a target for resilience enhancement.  Aim 1 uses direct administration of FGF2 to promote resilience during early life and in adolescence. It also investigates environmental complexity (EC) as a strategy for promoting resilience during adolescence. It studies the impact of these interventions on two molecular master organizer genes in hippocampus- FGF2 itself, which reduces anxiety and the glucocorticoid receptor GR, which enhances anxiety behavior.  Aim 2 characterizes the basal epigenetic profiles associated with the bHR/bLR phenotypes and the impact of resilience induction on these profiles both at the global level and in association with FGF2 and GR promoters. These studies will be extended to anatomical analyses using a range of tools including Clarity.  Aim 3 addresses at a mechanistic level the functional bidirectional relationship between FGF2 and epigenetic mechanisms and their impact on resilience--- be it basal resilience (in bHRs) or induced (in bLRs). It uses virally-mediated, targeted RNA intervention strategies to knockdown either FGF2 or histone modifying enzymes in the hippocampus and determine whether they play an essential role in the induction of resilience.  Together, these studies will provide a highly targeted approach to understanding and harnessing epigenetics as key factors in affect regulation."
"9470845","?    DESCRIPTION (provided by applicant): Alzheimer's disease (AD) develops for an unknown and variable amount of time before its symptoms fully manifest. But, when the symptoms become clinically observable, a significant neurodegeneration has already taken place. Thus, there is a largely unmet need for technologies that can aid the effective early diagnosis and prognosis of AD in an in vivo and more objective manner. The goal of this renewal project is to develop a set of advanced machine-learning techniques for precise in vivo quantification of pathological changes of brains with multimodality neuroimaging for both early diagnosis and prognosis of AD. AD is a highly heterogeneous neurodegenerative disorder with complex pathophysiology, thus very challenging to pinpoint its subtle pathologies without any aid from advanced computational technologies. To this end, we propose the following four specific aims to identify those subtle disease-induced alterations, derive robust diagnostic conclusions, and predict future disease trajectories. Specifically, in Aim 1, we will develop a multi-view feature representation technique to robustly extract complementary information from neuroimaging data with multiple representative atlases, and then identify a small subset of most discriminative features for AD diagnosis. This novel multi-atlas technique will deviate from the conventional single-atlas approaches in feature representation, which are often susceptible to inter-subject structural variability, registration error, and atlas selection bias. In Aim 2, we will further devlop two novel multi-view feature mapping techniques for collaborative fusion of multimodality information by explicitly considering the distribution heterogeneity of different categories of features extracted from different modalities. This will significantly avoid the unnecessary complexity of feature distributions after our collaborative fusion, thus increasing the efficacy of subsequent diagnostic classifiers. Specifically, a deep learning technique (with deep multi-layered architecture) will be adopted to hierarchically mine multimodality information that resides nonlinearly both within each modality and between different modalities. In Aim 3, we will develop a novel multi-task sparse learning technique for joint prediction of diagnostic status and clinical scores (e.g., ADAS-Cog and MMSE) by considering the inherent correlations between features and between training samples. This will also allow us to exploit the latent structure underlying the data for robust estimation of these highly variable clinical scores. Finally, in Aim 4, we will jointly predict clinical scores of each given subject in multiple future time points, by developing coupled random forests that can take advantage of all training subjects with complete or even incomplete multimodality data and further enforce temporal consistency of those estimated clinical scores.  All the above-proposed techniques will be evaluated by a large image set of elderly subjects in ADNI. We expect that the successful completion of this renewal project will result in a comprehensive and effective diagnosis/prognosis framework for improving early detection of AD. The respective software tools will be released freely to the research community, as we have done with our HAMMER software, which has been downloaded by >5200 users from >20 countries."
"9631564","Contact PD/PI: Laurencin, Cato , T. Regenerative Engineering of Complex Musculoskeletal Tissues and Joints -- 1 DP1 AR068147-01  Over the past 20 years, the P.I. has performed substantial work in the development of engineered systems for the regeneration of musculoskeletal tissues. Systems inspired by his work in the area of bone and soft tissue have now been implanted in man. Now I will use the collective expertise and insight I have obtained to test a bold, new hypothesis that complex tissues and joints can be created and similarly find their way to clinical use in man. For this I will use principles of Regenerative Engineering, concepts recently published in Science, Translational Medicine that refer to the use of new advances in materials science, stem cell science and the understanding of cues from developmental biology in heuristic approaches toward complex tissue regeneration. I will explore integrating the individual component tissues developed via the regenerative engineering approach using expertise in developing matrix and cell-matrix constructs for engineering tissues. As the next step we will develop what I term integrated graft systems (IGS) such as osteochondral, osteoligamentous, muscle/tendon and vascularized tissues. Subsequent steps will examine the integration of peripheral nerve into the tissue systems and to develop additional component tissues. Cues are important. I will use experience in drug delivery and investigate the use of biological effector molecules such as the bone morphogenetic proteins as cues for differentiation. We have recently described a group of molecules we term inducerons?small molecule inducers of differentiation that may be particularly suited for musculoskeletal regeneration. Working with our collaborator, we will utilize cues from developmental biology, particularly limb regeneration as an important part of our work. Finally, we have gained substantial expertise in electrical/biomechanical cues for tissue regeneration. I believe we can utilize these cues for the generation of new functional joint tissues as well as integrated graft systems. The ultimate goal of the work is to use new insights in biomaterials including nanomaterials, stem cell technologies, and developmental biology, along with particular strength areas of the P.I., such as bioreactor based enhanced fluid and nutrient transport, to bring the possibility of whole limb regeneration to reality. While the P.I. has substantial experience in the area, the integration of tissues to the level this complex has never been performed, and represents quite a new direction for him. There is substantial risk in the research, as issues of adequate nutrient and oxygen transport to developing tissues, successful interfacial integration of constructs, and meeting functional requirements will need to be tackled. If successful however, this Pioneer Award Research project will usher in the new era of regenerative engineering, providing revolutionary clinical solutions to millions. Project Summary/Abstract Page 6"
"9460372","DESCRIPTION (provided by applicant): Muscle sarcomeres contain a number of giant polypeptides (0.7-4 MDa). Much is currently known about the function of the largest of these polypeptides, vertebrate titin. Much less is known about the newest vertebrate member of this family, obscurin. The pathogenesis of one form of muscular dystrophy may involve obscurin. Obscurin is the homolog of UNC-89 in C. elegans. Essential features of UNC-89 as a signaling / scaffolding protein crucial for A-band/M-line assembly were discovered before obscurin was reported. To understand how UNC-89 is localized, and how it functions, we are taking a systematic approach for identifying and studying the function of its binding partners. We discovered that the Ig1-3 segment of UNC-89 interacts with CPNA-1, a copine domain protein. Although CPNA-1 is not required for initial assembly of UNC-89 at the M-line, it is required for it retention. CPNA-1 is located at both M-lines and dense bodies, whereas UNC-89 is located only at M-lines. Therefore, we hypothesize that there are proteins which direct assembly of UNC-89 solely to the M-line. UNC-89 Ig9-11 interacts with CUL-1 (cullin 1), and UNC-89 Ig2-3 interacts with MEL-26, a substrate recognition protein for CUL-3 (cullin 3). Cullins are scaffolds for assembly of the ubiquitination machinery. One function of the CUL-3/MEL-26 complex is to promote degradation of MEI-1 (katanin). Independently, the coI of this proposal, Stephan Lange, found that in mouse heart, degradation of sAnk1.5 is promoted by a cullin 3 substrate recognition protein, KCTD6, and this is dependent upon obscurin. We hypothesize that UNC-89 (obscurin) negatively regulates the activity of cullin complexes in muscle. We further hypothesize that UNC-89 interacts with other cullins or cullin 3 adaptor proteins, and there are substrates in addition to MEI-1. In humans, muscle atrophy is associated with immobilization, chronic diseases and advanced age. Since in muscle atrophy, degradation of sarcomeric proteins is upregulated, our studies have medical relevance. Also, our collaborator and coI of this grant, Ken Norman, has found that a key function of obscurin for organization of the SR, is conserved for UNC-89. In addition, UNC-89 was found to have a physiological role in EC coupling, and this involves the conserved RacGEF, VAV-1. We hypothesize that UNC-89 and VAV-1 interact, and that VAV-1 localization and function is dependent on UNC-89. Finally, we hypothesize that the binding partners and functional mechanisms discovered for UNC-89 in C. elegans are biologically relevant for mammalian striated muscle. Specific aims are: (1) determine mechanisms which direct assembly of UNC-89 solely to the M-line; (2) determine if other cullins interact with UNC-89, if there are additional substrates for MEL-26, and determine the biochemical effects of the UNC-89 to MEL-26 interaction; (3) define the biochemistry and functional consequence of interaction between UNC-89 and myosin; (4) investigate the molecular mechanism underlying UNC-89's role in calcium regulation; and (5) determine if functional interactions and molecular mechanisms identified for nematode UNC-89 are conserved for mammalian obscurin."
"9432021","Project Summary Cardiopulmonary failure due to acute respiratory failure or shock is the most common syndrome necessitating intensive care unit services. Patients with cardiopulmonary failure often develop burdensome neurocognitive sequelae that threaten both short and long-term outcomes. In the short-term, these patients frequently develop delirium, a severe alteration in attention and cognition that is associated with increased mortality as well as longer durations of mechanical ventilation and ICU stay. After recovering, 1 in 4 survivors suffer long-term cognitive impairment (LTCI) similar to dementia. Despite the impact delirium and LTCI have on these patients, there are currently no proven pharmacologic therapies aimed at preventing these neurocognitive sequelae. Sepsis accounts for over 1 million hospitalizations per year and is the most common cause of cardiopulmonary failure, making it an ideal population to investigate the underlying mechanisms of delirium and LTCI. Our group and others have shown that delirium and LTCI are characterized by injury to the hippocampus and frontal cortex. Animal models show a similar pattern of neuronal injury, and implicate alterations in glutamate homeostasis and kynurenine metabolism as key downstream pathways of neuronal injury that can be therapeutically targeted. However, a lack of data on these pathways in humans and an inability to identify which patients would most likely benefit from early therapy are key knowledge gaps limiting the translation of these findings to clinical trials. To address these knowledge gaps, this proposal will investigate the role of glutamate and kynurenine dysregulation in an ongoing cohort of septic patients with cardiopulmonary failure who are followed prospectively for delirium and subsequent cognitive impairment. In addition to the proposed research, the candidate will engage in a rigorous training program designed to support his transition into an independent scientist. The specific objectives of this proposal are to: 1) determine the association of glutamate and kynurenine dysregulation with delirium and cognitive impairment in septic patients with cardiopulmonary failure, 2) identify risk factors for cognitive impairment and develop a predictive tool that could be used to guide enrollment in future clinical trials, 3) train the candidate in cognitive neuroscience, mechanisms of neuronal injury and repair, cohort study design and conduct, molecular laboratory techniques and advanced statistics, and 4) provide the candidate with individualized mentoring to support his transition to independence. The candidate's attainment of specific research and training benchmarks will be regularly reviewed by his mentors and advisory committee. Through completion of this proposal, the candidate will enhance our understanding of the underlying mechanisms of delirium and LTCI in these patients, and position himself to successfully compete for R01 funding of future projects aimed at testing neuroprotective therapies."
"9456520","?    DESCRIPTION (provided by applicant): Mechanisms Underlying Heterotopic Ossification Heterotopic ossification (HO) is bona fide bone formation outside of the normal skeletal system. The precise mechanisms underlying HO are unknown, although numerous signaling pathways and cellular components, local and systemic, have been implicated. Our previous work demonstrated that dysregulation of the neuroinflammatory factor, substance P (SP), along with mast cells and macrophages, leads to elevated bone morphogenetic protein (BMP) signaling that triggers the pathological process. Glast and Tie2 expressing mesenchymal stem/progenitor cells (MSCs) respond to the inductive signals and form ectopic bone through endochondral ossification. Our central hypothesis is that unlike normal skeletogenesis, the process of HO is an injury/inflammation induced, abnormal local morphogenic phenomenon. Specifically, multiple disease specific contributing factors, including both cellular and extracellular molecular elements, co-ordinate with each other to form a unique hierarchical microenvironment, similar to endogenous stem cells niches, to induce and propagate HO. In the niche, MSCs recruited from local tissues are the cells of origin of HO, and specific local supportive cellular (e.g. local neres, mast cells) and molecular (e.g. SP) components are crucial to regulate the stereotyped self-renewal, proliferation, chondrogenic and osteogenic differentiation of these MSCs. Thus development of therapeutic approaches must consider the role of the local innervation and mast cells as well as local sources of cells of origin of HO. This requires an interdisciplinary approac to study the niche as a minimum functional unit, the goal of this proposal. Understanding the characteristics of the cells of origin of HO will be necessary for precise therapeutic targeting to prevent or limit the disorder. The first part of the proposed studies will examine the niche dwelling cells that directly participate in HO. The second part will study the niche supportive cells and key molecular components that initiate and propagate HO. A major focus will be to examine the therapeutic effectiveness in preventing or limiting HO by inhibiting factors, such as SP, that play a central role in the HO niche. Thus the overall goal is to develop a therapy for thi debilitating disorder for which there currently is no effective treatment."
