"APPLICATION_ID","ABSTRACT_TEXT"
"9436441","Project Summary Small cell lung cancer (SCLC) leads to over 30,000 deaths each year in the United States (US) alone with a two-year survival rate of ~6%. Unlike the other major subtypes of lung cancer, there are currently no targeted therapies approved for SCLC. SCLC is initially highly responsive to chemotherapy, but rapidly develops resistance leading to mortality in an average of 10 months. Clearly, a major unmet need for the treatment of SCLC is the identification of new therapeutic targets and treatment strategies to combat this deadly disease. SCLC uniformly lacks activity of the RB1 and TP53 tumor suppressors. One of the most frequent oncogenic events in SCLC is mutually exclusive amplification of a MYC family member, including MYC, MYCL or MYCN. Kinases are not frequently altered in SCLC and until recently, there have been few genetically-engineered mouse models (GEMMs) of the disease. Previous GEMMs exhibit long latencies, variable histologies and reportedly fail to mimic the initial chemo-sensitivity found in human SCLC. To address these challenges, we developed a novel GEMM of SCLC driven by loss of Rb1, Trp53 and overexpression of c-Myc?three of the most common genetic alterations in human SCLC. Mice develop SCLC within five weeks that highly resembles the human disease at the level of histopathology, biomarker expression and chemo-sensitivity followed by relapse. Our in vitro studies identified exquisite sensitivity of mouse and human SCLC cell lines to mitotic checkpoint inhibitors, some of which are in clinical trials but on their own lead to modest effects in a fraction of patients. The objective of this study is to use this novel GEMM to test the efficacy of mitotic checkpoint inhibitors specifically in c-MYC-driven SCLC in vivo, both as monotherapies and in combination with the standard-of-care chemotherapy. Second, we will perform a novel anchor screen with mitotic checkpoint inhibitors to identify small molecules that synergize with mitotic checkpoint inhibition in c-MYC-driven SCLC. We hypothesize that mitotic checkpoint inhibitors will significantly improve chemotherapy response in vivo, and that inhibitors of DNA damage repair, apoptosis or other processes will cooperate to produce greater efficacy. To test these hypotheses, we will: 1) Determine whether AURKA, AURKB or PLK1 inhibitors block tumor growth and prolong survival of mice with c-MYC-driven SCLC, and 2) Identify small molecules that synergize with Aurora kinase inhibition in c-MYC-driven SCLC using an alisertib-based anchor screen. This approach is innovative because we will use a novel immune-competent GEMM of SCLC that recapitulates key features of the human disease. Anchor screens with mitotic checkpoint inhibitors have not been performed in SCLC. This research is significant because lung cancer is the leading cause of cancer death in the US and there are currently no targeted therapies approved for SCLC. A better understanding of the therapeutic vulnerabilities of c-MYC-driven SCLC will impact the treatment and survival of patients with this intractable disease."
"9471622","ABSTRACT Support is requested for a Keystone Symposia conference entitled Translational Systems Immunology organized by Drs. Sally John, Soumya Raychaudhuri, Michael Vincent and Mark M. Davis. The conference will be held January 28 - February 1, 2018 in Snowbird, Utah. Advances in large-scale data acquisition, immune phenotyping and computational biology are transforming immunology research and allowing unprecedented insights into the networks, pathways and systems that influence human health and disease. This meeting will cover the exciting technology advances that are enhancing our ability to elucidate human immune function and networks as well as practical applications in drug and biomarker discovery and patient stratification. The meeting begins with a look at progress in human genetics and the use of sequencing to assign functional mutations to rare human immune phenotypes. The impact of common variants on immune function requires larger sample sizes, and speakers will cover how genome-wide high-throughput genomics in combination with detailed phenotyping and physiologically relevant perturbations are providing foundational data sets that allow an unbiased view of immune function in cells and tissues. Also discussed will be emerging computational and analytical methods that enable integration and interpretation of high-content molecular data. The meeting will then move on to look at the application of these technological advances, expanding investigation to study the immune response in tissues and organs to enable a deeper understanding of interaction between immune and non-immune cells and their respective roles in disease states. Critical to clinical progress is the translation of systems immunology research into novel therapies and diagnostic or prognostic tests. Sessions themed around infectious disease and vaccine development advances in immune-oncology and patient stratification in complex disease and treatment response aim to provide depth from foundational science to clinical translation. Finally, a key goal is fostering collaboration across disciplines and the development of novel ideas. The meeting will be relevant for immunologists, computational biologists and clinicians with an interest in molecular characterization of the immune system."
"9387458","DESCRIPTION (provided by applicant): Hypercapnia (high pCO2) is observed in patients with lung diseases such as chronic obstructive pulmonary disease (COPD), cystic fibrosis, broncho-pulmonary dysplasia and advanced neuromuscular diseases. Also, a ventilation strategy that includes permissive hypercapnia is commonly used in mechanically ventilated patients with the acute respiratory distress syndrome (ARDS). Data from our group and others have challenged the existing paradigm suggesting that hypercapnia is beneficial for patients with ARDS. Instead, we have reported that elevated levels of CO2 have direct, deleterious effects on alveolar epithelial function and host immunity. Our published reports and data from preliminary studies in preparation for this proposal support our hypothesis that high levels of CO2 decrease alveolar epithelial cell migration and proliferation in the injured lung, thus, impairing lung injuy repair. Furthermore, we hypothesize that hypercapnia promotes the ubiquitin-proteasome mediated degradation of diaphragmatic myofibers and impairs the function of muscle satellite cells required for its regeneration. As such, in this application we propose to determine the mechanisms by which hypercapnia leads to impaired recovery from lung injury and the effect of high CO2 on diaphragm muscle degradation and impaired regeneration. We will test these hypotheses in three interrelated aims: in experiments pertaining to specific aim # 1, we will determine whether hypercapnia-mediated inhibition of GEFs-Rac1 leads to impaired cell migration; in experiments pertaining to specific aim #2, we will determine whether high CO2 via the miR-183/96/182 cluster impairs alveolar epithelial cell migration in vitro and lung injury repar in vivo; and in studies pertaining to specific aim # 3, we will determine whether hypercapnia leads to diaphragm dysfunction causing muscle degradation via the ubiquitin/proteasomal pathway and impaired muscle regeneration. We have conducted preliminary experiments for each of the specific aims which support the feasibility of this grant proposal. The proposed experiments will generate novel information on the mechanisms by which exposure to hypercapnia impairs alveolar epithelial and diaphragm function, which is of clinical significance for patients with ARDS who require mechanical ventilation and patients with chronic lung diseases and hypercapnia."
"9392146","?    DESCRIPTION (provided by applicant): Endometrial cancer (EMC) is a malignant disease with high mortality in women. About 50,000 women in USA are annually diagnosed with EMC and ~8200 women die of this disease yearly. Thus, it is urgent to study the key molecular drivers and suppressors of EMC initiation, growth and metastasis for identifying new diagnostic/prognostic markers and therapeutic targets. NCOA6, a coactivator that works with multiple classes of transcription factors (TFs) to potentiate gene expression, appears to be frequently mutated and down- regulated in EMCs. Conditional knockout (KO) of Ncoa6 in the mouse endometrial epithelial (EC) and stromal cells causes estrogen super sensitivity, uterine epithelial hyperplasia and spontaneous EMC development. KO of Ncoa6 only in the endometrial ECs also triggered EMC development. Ncoa6 KO decreases the expression of DUSP6 and PTPRF, two phosphatases that inhibit the MAPK and PI3K/AKT pathways. NCOA6 KO also increases the expression of PRKCD, a PKC kinase that activates the Raf-ERK pathway and simulates cell migration and chemotaxis. We hypothesize that NCOA6 is a novel tumor suppressor of EMC, and it functions through controlling estrogen, MAPK and PI3K/AKT stimulated EC proliferation and carcinogenesis. In Aim 1, we will define the specific role of NCOA6 in suppressing estrogen-promoted EMC development. Transgenic mice with and without endometrial Ncoa6 KO will be produced to examine how the loss of Ncoa6 function will trigger and promote spontaneous EMC development in the endometrium with and without Pten expression under different estrogen conditions. Transgenic mice with a Ncoa6 mutation that prevents Ncoa6 interact with ER? will also be generated to test whether Ncoa6 relies on the interaction with ER? to suppress estrogen- promoted EMC development. In Aim 2, we will dissect the basic cellular and molecular mechanisms responsible for NCOA6-mediated repression of EMC. Specifically, we will use both bioinformatic and experimental approaches to identify TFs working with NCOA6 to regulate DUSP6, PRPTF and PRKCD genes. We will also use EMC cell lines and xenograft tumor growth mouse models to define the functional impacts of NCOA6-regulated expression of these 3 genes on the activities of MAPKs and AKT and on the capabilities of EMC cell proliferation, migration, invasion and tumor growth. In Aim 3, we will define the NCOA6 expression profile and its prognostic value in clinical subtypes of human endometrial tumors. We will semi-quantitatively measure NCOA6 protein expression levels in these specimens and determine the correlation/association relationships between NCOA6 expression levels and tumor grades, tumor stages, disease recurrence time or survival rates. These studies should generate significant impacts by establishing NCOA6 as an EMC suppressor and exploring its working mechanisms. These studies may also suggest NCOA6 as a diagnostic and a prognostic marker for EMC progression and offer a pre-clinical concept of principle to restore the function of NCOA6 or its regulatory pathways as a therapeutic strategy."
"9390490","?    DESCRIPTION (provided by applicant): The atrioventricular canal is an important structure in the embryonic heart, involved in valve formation and in coordinating electrical impulse delay to ensure sequential activation and contraction of the atria and ventricles. Here we seek to understand how canonical Wnt signaling regulates the electrical programming of the atrioventricular (AV) junction through its regulation of ion channel gene expression and cardiac conduction. This area of study is significant because congenital and acquired arrhythmias, important causes of morbidity and mortality, may result from altered programs of gene expression that influence ion channel gene expression and cardiac conduction. Loss of canonical Wnt signaling within embryonic myocardium results in congenital heart defects involving the AV junction, including tricuspid valve atresia. Here we will investigate the mechanism for how Wnt signaling regulates morphologic development of the AV junction, as well as the electrical patterning of this tissue, with the following aims: 1. Delineate the mechanisms by which myocardial Wnt signaling regulates atrioventricular canal morphogenesis. Using genetic mouse models to perform gain- and loss-of-function of canonical Wnt signaling, we will assess the role of Wnt in regulating the proliferation, migration and differentiation of epicardial and endocardial cells within the AV junction. We will elucidate whether Wnt signaling is required for postnatal maintenance of the AV junction, and whether Wnt activation is sufficient to induce ectopic AV junctions in the postnatal heart. 2: Identify direct targets of canonical Wnt signaling that promote an atrioventricular junction phenotype. Based on our preliminary data, Wnt globally regulates the phenotype of the AV junction. We will perform chromatin immunoprecipitation (ChIP) for ?-catenin, the key transcriptional effector of Wnt signaling, as well as enhancer mutagenesis assays, to determine how Wnt regulates the expression of the transcription factor Tbx3. We will perform RNA-sequencing and ChIP followed by massively parallel DNA sequencing (ChIP-seq) to identify novel putative downstream Wnt target genes and their regulatory elements. 3: Elucidate the mechanisms for Wnt-mediated regulation of cardiac conduction. Our preliminary data demonstrate that perturbation of Wnt signaling during development alters AV conduction and expression of sodium channels and gap junctions. Using ChIP-qPCR in gain- and loss-of-function mouse mutants, we will determine how sodium channel expression is regulated by Wnt signaling We will determine whether altered ventricular conduction velocity in Wnt mutant mice is associated with changes in Nav1.5 and/or gap junction protein expression and phosphorylation. Using optical mapping techniques, we will elucidate whether Wnt signaling dynamically regulates cardiac conduction in the adult heart."
"9402008","Project Summary/Abstract  We have smartly formulated a large collection of novel TnCs to enhance or reduce cardiac muscle contractility in vivo. Using gene therapy approaches, we will test whether these engineered proteins can be used as novel therapies against a wide spectrum of acquired and inherited cardiac diseases. Specifically, we have developed a novel approach to enhance cardiac muscle contractility without compromising relaxation or making the heart an arrhythmic substrate. We have also engineered a novel approach to reduce hypercontractility of a diseased heart and enhance its relaxation. Furthermore, these studies will establish the potential of using engineered TnCs as a therapeutic tool to help patients suffering from several different cardiovascular diseases.  We recently demonstrated that our smartly formulated L48Q TnC therapeutically increases in vivo cardiac contractility, function and performance after an MI. Our new exciting preliminary data demonstrates that cardiac contractility, function and performance can also be enhanced by L48Q TnC following a transverse aortic constriction (TAC; pressure overload on the left heart), without compromising relaxation/diastolic function. The purpose of this proposal is multifold and will: 1) demonstrate the broader therapeutic impact and clinical relevance of our smartly formulated TnCs on cardiovascular diseases with vastly different etiologies; 2) determine whether increasing contractility preserves cardiac function and performance of the right heart in pulmonary hypertension and the left heart in TAC; and 3) determine whether our smartly formulated TnCs can be used to combat inherited restrictive, hypertrophic and dilated cardiomyopathies. Aim 1. Determine if our smartly formulated TnCs can improve heart function in right and left sided he art failure .  Pressure overload of the right and left heart are common and devastating diseases that compromise cardiac function and performance. Our battery of examinations will thoroughly test if cardiac muscle contractility can be tuned from the myocyte to in vivo by our novel engineered TnCs to combat left and right heart pressure overload. Aim 2. Determine if smartly formulated TnCs can improve heart function in inherited  cardiomyopathies that  model the  human diseases.  Inherited cardiomyopathies also compromise the contractility of the heart. We will test if smartly formulated TnCs can be used to combat these diverse cardiac diseases and improve the in vivo function and performance of the heart. The completion of this proposal will establish the potential of our novel translational strategies to help combat a broad range of cardiovascular diseases."
"9388381","PROJECT SUMMARY Our laboratories have a long-standing interest in immune tolerance in transplantation, with a particular focus on regulatory T cells (Tregs). While Tregs expressing Foxp3 are required for normal immune homeostasis increasing data suggests that this lineage of cells may be unstable (e.g., as a result for example of inadequate IL-2, TCR and CD28 stimulation, or due to exposure to inflammatory cytokines), meaning that Tregs can revert/convert to effector T cells and thus contribute to loss of tolerance to self or to allografts. One of the key pathways controlling lymphocyte lineage specification and responsiveness is the PI3K pathway, which can be activated via CD28 and the IL-2R. While PI3K is essential for conventional T cell responses, over activation of the PI3K pathway dramatically inhibits Treg development. The primary regulator of PI3K activity in T cells is the lipid phosphatase PTEN (phosphatase and tensin homolog on chromosome 10). To investigate how PI3K controls Tregs, we created mice with PTEN deleted specifically in Tregs by breeding mice with a PTENfl/fl allele with Foxp3-YFP-Cre knock-in animals to generate PTEN-DTreg mice. Surprisingly, although these mice have elevated numbers of Tregs, a high proportion of those cells are CD25- and CD62Llo, and the animals are susceptible to induced autoimmunity and ultimately develop a severe polyclonal lymphoproliferative disorder. Interestingly, preliminary studies suggest that PTEN-deficient Tregs may have profound metabolic alterations, including over-reliance on glycolysis (vs. oxidative metabolism) for energy. Moreover, inhibition of glycolysis restores CD25 levels to normal. This has led us to formulate the hypothesis that PI3K activity induced via inflammation may disrupt Treg homeostasis due to reduced cytokine receptor expression, altered metabolism and apparent loss of regulatory capacity. Our goals are to determine how PI3K in Tregs controls Treg homeostasis and whether drug targeting of the PI3K pathway can stabilize Tregs. To do so, we have three aims. In Aim #1, we will use fate mapping mice to examine how PTEN loss alters Treg stability and function under homeostatic conditions, and in a well characterized model of autoimmunity. In Aim #2, we will determine the mechanism by which PI3K controls CD25 expression, examine how loss of PTEN alters Treg metabolism, define what role these changes play in Treg homeostasis and stability, and identify drugs which modulate metabolism that can be used to stabilize Tregs in vitro. In Aim #3, we will apply these findings, and pharmacologic manipulation to transplantation models, including a humanized mouse model, to develop means to optimize Treg stability and function. Together, these studies will yield new insights into Treg signaling pathways and provide potential therapeutics strategies to enhance immune tolerance."
"9406155","Pathological hypertrophy is a common predecessor to heart failure (HF). The heart also grows in response to exercise but this growth, termed physiological hypertrophy, does not generally lead to adverse consequences and can even protect the heart against pathological stress. There is a fundamental gap in our understanding of why cardiac hypertrophy can have such divergent outcomes. Our over-arching hypothesis is that there are distinct forms of hypertrophy, which may appear superficially similar but have dramatically different likelihoods of progressing to HF. Our long-term goal is to understand the pathways responsible for these differences and learn whether they can be exploited therapeutically. The objective of the current application is to understand the role of the microRNA (miRNA), miR-222, in pathological hypertrophy and HF. Prior work from the applicant's laboratory identified 16 cardiac miRNAs that were concordantly regulated in two distinct exercise models. Of these, miR-222, which is also increased in serum of HF patients after exercise, was necessary for exercise-induced physiological cardiac growth. While miR-222 was not sufficient to induce cardiac hypertrophy at baseline, it was sufficient to protect against adverse remodeling after ischemic injury. The role of miR-222 in pathological hypertrophy and HF remains unexplored. Based on preliminary data presented in this application, we hypothesize that miR-222 ? despite being involved in physiological hypertrophy ? paradoxically protects against pathological hypertrophy and the progression to HF. Moreover, we hypothesize that miR-222 acts as a nodal modulator of physiological versus pathological genetic programs at least in part through effects on two transcription factors: HMBOX1 and NFATc3. These central hypotheses will be tested in three integrated Specific Aims. In Aim 1, we will use specific and effective gain- and loss-of-function models to directly assess the role of miR-222 in pathological hypertrophy and HF. In Aim 2, a combination of expression profiling and bioinformatic analyses will be used to identify downstream targets of miR-222 and delineate the mechanisms responsible for its effects in pathological hypertrophy and HF. In Aim 3, a novel technology termed CombiGEM (Combinatorial Genetics En Masse), recently developed by our collaborator, Dr. Tim Lu of the MIT Synthetic Biology group, will be used to investigate the additive or synergistic effects of miRNAs altered in exercised hearts. In vivo studies will be supported by in vitro investigation of primary cardiomyocytes to elucidate the underlying mechanisms. Our approach combines innovative hypotheses, technologies, and unique animal models with the complementary expertise of an outstanding team of collaborating investigators. The proposed research is significant, because it is expected to advance our understanding of cardiac hypertrophy and HF as well as pathways with the potential to mitigate these clinically important conditions."
"9385739","DESCRIPTION (provided by the applicant):  The University of the Witwatersrand's Wits HIV Research Group (WHRG) CTU is a well-established, multidisciplinary group of researchers active in HIV and TB prevention and treatment research. The group has a12 year track-record of NIAID funded Network research resulting in over 300 publications. The application is led by two experienced investigators, Dr. lan Sanne (MD), and Dr. Helen Rees (MD), who have complementary skills in HIV treatment and prevention. The leadership of the WHRG CTU has made significant scientific contributions to the research agenda of the NIAID-funded networks, and major contributions to HIV prevention and treatment public health policy and program implementation in South Africa and internationally. In this continuation application, WHRG presents a strong CTU that builds on the effective management, quality assurance and research infrastructure already in place, and expands the scope of the research at three clinical research sites (CRS) in Johannesburg:  Wits Helen Joseph Hospital CRS (Wits HJH CRS), proposes to work with the Network on Therapeutics for HIV and HIV-associated Infections in Adults and the Network for Integrated Prevention Strategies;  Wits Reproductive Health and HIV Institute CRS (WRHI CRS), proposes to work with the Network on Microbicides to Prevent HIV Infection, the Network on Integrated Strategies to Prevent HIV Infection, and the Network on HIV/AIDS and HIV-associated Infections in Pediatric and Maternal Populations.  Sizwe Hospital CRS, an in-patient facility for MDRTB proposed to work with the Network on Therapeutics for HIV/AIDS and HIV associated infections in Adults to study therapeutics for MDRTB. Laboratory support provided by CLS and BARC, both active laboratories in the NIAID-funded Networks. This application describes Grants Management, Pharmacy, Data Management, Site Management, Quality Assurance and scientific expertise. The WHRG is an outstanding performer within the DAIDS CTU establishment. Wits HJH CRS is the highest performing site of the ACTG Network. WRHI has a strong track record in the NIAID Networks and has conducted numerous HIV prevention and treatment studies in adults and children. The proposed Sizwe CRS has completed FDA IND studies in novel drugs for MDR-TB. The WHRG has significant access to diverse HIV infected and uninfected pediatric and adult populations, making it ideally suited to respond to the existing and emerging priorities of the new networks. This application has significant institutional support from both Wits University and the Department of Health.            RELEVANCE:  Africa is at the epicenter of the HIV and Tuberculosis (TB) epidemics. In a country of 51.7 million people, adult HIV prevalence is 18%, with nearly 6 million people living with HIV, the largest number in any country worldwide. The TB epidemic also continues unabated, with an estimated 948 new cases of TB annually per 100,000 population. At the epicentre of the HIV epidemic, prevention and treatment research will lead to a change in the impact of HIV and TB on mortality and morbidity in South Africa."
"9388352","DESCRIPTION (provided by applicant): This application is requested to further the career development of an academic pediatric ophthalmologist with a scientific interest in elucidating the response to intraocular surgery and discovery of novel therapies to prevent or treat postoperative complications in children and improve visual outcomes. The short-term goal is to develop the candidate's career as a clinician-scientist by expanding her understanding of ocular immunology and pathology and improve her research design, techniques and analysis skills. This will be achieved with mentorship, practical training, coursework, and involvement in a network of investigators.  The environment at the University of Illinois is an ideal institution fo the candidate to transition to independence because of the available facilities, faculty, staff, an financial support. The priority of the Medical School and Department of Ophthalmology and Visual Sciences at the University of Illinois are to nurture early career clinician-scientists into independent investigators. They have demonstrated this commitment in the form of material, financial, technical, and administrative support for the candidate to achieve the goals of this proposal.  There is a significant clinical need for the prevention and treatment of postoperative complications from exaggerated inflammation and fibrosis in children because of the risk of irreversible decreased vision from amblyopia. The objective of this proposal is to establish age-related changes in aqueous humor inflammatory mediators and determine the effect of pharmacologic intervention on inflammation and fibrosis after intraocular surgery. This will be accomplished with three specific aims: Specific Aim 1. Establish differences in aqueous humor inflammatory mediators before and after intraocular surgery in children and adults.  Intraocular fluid samples from subjects who are surgically na?ve and with a history of surgery will be analyzed with a Multiplex Bead-Based Immunoassay to simultaneously determine the levels of multiple inflammatory mediators. This will determine which proteins may be involved in the age-related response differences to intraocular surgery. Specific Aim 2. Determine changes in inflammation and fibrosis before and after intraocular surgery with aging in a rabbit model.  Lensectomy of juvenile, adolescent, and adult rabbits without postoperative treatment will be used as a model of age-related differences in response to intraocular surgery.  Analysis of aqueous humor inflammatory protein levels and comprehensive evaluation of clarity of the visual axis, inflammation and fibrosis, intraocular pressure, and corneal thickness will be used to systematically evaluate the response to lensectomy as rabbit's age. This will determine how aging affects inflammation and fibrosis in a rabbit model of lensectomy. Specific Aim 3. Determine the effect of intraocular pharmacologic intervention on inflammation and fibrosis in a juvenile rabbit model of lensectomy.  Inflammatory mediator levels will be analyzed, along with standardized postoperative evaluation of clarity of the visual axis, inflammation and fibrosis, intraocular pressure, and corneal thickness. This will identify the most effective pharmacologic intervention for the prevention and treatment of postoperative inflammation and fibrosis following juvenile rabbit lensectomy.  The findings from this proposal will serve as the scientific and technical foundation for future studies characterizing the response to intraocular surgery. These studies will identify novel age-related responses in eyes that may cause adverse outcomes after intraocular surgery in children. A clear understanding of the processes that result in complications from surgery will aid in the discovery of effective therapies. With effectie preventative and therapeutic interventions, we can have a lifelong impact by improving visual outcomes in children. The training, mentoring, and career development plan in this proposal will transition the candidate to an independent investigator making long-lasting contributions to the visual science community and vision care."
