"APPLICATION_ID","ABSTRACT_TEXT"
"9145862","IMPLEMENTATION CORE PROJECT SUMMARY  Precision medicine is expected to promote equitable health outcomes among racial and ethnic minorities  through the delivery of individualized care that is based on biological, behavioral, and social factors that  contribute to disease risks and enhance health outcomes.1 With the development of new methods for  precision medicine, there comes a responsibility to disseminate these methods to the community and facilitate  implementation of best practices and policies to ensure equitable access among all groups. This is especially  true for initiatives in precision medicine as the National Institutes of Health prepares to invest millions of dollars  from citizen's taxes to support this research. Through these investments, investigators will receive funding to  identify and understand biological, social, psychological, clinical, and behavioral factors that are involved in  disease risk, evaluate the efficacy and effectiveness of alternate strategies for early detection and treatment  based on these factors, and develop and evaluate interventions to promote early detection, treatment, and  management. These findings will be disseminated to the scientific community through peer-reviewed reports  that are published in professional journals and presentations given at local and national scientific conferences.  Although disseminating findings to the scientific community remains a critical component of the research  process, investigators are now encouraged to disseminate results to other stakeholders. There is some  consensus that investigators have an ethical responsibility to make specific efforts to disseminate their findings  to lay stakeholders such as study participants and the general public.2-4 But, with a few exceptions,5  investigators are not likely to make these efforts. Disseminating research results beyond the scientific  community is important because it empowers a broad base of constituents to be better informed and more able  to make health decisions. The specific aims for the Implementation Core include: 1.) Develop materials and  methods to determine the needs, readiness, and capacity of stakeholders across multiple regions to implement  and adopt precision medicine approaches into clinical care and public health practice; 2.) Identify ethical, legal,  and social implication issues related to linking and integrating data on biological, social, psychological,  behavioral, and clinical factors and develop recommendations to address these issues; 3.) Deliver Evidence  Academies across the regions in the MUSC TCC multi-regional consortium to actively engage diverse  stakeholders in the development of best practices for implementing precision medicine interventions into  practices serving minority men; and 4.) Translate findings from the MUSC TCC and other initiatives in precision  medicine into policy recommendations for clinical care and public health practice that promote health equity."
"9509240","DESCRIPTION (provided by applicant):       Cardiovascular disease (CVD) remains the most common cause of death in the US. CVD currently claims nearly one million lives yearly in the U.S., accounting for nearly 40% of all deaths. The total cost of CVD in the U.S., including hospitalizations and lost productivity, is approximately $300 billion annually. Coronary artery disease (CAD) accounts for the largest number of deaths and the majority of these costs. While the efforts aimed at treating this disease in recent decades have concentrated on surgical and catheter-based interventions, limited resources have been directed toward prevention and rehabilitation. Over the last decade, the use of percutaneous coronary intervention (PCI) has increased exponentially. Between 1996 and 2007, the number of PCIs performed in the U.S. increased more than 4-fold, from approximately 300,000 to more than 1.3 million yearly. During this time, PCI has accounted for 10% of the overall increase in Medicare expenditures. In light of the extraordinary increase in the use of this technology in recent years, questions have been raised regarding the cost-effectiveness of PCI, the extent to which PCI is overused, and whether selected patients may benefit from optimal medical therapy in lieu of PCI. Despite the fact that PCI is expensive, repeat PCI is common and there is no evidence for improved survival, alternative therapies are rarely considered. One alternative therapy that has been shown to improve outcomes in PCI candidates is exercise training. In the PCI vs. Exercise Training (Leipzig) study, PCI candidates randomized to one year of exercise training had improved coronary anatomy, higher exercise capacity, an improvement in quality of life and event-free survival, as well as lower health care costs when compared to the PCI group. However, the Leipzig study employed invasive angiographic methods which do not provide information on dynamic coronary flow or atherosclerosis specifically, and do not provide insight into the mechanism of atherosclerosis progression or regression. In addition, economic analyses were limited to cost per change in Canadian Cardiovascular Society Class; the Leipzig study did not assess cost effectiveness. Given the high volume of PCI, its high cost, its lack of effect on survival and the potential for alternative treatments including exercise and risk reduction in PCI candidates, the current proposal is termed PCI Alternative Using Sustained Exercise (PAUSE). The primary aim of PAUSE is apply newer imaging technologies to determine whether patients randomized to an exercise program have greater improvement in coronary function and anatomy compared to those randomized to PCI. Both groups will receive optimal medical management. We will also compare health care costs, symptoms, quality of life, and clinical outcomes between the two groups. At baseline and one year after randomization, patients will undergo an assessment of physical activity patterns and fitness using standardized questionnaires and maximal cardiopulmonary exercise testing (CPX). Patients will also undergo a detailed evaluation of coronary function and anatomy with positron emission tomography combined with computed tomographic angiography (PET/CTA). PET will be used to measure myocardial perfusion and endothelial function. CTA will be used to evaluate anatomical progression of atherosclerotic disease based on a qualitative scoring system and quantitative measurement of calcified and noncalcified plaque burden. The combination of PET/CTA provides information that previously could only be obtained invasively using coronary flow wires and invasive x-ray angiography. This will permit a noninvasive way to evaluate both functional and anatomical adaptations to exercise. Our overall objective is to demonstrate the utility of a non-invasive technology to document the efficacy of exercise as an alternative treatment strategy to PCI for coronary lesions."
"9193268","Nearly 5,000 Veterans undergo abdominal aortic aneurysm (AAA) repair each year in VA hospitals. Randomized trials, including the VA-based Open Versus Endovascular Repair (OVER) Trial, have found endovascular AAA repair (EVAR), is associated with lower perioperative morbidity and mortality, less pain, and shorter length of stay than open surgical repair (OSR) However, OSR is more durable, has fewer long-term complications such as late rupture, and Veterans treated with EVAR and OSR have similar survival within two years following surgery. Given these tradeoffs, controversy remains as to which method is best suited for an individual Veteran who AAA repair, and preliminary analyses needs have found broad variations across VA hospitals in how Veterans are treated for AAA. Treatment decisions for AAA need to be aligned with Veterans' preferences. For example, a Veteran for whom a rapid recovery is of primary importance and long-term durability a lesser concern has a treatment preference which aligns most closely with EVAR. Similarly, a Veteran who wishes to avoid repeated follow-up visits and late re-interventions has a treatment preference that aligns most closely with OSR. However, while AAA treatment type varies across VA hospitals, it is unknown if these treatment variations occurs as a result of Veterans preferences, or independent of Veterans' preferences. Surgeon preferences for repair type have been poorly described, especially for surgeons treating Veterans. In preliminary work, we have performed observational analyses, surveys, and cognitive interviews. This works has demonstrated variation in AAA repair type in VA and refined qualitative methods to better understand Veterans' and surgeons? treatment decisions. In this proposal, in a cohort of Veterans who are candidates for either repair type (OSR or EVAR), we will use a survey explore Veterans' knowledge and preferences for AAA repair, and determine if Veterans who receive a decision aid as well as the survey are more likely to receive their treatment choice. We describe a cluster-randomized trial comparing two ways to better align Veterans' preferences and treatments for AAA: (1) a validated decision aid describing AAA repair types with a survey measuring Veterans' preference for repair type -- versus (2) the survey alone. Enrolled Veterans will be candidates for either endovascular or open repair, and be followed at VA hospitals by vascular surgery teams who regularly perform both types of repair. In Aim 1, we will determine Veterans' preferences for endovascular or open repair and identify domains associated with each repair type. In Aim 2, we will compare agreement between Veterans' preferences and repair type between the decision aid+survey and survey-alone groups. We will identify factors associated with agreement. Our findings will be reported to the National Surgery Office Vascular Surgery Advisory Board to help ensure Veterans' preferences remain at the center of AAA treatment decisions. We have recruited 20 VA Medical Centers and their vascular surgery teams who are anxious to participate in this important trial to help Veterans make the best decisions."
"9261084","DESCRIPTION (provided by applicant): The now chronic nature of HIV has been a major advancement in AIDS care, but as with any chronic condition brings with it the recognition of other sequelae, including the HIV-associated neurocognitive disorder (HAND). In addition, as a natural consequence of the chronicity of infection and reduced new infection, the face of HIV infection is changing to an older population; soon over half of infected individuals will be 50 years of age or greater. As detailed in our Research Plan, we will now take the lessons others and we have learned about HIV and the brain and apply it to the changing epidemic - the graying of HIV, the nature of the effects on the brain of the chronic infection, means to treat HIV in the brain, and potential interaction with conditions linked to aging and other neurodegenerative disorders.   We will set about this through the Chronic HIV Infection and Aging in NeuroAIDS (CHAIN) Center as described in this proposal. We will accomplish four Action Items novel Biomarkers, the Role of Macrophages CNS Penetrating Antiviral Therapeutics, and the Effects on Chronic CNS Infection on Neurons, and support our investigators' research efforts through our Cores (Administrative, Biophysical Assessment Cells/Tissues/Animals, Developmental, International, Phenomics, Systems Biology, and Therapeutics). Our goals driven by our framework: researching of the chronicity of HIV infection in the CNS with a systems biology approach."
"9242501","PROJECT SUMMARY/ABSTRACT Melanoma has a high propensity for metastasis and accounts for 80% of skin cancer-related deaths. Despite the progress in melanoma therapeutics over the last several years, melanoma remains a challenge in clinical oncology. The immune system plays an important role in controlling and eliminating cancer. However, tumors often evade/escape immune attack by modifying their phenotypes and inducing immunosuppression. Recent breakthrough in treating cancers with immune checkpoint inhibitors has fueled the intensive investigation of new therapeutic targets, including negative regulators of adaptive and innate immune systems. We have found that human metastatic melanoma cells spontaneously secrete biologically active interleukin (IL)-1? in the absence of exogenous stimuli because of constitutive activation of IL-1 receptor signaling and a multi-protein complex, ?inflammasome?, exhibiting a feature of ?autoinflammation? (IL-1?-mediated dysregulation of immune system). IL-1? is a pleiotropic pro-inflammatory cytokine and plays a critical role in tumor progression, immunosuppression and chemoresistance. Peripheral blood is an information reservoir and represents systemic processes altered by the presence of tumor cells. We conducted transcriptome profiling of whole blood cells from melanoma patients, and identified differentially expressed genes in human melanoma blood. Of these, we identified a unique cytokine, IL-37, which was highly upregulated in metastatic melanoma blood. IL-37 is a homolog of the IL-1 cytokine family. Dinarello (co-I)?s group has found that IL-37 is a novel inhibitor of innate immunity. PI?s group has found that IL-37 is a novel inhibitor of adaptive immunity. IL-37 is induced in pro-inflammatory milieu containing IL-1. We hypothesize that IL-37 is induced by autoinflammation in human melanoma, leading to tumor-induced immunoevasion. We propose to test this hypothesis using tumor and blood samples from melanoma patients (in Aim 1) and unravel the immunoevasive mechanisms of action of IL-37 in tumor cells (in Aim 2) and blood cells (in Aim 3) in melanoma. The specific aims are: Aim 1: To identify cellular source of IL-37 expression in human melanoma samples and determine the link between IL-37 and autoinflammation in human melanoma. Aim 2: To define biological and mechanistic effects of IL-37 in melanoma cells. Aim 3: To define biological and mechanistic effects of IL-37 in blood cells. IL-37, an inhibitor of innate and adaptive immunity, has not been investigated in tumor immunity. Elucidating the link between autoinflammation and immune escape, and understanding the role of IL-37 in tumor immune escape is critical for clinical success in melanoma and will lead to the development of effective therapeutic agents for cancer."
"9428412","DESCRIPTION (provided by applicant):         The proper control of acute and chronic pain is one of the most important areas in health care. Despite the profound advances in neuroscience over the past 20 years, we still largely use opiate narcotics, much as was done in the Civil War. Total knee arthroplasty (TKA) is one of the most common orthopedic procedures performed. While knee pain is often a complaint that precedes TKA, the procedure itself is associated with considerable post-operative pain lasting days to weeks, and adequate postoperative pain control is an important factor in determining recovery time, hospital length of stay, and long-term surgical outcomes. Primary methods used to manage post-operative pain primarily involve systemic opiates. Despite available strategies, patients still report considerable post-operative pain, and often struggle to complete post-operative physical therapy regimens. Additionally, systemic opiates have associated side-effects that can lead to post-operative complications including but not limited to mental-clouding, confusion, addiction, respiratory depression, interactions with other medications, and fatigue. These are not trivial concerns as the population receiving TKA are more and more likely to be elderly and/or overweight and thus these complications can have serious negative consequences. New analgesic strategies are needed that can be used adjunctively to existing strategies with the potential to reduce reliance on opioid analgesia. Several novel brain stimulation technologies including transcranial direct current stimulation (tDCS) are beginning to demonstrate promise as treatments for a variety of pain conditions. Electricity has no metabolite or other residue, and can be delivered with minimal discomfort and without problems associated with drug-drug interactions. In two preliminary studies, the investigators have found that tDCS can reduce post-operative PCA use by as much as 46% in TKA patients while simultaneously reducing subjective pain ratings. These findings are promising, but this new technology is in its infancy, and a foundation of well-controlled, high-quality clinical trials needs to be established before this field moves forward. The proposed study will be the first randomized, double-blind, sham-controlled clinical trial of the effects of tDCS on subjective pain-ratings, PCA opioid usage, and post- operative complications among veterans receiving unilateral TKA surgery. Further, this study will examine the relative efficacy of 3 different tDCS dosing strategies compared to sham stimulation. Data from this trial will likely yield information regarding the feasibility and efficacy of tDCS as a post-operative pain-management approach. If the proposed pilot trial suggests significant and meaningful effects of tDCS as an adjunctive post- operative pain management strategy, this could change the way post-operative pain management is approached in the future."
"9145864","Despite ongoing efforts, medically underserved populations continue to experience disproportionate rates of  morbidity and mortality from chronic diseases. The disparity gaps are particularly notable among minority men.  Precision medicine holds significant promise to make substantial strides in reducing racial disparities through  the delivery of individualized health care based on biological, behavioral, and social factors that contribute to  disease risks and enhance health outcomes. Academic health centers, community-based organizations and  providers, and public health leaders need to play a collective role in developing, implementing, and  disseminating these precision medicine approaches into the settings that are most likely to impact the health of  minority men. To date, most precision medicine research and translation into the clinical settings have  traditionally been conducted within the context of academic health centers which largely reside in urban  settings with the highest levels of research and clinical care infrastructures. To expand the capacity to conduct  precision medicine in more regional, rural communities where the largest disparity gaps exist, an even more  collaborative community inclusive of academicians, community health care providers, public health advocates  from government and community-based organization will need to work together utilizing the principles of  community-based participatory research (CBPR) to understand the needs and tailor the mechanisms to best  translate precision medicine into the community settings where minority men largely seek their care. Therefore,  the Medical University of South Carolina Transdisciplinary Collaborative Center (MUSC TCC) will meet this  need by serving as a multi-regional hub for translating novel precision medicine approaches into the  community with an explicit goal to promote health equity among minority men. To this end, MUSC has  solicited the commitments from numerous academic and community-based advocates from HHS regions III,  IV, and VI who are equipped with the expertise needed to fulfill the goal of this TCC for form a Consortium  Core which will be the major component within the Center's overall Consortium Steering Council. These  Consortium Core members will be charged with the following specific aims: (1.) Form a multi-regional  infrastructure to provide the direction, priorities and governance of this TCC to promote health equity among  minority men through precision medicine; (2.) Identify priorities for precision medicine research among diverse  academic, community, clinical, and public health stakeholders through the leadership of the Consortium Core  and by having key Consortium members reach out to their local communities to identify gaps and preferences  for precision medicine intervention which will inform future MUSC TCC research efforts; (3.) Implement and  monitor pilot project research to address minority men's health in precision medicine; and (4) Translate findings  from TCC research into clinic and community-based practices to address racial disparities among minority  men."
"9378722","?     DESCRIPTION (provided by applicant):          Objective: The proposed study will investigate the relationship between memory deficits and abnormal electrical activity seen on electroencephalography (EEG) in patients with seizures. Patients with temporal lobe epilepsy (TLE) often demonstrate memory dysfunction in the setting of otherwise normal intelligence. This finding is consistent with the theory that establishing new memories is dependent to a large extent on the function of the hippocampus and other mesial temporal lobe structures, a network known to be dysfunctional in TLE. Prior studies found an association between disruptions of cognitive task performance and the presence of interictal epileptiform discharges (IEDs). IEDs are intermittent spikes or sharp waves that reflect abnormal neuronal firing, but do not organize into a seizure. Embedded within the IEDs may be pathological high frequency gamma oscillations (HFOs), distinct from the normal high frequency activity that is thought to underlie memory formation. In clinical practice, IEDs are considered only to be markers of epilepsy and are not suppressed with medications. Little is known, however, regarding the properties of IEDs that pose the greatest risk to cognitive function or the mechanism by which IEDs cause cognitive deficits. The present study examines the effects of IEDs during encoding on subsequent memory for the stimulus items. The first aim of the study is to determine the spatial and temporal characteristics of IEDs within the hippocampus that will predict poorer delayed recall and recognition, as well as identify the effect of embedded pathological HFOs. The second aim is to identify the mechanism by which IEDs interrupt memory encoding. The hypothesis is that IEDs disrupt the normal EEG rhythms that underlie memory formation. More specifically, the prediction is that IEDs will cause a decrease in the amount of normal high frequency gamma activity induced during memory encoding. Furthermore, it is proposed that IEDs and their associated pathological HFOs will disrupt the synchronous timing, or coherence, of normal gamma oscillations throughout the hippocampus. Research Plan/Methods: To test these hypotheses, subjects with TLE will complete memory tasks during intracranial EEG recordings. Testing will include verbal and non-verbal encoding, working memory, and delayed recall and recognition tasks. The electrodes will be implanted within or alongside the hippocampus for clinical evaluations prior to possible resective epilepsy surgery. IEDs will be identified by manual review, with temporal and spatial properties quantified using Neuroscan software. HFO power and coherence will be assessed using spectral analysis. Clinical Relevance: The interruption of normal EEG oscillations by IEDs would help to explain both transient and long-term memory dysfunction in this patient population. The proposed study will also determine if pathological HFOs within the IEDs contribute to their adverse cognitive effects. Evidence that IEDs disrupt electrical activity necessary for memory encoding may indicate the need for suppression of discharges or point the way to new treatments for memory dysfunction. These findings could direct future investigations aimed at therapeutic approaches to improve cognition in epilepsy patients by alteration of abnormal oscillatory activity."
"9349732","In the Veterans Healthcare System, aging men with testosterone deficiency and men on androgen depletion therapy for prostate cancer are at increased risk of developing type 2 diabetes (T2D). Although studies examining this issue have focused on the role of testosterone deficiency as a risk factor for insulin resistance, this approach ignores the role of testosterone deficiency as a potential cause of pancreatic ??cell dysfunction in men. Although it has been established that testosterone action is mediated via the androgen receptor (AR) -a ligand-activated transcription factor- the role of the AR in ?-cell dysfunction in T2D is unknown. There is tremendous potential for therapeutic application of novel work that addresses androgen deficiency in the context of T2D in large segments of aging men. The new far-reaching preliminary data from our laboratory show that male mice with conditional deletion of the AR in ?-cells (?ARKO) exhibit decreased glucose-stimulated insulin secretion (GSIS) and develop ?-cell failure to compensate for high fat diet- induced insulin resistance. The insulinotropic function of the testosterone-AR axis is present in cultured male human islets. Most importantly, in ?-cells, the AR is extranuclear, and the stimulatory effect of AR on GSIS involves cAMP generation and protein kinase A (PKA) activation. Finally, testosterone amplifies glucagon-like peptide-1 (GLP-1) enhancement of GSIS in rodent islets. Accordingly, the aims of this application are: 1) To explore a novel paradigm in which testosterone action on AR enhances GLP-1 action in ?-cells and 2) To elucidate the molecular determinants that maintain AR in an extranuclear compartment of ?-cells that amplify GLP-1 receptor action. The knowledge that will be generated by this grant will fill key gaps in our understanding of the fundamental mechanism of ?-cell dysfunction in men. This information will provide the foundation for development of approaches to modulate AR in a tissue-specific manner to prevent diabetes without prostate or cardiovascular side effects. Thus, the proposed work will have major scientific impact and open clinically relevant avenues for the Veterans Healthcare System population."
"9428413","DESCRIPTION (provided by applicant):         Of the roughly half a million Veterans with Alzheimer's disease (AD), the vast majority will progress through the advanced stage of the disease. It is important to ascertain the most safe and effective treatments for individuals with advanced AD.  Cholinesterase inhibitor (CI) medications are the mainstay of treatment for mild and moderate AD, and they are often continued in advanced disease. Anecdotal reports indicate that patients may worsen when CI medications are discontinued, but there is little rigorous evidence about the effects of discontinuation. VHA Pharmacy Benefits Management Service Guidelines recommend discontinuing CI under certain conditions, but acknowledge that the issue has not been well studied and that the recommendations are not evidence-based.  Because AD follows a variable course, the only way objectively to determine the risks and benefits of CI medications in advanced AD is through a controlled study. We propose to conduct a placebo-controlled, double-blinded discontinuation trial of CI medications in advanced AD. We will recruit 200 Veterans with advanced dementia who have been taking a stable dose of donepezil or galantamine (the main CI medications in the VA formulary), and randomize them. Half the group will carry out a blinded Real Taper: reducing the prior stable dose of CI to one-half for three weeks, then switching to placebo for three weeks. The other half will carry out a blinded Sham Taper: remaining on the prior stable dose for six weeks. We will compare the two arms in (1) ability to complete the 6- weeks successfully, and (2) changes from baseline to week 6 in cognition, functioning, behavior. Analyses will apply on a non-inferiority study design. Specific Aim 1: To ascertain if successful CI discontinuation rates are non-inferior in Real Taper compared to Sham Taper.  Hypothesis 1: The rate of successful CI discontinuation in Real Taper will be non-inferior to the  rate of successful CI discontinuation in Sham Taper. Specific Aim 2: To ascertain if changes in cognition, functioning, behavior, and caregiver burden over 6 weeks are different in Real Taper compared to Sham Taper.  Hypothesis 2: Changes in cognition, functioning, behavior, and caregiver burden in Real Taper  will not differ from changes in Sham Taper. Specific Aim 3: To identify patient-level and disease-level factors (such as behavioral symptoms and duration of treatment and disease) that predict unsuccessful discontinuation, adverse events, and worsening. Given the shortage of previous research about CI discontinuation, this aim is not hypothesis-driven. This research will clarify the risks and benefits of CI medications in advanced AD. It will inform guidelines about when to continue or discontinue CI medications, and can thus impact the medical care of tens of thousands of Veterans. More specific information about the effects of treatments for AD will reduce adverse events and maximize benefits. This research will also generate hypotheses about types of individuals for whom discontinuation has differential effects."
