"APPLICATION_ID","ABSTRACT_TEXT"
"9396160","Project Summary/Abstract Optimism ? a cognitive bias to overestimate positive future outcomes ? may play a critical function in the early years of life, driving how children learn, confront challenges, and persevere in the face of setbacks. Roughly 80% of adults make optimistically biased predictions, and although optimism is adaptive and provides motivational, social, and health benefits, virtually no empirical research has tested how optimism develops. Further, the lack of an optimism bias ? either presented as realism or pessimism ? is associated with depression in adolescents and adults, and may be driven by early life experiences. My objective is to develop an integrated and systematic framework for the development of optimism in preschool-aged children, focusing on the role of early experience (positive and negative) on these processes, and specifying connections between early optimism and depressive symptoms/negative affect states. Estimates are that 1-2% of preschoolers exhibit symptoms that meet the diagnostic criteria for Major Depressive Disorder, whereas 9-12% exhibit sub-clinical symptoms. Further, these prevalence rates are likely higher in children from disadvantaged backgrounds, and when considering negative affect more widely. My predictions are that optimism is present early in a broad capacity and influences how children learn from and about the world. As they experience event outcomes, and probabilistic reasoning improves, the magnitude of their optimistic predictions diminishes. Further, divergent developmental trajectories may emerge such that optimism declines more steeply in children who experience more negative life events, compounding the disadvantages they face. Lack of early optimism may also be a key symptom of depression in preschoolers and/or perpetuate symptoms over development. Recent data from our lab indicate that at least a subset of preschoolers do have an optimism bias ? they make optimistic predictions for events that concern themselves but not others ? providing initial support for these predictions. The proposed studies will test 3- to 5-year-olds from racially and socioeconomically diverse backgrounds to determine how early optimism is expressed and maintained, socioeconomic and family factors affecting optimism, and how optimism guides learning in typically developing children and those with elevated depressive symptoms. I introduce new experimental methods to test optimism, learning, and probabilistic reasoning in preschoolers, coupled with extensive parent reports on family background, children's experiences, motivational approach, parenting style, and an established measure of child depression. Experimentally, I will test if children offer optimistic, accurate, or pessimistic predictions for event outcomes, assess domain and state-related variability in optimism, and determine if children incorporate new positive, but not negative, information into their beliefs about how likely an event is to occur (as optimistic adults do). These measures will also be administered to preschoolers oversampled for elevated depressive symptoms. The comprehensive approach outlined here uses innovative methodology to answer critical questions about the development of optimism. These studies will elucidate the scope and developmental trajectory(ies) of the optimism bias in preschoolers, and whether early risk factors for depression link to decreases in optimism. The findings also have the potential to point to markers of early resiliency and inform cognitive-based preventive interventions."
"9445703","The emergence of pathogens that cause increased morbidity and mortality is a major public health concern. Clostridium difficile is a major cause of hospital acquired infection and is the leading cause of antibiotic-associated diarrhea. In the past decade, two epidemic ribotypes (RT027 and RT078) of C. difficile have emerged as major ribotypes in hospital outbreaks around the world despite not being observed at significant levels prior to the year 2000. These ribotypes are associated with increased morbidity and mortality and have been classified as hypervirulent. However, the mechanistic basis for why these strains began to emerge in the early 2000s is unclear.  We have found that RT027 and RT078 strains have acquired the ability to grow on the disaccharide trehalose more efficiently than other ribotypes of C. difficile. Our preliminary data shows that the mechanistic bases for the improved growth in these two ribotypes are genetically and mechanistically distinct, suggesting convergent evolution of improved trehalose metabolism in these phylogenetically distinct ribotypes. In addition, we have found that disrupting the ability of a RT027 strain to utilize trehalose dramatically attenuates disease severity, suggesting that trehalose metabolism contributes to the hypervirulent nature of RT027 and RT078 strains. Trehalose, a disaccharide of glucose, became a widely used food supplement after being granted GRAS status approval by the FDA in 2000 and EFSA in Europe in 2001. Trehalose has a number of desirable properties as a sugar additive due to the alpha, alpha 1-1 linkage that is heat and acid stable, which renders it 45% less sweet than sucrose. Normally found in foods such as mushrooms and shellfish, trehalose is now added to numerous food and drink products ranging from ground beef to ice cream.  The addition of trehalose to the worldwide food supply coincides with the first reports of RT027 and RT078 strains in the early 2000s, even though these ribotypes were present in hospitals as far back as 1985. We propose that addition of increased levels of trehalose to the food supply has selected for RT027 and RT078 strains due to their ability to more efficiently metabolize trehalose and has contributed to hospital epidemics. We will use two recently developed models in our laboratory, human fecal minibioreactor array model of C. difficile invasion and a humanized microbiota mouse model of C. difficile infection, to study the impact of trehalose and improved trehalose metabolism on the ability of RT027 and RT078 strains to cause C. difficile infection. We will also investigate the mechanistic bases for improved trehalose metabolism of RT027 and RT078 strains. Finally, we will assess what impact improved trehalose metabolism has on colonization dynamics, disease severity and carriage in animals of these hypervirulent C. difficile ribotypes. The following specific aims are proposed: Aim 1. Investigate the mechanism of how trehalose metabolism by C. difficile increases disease severity. Aim 2. Understand the mechanistic basis for improved trehalose metabolism in RT027 C. difficile. Aim 3. Understand the role of the acquired trehalose operon on RT078 fitness and animal carriage. We expect this work will establish a link between the recent addition of trehalose in the human diet and the emergence of epidemic C. difficile ribotypes. This will provide the first direct evidence of the alteration of the human diet directly impacting the pathogenesis of an enteric infection."
"9561431","?    DESCRIPTION (provided by applicant):  Parental lifetime exposures to perturbations such as stress, infection, malnutrition, and to advanced age have been linked with an increased risk for neurodevelopmental disorders in their children. While maternal insults during pregnancy can directly impact fetal development, the mechanisms by which paternal lifelong experiences can alter germ cell programming and affect offspring neurodevelopment are not known. However, transmission of these epigenetic marks to the next generation can significantly elevate disease risk, and if programmed into the germline can affect future generations as well. Using male stress experience as a model in which we can examine mechanisms involved in offspring neurodevelopmental programming, we found that paternal stress significantly altered offspring HPA stress axis regulation and reprogrammed the hypothalamus. Mechanistically, we identified 9 specific miRNAs in the mature sperm from stressed males that contributed to the offspring phenotype. Further, we were able to completely recapitulate the offspring phenotype by microinjection of these 9 miRNAs into fertilized zygotes. Using single-cell amplification technology, we were identified a novel role for these miRNAs to significantly affect post-fertilization embryo development, providing substantial evidence that sperm miRNAs are programmable by the environment and are able to transmit this information allowing for paternally directed embryo development. Therefore, our proposal will utilize our mouse model of paternal stress to examine: 1) the mechanisms whereby stress alters paternal germ cell miRNA that affect neurodevelopment and give rise to the offspring phenotype, 2) the transgenerational transmission of stress dysregulation to a second generation programmed by paternal stress and sperm miRNAs, and 3) the mechanism within the offspring brain that promotes the paternal stress phenotype through increased BBB permeability and repressive histone epigenetic programming."
"9551825","DESCRIPTION (provided by applicant): In cancer, genetic heterogeneity is the focus of many investigations as it plays important roles in tumor progression and drug resistance by driving phenotypic diversity. Here, we consider another type of heterogeneity, one where natural cell-to-cell variability in protein levels in genetically-identical mammalian cells causes the same stimuli to yield different cell fates, such as life or death. We term this phenomenon natural phenotypic divergence (NPD). NPD can manifest as, for example, a persistent anticancer drug resistant subpopulation of cells, and understanding it is important for predicting cancer treatment efficacy. However, means to predict NPD from cell-based experiments have not been developed and are the subject of the proposal. We hypothesize that NPD can be predicted by characterizing how multivariate, endogenous protein expression noise is propagated non-linearly through signaling networks to regulate cell fate. It is the endogenous expression and degradation noise in the levels of multiple proteins within a signaling network that collectively manifest as NPD. We will test this hypothesis by combining experimental and computational approaches to examine NPD-based proliferation of non-transformed MCF10A cells. This proliferation is induced by combinations of epidermal growth factor, insulin, and cortisol and mediated by activation of the ERK, Akt, JNK, and SGK pathways. First, experimentally, we will use live-cell imaging approaches with FRET probes to measure real-time signaling network dynamics and proliferation simultaneously. Although we can only measure one pathway at a time, our subsequent use of computational, dynamic modular response analysis theory allows us to reconstruct how these pathways dynamically interact in a stimulus-specific fashion to control stochastic proliferation fates. Second, we will build a chemical kinetics-based, stochastic computational model that simulates how the protein expression variability underlying NPD propagates into signaling dynamics heterogeneity. Analysis of this model will suggest sets of key proteins whose collective, multivariate fluctuations have a large influence on NPD-based proliferation. Finally, we will measure fluctuations in the levels of these key proteins in single ive cells, use our computational models to predict whether these cells should proliferate or not in response to defined perturbations, and test the predictions by observing the actual proliferation decision in those same cells. We will test such predictions not only in standard 2D cell culture models, but also in the context of 3D culture acini formation. If successful, this would be the firt demonstration that the stochastic fates of individual live cells could be predicted based on biomarkers present prior to perturbation. This would be an important step towards identifying biomarker sets for individual patients and fashioning personalized therapeutic strategies."
"9380963","DESCRIPTION (provided by applicant): COPD is a leading cause of death in the US and worldwide and patients suffer high morbidity. A better understanding of contributing factors to the progression and burden of this pervasive disease is critical. Despite population-based epidemiological evidence suggesting exposure to ambient air pollutants causes increased hospitalizations and mortality from COPD, there is very little known about the impact of exposure to air pollutants on the progression of disease. For example, the extent to which exposure to air pollution accelerates lung function loss and contributes to patient-reported outcomes, such as quality of life and dyspnea in COPD remains largely unknown. SPIROMICS is a unique NHLBI-funded prospective cohort study of COPD phenotypes and markers of disease which plans to enroll 3,200 subjects at seven sites across the US. A subgroup of participants will also record daily symptoms over one year. We propose to add state-of-the art air pollution exposure assessment to determine individual-level outdoor and indoor air pollution exposure for all SPIROMICS participants, providing an extraordinary opportunity to understand effects of air pollutants on COPD morbidity and progression. For Specific Aim 1a, we aim to determine the impact of long-term outdoor air pollution exposure on COPD morbidity, including lung function decline, patient reported outcomes, and exacerbations by employing sophisticated spatio-temporal air pollution prediction models, supplemented with cohort-specific outdoor monitoring data, to precisely predict participants' ambient exposure to fine particulate matter (PM2.5), light absorbing or black carbon (BC), nitrogen dioxide (NO2), nitrogen oxides (NOx), ozone (O3), sulfur dioxide (SO2)) and link with existing health outcomes collected as part of the SPIROMICS study. For Specific Aim 1b, we aim to determine the effect of indoor air pollutants (PM2.5, NO2, NOx, SO2, O3, BC and secondhand smoke) on COPD morbidity by conducting indoor air monitoring in a subset of participants' residences. These data will be combined with validated questionnaire data collected on the entire cohort to model indoor exposure for all participants. Personal monitoring will be used to assess measurement error. For Specific Aim 2, we will determine whether short-term changes in outdoor air pollution are associated with day-to-day changes in symptoms and exacerbation risk in 300 subjects recording daily symptoms over a one- year period. For Specific Aim 3 we will examine airway macrophage black carbon content from induced sputum as a biomarker of air pollution (PM2.5 and BC) and determine its association with clinical and subclinical measures of disease severity and prognosis. Our study builds on an established network of investigators with complementary areas of expertise. Findings from this study can provide information to guide public policy and clinical management for individuals with COPD."
"9379848","DESCRIPTION (provided by applicant): Epoxides are three membered cyclic ethers which can be toxic and mutagenic. They are degraded by enzymes known as epoxide hydrolases (EHs), which add water to epoxides to yield more water soluble diols. EHs are widely known for metabolizing xenobiotics, and this project advances our understanding of their fundamental structure, biochemistry and regulation. The soluble epoxide hydrolase (sEH) is the most abundant and active of the EHs in mammals, and it is largely involved in the hydrolysis of endogenous epoxides on natural fatty acids (EpFAs). Since EpFAs are powerful chemical mediators previously shown to reduce inflammation, hypertension, heart failure, and pain, their hydrolysis by the sEH can give rise to disease states. In this project we will test the hypothesis that the levels of EpFA and sEH are influenced by environmental factors, dietary status, and disease states. We also will test if decreasing sEH activity increases EpFA resulting in improved health. In Aim I, we will investigate the biochemistry of the sEH, as well as the microsomal EH (largely responsible for the metabolism of xenobiotics) and the newly discovered EH3. We will determine the relative roles of the sEH, mEH and EH3 in hydrolysis of bioactive EpFA. These biochemical and structural studies will allow prediction of the biological effects resulting from genetic alterations in human sEH. Anti-microbials in some hand soaps and some drugs are powerful inhibitors of the sEH while other environmental chemicals and drugs are powerful inducers. We will determine how these materials alter biologies regulated by the sEH and EpFA. Aim IIA is expanding analytical methods for regulatory lipids altered by disease states, environmental chemicals and drugs. These methods are being used to address the influence of environmental chemicals and nutrition on the sEH. The biochemical tools from Aim I and the analytical tools from Aim IIA will be used in Aims IIB-D to investigate how changes in the sEH and EpFA alter three separate biologies. In IIB we demonstrate that inhibition of the sEH blocks convulsions and reduces perception of inflammatory and neuropathic pain. With pain, inflammation and hypertension, we have shown that sEH inhibitors are more effective in the presence of epoxides of omega 3 rather than omega 6 fatty acids. With an increase in the use of omega 3 lipids as nutraceuticals and value added ingredients, an appreciation of their health effects is critical. We recently demonstrated EpFA from omega-3 and -6 precursors have opposite effects with sEHI on angiogenesis, allowing sEH inhibitors to reduce tumor growth and metastasis when combined with omega 3 EpFA (Aim IIC). This raises the possibly of new cancer therapeutics but cautions that omega 3 lipids could slow wound healing. Aim IID addresses how sEH inhibitors block hepatic fibrosis caused by carbon tetrachloride. We will test the hypothesis that there are common mechanisms underlying the largely beneficial biological effects of reduced sEH activity. The results of this project will illustrate the importance of man' total environment, including both xenobiotic exposure and nutrition, on health."
"9597999","PI: Brian Kobilka Structural Basis for Opioid Receptor Function Abstract of Research Plan The most powerful analgesic and addictive properties of opiate alkaloids are mediated by the µOR. As the receptor primarily responsible for the effects of opium, the ?OR is one of the oldest drug targets within the pharmacopeia. Opioid receptors are highly versatile signaling molecules. Activation of the ?OR results in signaling through the heterotrimeric G protein Gi, resulting in analgesia and sedation as well as euphoria and physical dependence. The ?OR can also signal through arrestin, and this pathway has been attributed to adverse effects of opioid analgesics including tolerance, respiratory suppression, and constipation. The ?OR has been the subject of intense focus for drug-discovery efforts over the past century, with the identification of numerous ligands of varying efficacy. These drugs occupy a wide chemical spectrum, from small organic molecules to a variety of endogenous and synthetic peptides. Recently it has been shown that drugs may differ in their ability to promote activation of the Gi or arrestin pathways, a property referred to a ?bias?. It has recently been shown that Gi-biased drugs such as PZM21, identified during the initial funding period, may have better therapeutic profiles than non-biased agonists such as morphine. The goal of research funded by this award is to provide structural insights into biased signaling that will facilitate our ability to develop the next generation of opioid analgesics with fewer adverse effects and less addictive potential. Specific Aims for the next period of funding (described in more detail at the end of the Progress Report) Aim 1. Determine the structure of an opioid receptor in complex with Gi. Aim 2. Determine the structure of the µOR bound to a G protein biased agonist. Aim 3. Determine the structure of an opioid receptor in complex with arrestin. Aim 4 . Characterize the effect of different ligands on µOR structure and dynamics. Resource Sharing Plan: We will share all materials generated during the course of our studies. These will be distributed freely before or immediately after publication, and we will provide relevant protocols and published data upon request. Material transfers will be made with no more restrictive terms than in the Simple Letter Agreement (SLA) or the Uniform Biological Materials Transfer Agreement (UBMTA) and without reach through requirements. We will adhere to the NIH Grant Policy on Sharing of Unique Research Resources including the Sharing of Biomedical Research Resources Principles and Guidelines for Recipients of NIH Grants and Contracts issued in December, 1999 (http://www.ott.nih.gov/policy/rt_guide_final.html?. Should any intellectual property arise which requires a patent, we will ensure that the technology (materials and data) remains widely available to the research community in accordance with the NIH Principles and Guidelines document. In addition, crystallographic coordinates and 3D electron microscopy maps will be deposited to the Protein Data Bank (PDB) and the Electron Microscopy Data Bank (EMDB), respectively."
"9554080","?    DESCRIPTION (provided by applicant):    Pulmonary Arterial Hypertension (PAH) is a life-threatening disease that is significantly more frequent in HIV-infected individuals even with antiretroviral therapy. How HIV contributes to the pathophysiology of HIV-PAH remains unknown. HIV proteins are the main suspects but the exact mechanisms whereby these proteins influence vascular remodeling are unknown. HIV proteins like Tat, Nef and gp120 likely play a role in the pathogenesis of HIV-PAH. HIV gp120 binds to either CCR5 (R5) or CXCR4 (X4) chemokine receptors after interacting with CD4. Either CCR5 or CXCR4-ligand interactions promote inflammation leading to vascular remodeling in animal models of PAH. We have preliminary evidence that HIV-infected individuals with PAH harbor significantly more CXCR4-utilizing HIV variants (X4 viruses). While CCR5 signaling leads to PAH in SIV-infected macaques, our finding of an association between X4 viruses and PAH in HIV-infected individuals lead us to focus specifically on the contribution of X4 viruses to HIV-PAH. Furthermore, we found that HIV-X4, compared to R5 gp120, induces over-expression of the vasoconstrictive arachidonate 5- lipoxygenase (ALOX-5) gene in pulmonary endothelial cells. Hence, our research has uncovered X4 viruses as potential agents in the pathophysiology of HIV-PAH. Whether CXCR4 signaling in the presence of HIV X4 virus leads to PAH remains elusive. We hypothesize that HIV X4 induces chronic inflammation leading to pulmonary vascular remodeling and PAH via CXCR4 signaling. We believe that, in order to advance this field, it is imperative to first validate a model for HIV-PAH and examine the impact of X4 viruses on the pulmonary vasculature. Unfortunately, other than non-human primates, there is no HIV-PAH animal model that recapitulates the natural history of this disease. To test our hypothesis, we propose to validate the state-of-the- art mice engrafted with human Bone marrow, Lymph node and Thymus (hu-BLT) as model for HIV-PAH. APPROACH: We propose to: 1) characterize pulmonary vascular remodeling and right ventricular hypertrophy in HIV-infected hu-BLT mice, and 2) examine the functional role of CXCR4 signaling in pulmonary vascular cells exposed to HIV X4 virus in vivo and in vitro. SIGNIFICANCE AND INNOVATION: These studies are significant because our model will accelerate mechanistic studies on the CXCR4 signaling pathway that may allow for convergent mechanistic explanations for other forms of PAH, e.g. idiopathic and hypoxia-induced PAH, and will help explain why HIV patients are more prone to vascular diseases affecting other end-organs like kidneys and brain. In addition, we bring the innovative theoretical concept that CXCR4-utilizing HIV plays a role in PAH and pioneer the hu-BLT mouse to gain insights into HIV-associated pulmonary vasculopathy."
"9586026","?    DESCRIPTION (provided by applicant): The overall goal of this NCI K22 career development proposal is to develop the PI, a PhD, and trained social worker in health disparities, into a successfully funded independent cancer researcher. The proposal contains both career development and structured research plan activities focus on advancing cancer-health disparities research with incarcerated men. Incarcerated men have not generally been the focus of cancer health studies although multiple reports indicate that approximately 60-80% of inmates in the United States have histories of tobacco use, compared to 30% of the general population, and over 80% of individuals involved in the criminal justice system report histories of substance use, including alcohol, marijuana and crack cocaine. This is an alarming statistic, considering that tobacco, marijuana, crack cocaine, and alcohol use are associated with an increased risk of developing lung and liver diseases and certain cancers. Little is known about incarcerated men's cancer-health disparities and how incarceration affects their health behaviors upon release to the community. This program builds upon the PI's prior work including her strong background in HIV/AIDS research, clinical practice, and mixed-methods research experience. The specific career goals are: (1) to become proficient in research skills, focusing on advanced quantitative methods, data analysis and grant writing (enroll in cancer epidemiology and longitudinal research courses); and (2) to gain experience in prison cancer-health disparities research (collecting primary cancer- health disparities data across three different correctional facilities). The proposed research will assess the cancer-health disparities and smoking behaviors of men ages 18 years and over who are currently incarcerated in facilities of three different security levels (i.e., detention, minimum, and medium). The specific aims are to: (1) assess the knowledge, attitudes and beliefs about cancer and describe the smoking behaviors of incarcerated men; and (2) adapt the Cancer 101 (a cancer education resource to improve cancer knowledge, survival rates and cancer control in vulnerable populations) for incarcerated men in three different correctional settings. The results from the K22 described in this proposal are intended to inform the basis of a NCI R01 grant application. The long-term goal is to design and implement a culturally appropriate prison-to-community cancer-health prevention trial for incarcerated men returning to their communities in order to ultimately reduce the cancer burden affecting men with criminal justice backgrounds."
"9385285","?    DESCRIPTION (provided by applicant): Arthropod-borne viruses (arboviruses) face extreme challenges as they adapt to both arthropod and vertebrate hosts. Arboviruses acutely infect humans and a wide range of other vertebrates, but must persistently infect one or two mosquito species for transmission to their next vertebrate host. Due to interhost cycling, arboviruses encounter vast differences in immune responses and RNA interference (RNAi), mediated by small RNAs. In contrast to in vertebrates, RNAi is the main antiviral response in insects, targeting RNA virus genomes for degradation to limit viral replication. Because of the disparate nature of RNAi in vertebrates versus mosquitoes, strategies for arboviruses to evade and subvert these responses should be equally divergent depending on the host. Therefore, we hypothesize that arbovirus:small RNA interplay will vary radically between mosquito and mammalian hosts. As a model arbovirus, we plan to study chikungunya virus (CHIKV), which causes a painful, debilitating illness, for which there is no vaccine or treatment. The main goal o this proposal is to understand CHIKV interaction strategies with disparate host RNAi components and responses. This work aims to advance our understanding of host-specific small RNA interactions with arboviruses, beginning with CHIKV.  Recently, we collaborated with the Darnell lab at The Rockefeller University to apply cross-linking and immunoprecipitation (CLIP) of Argonaute (Ago; termed Ago-CLIP) to virus-infected cells. Ago proteins are essential to all RNAi pathways, and are guided by small RNAs to bind to mRNA or viral RNA targets. Using Ago-CLIP, we can physically map small RNA-mediated Ago binding to viral genomes. This technique offers a unique opportunity to examine functional differences in host species' small RNA interactions with arboviruses. In our specific aims, we propose to use Ago-CLIP to map small RNA-mediated Ago binding to the CHIKV genome in both mammalian and mosquito models 1) in vitro and 2) in vivo, with special attention to interactions relevant to mosquito antiviral responses. Our understanding of arbovirus:host interactions is limited, particularly in mosquito vectors, and has been a major impediment to the development of antiviral control strategies. Our aims will allow us to identify critical CHIKV:small RNA interactions, which may uncover novel drug targets. Furthermore, observation of such small RNA interactions will increase our understanding of determinants of tropism and may inform strategies for disrupting arbovirus transmission. On a global level, systemic mapping of small RNA landscapes for arboviruses will yield insights into the interplay between viruses and antiviral defenses in disparate hosts."
