"APPLICATION_ID","ABSTRACT_TEXT"
"9278780","In this renewal application, we will build on the successes of the past project period to further examine the biological, social, and economic conditions that shape health in the aging population of South Africa. Our program, Health and Aging in Africa: Longitudinal Studies of an INDEPTH Community (HAALSI) completed its initial 3-year grant period with the establishment of a community-based cohort with baseline data for 5,059 men and women ?40 years of age in the International Network for the Demographic Evaluation of Populations and Their Health in Developing Countries (INDEPTH) community of Agincourt, South Africa. The response rate to the baseline survey was 86%. We use the infrastructure and tools already in place for follow- up surveillance of the HAALSI cohort, and we anticipate very minimal loss to follow-up for data collection moving forward. We propose to conduct two waves of follow-up data collection at three-year intervals, allowing the longitudinal analysis of three waves of data collection and six years of follow-up for morbidity, mortality, biological, behavioral, and environmental risk factors, and physical and cognitive function. The proposed HAALSI Program includes five projects: Project 1: Alzheimer?s Disease and Related Dementias and Cognitive Impairment; Project 2: Cardiometabolic Disease in an Aging South African Cohort; Project 3: HIV and HIV Interventions to Promote Healthy Aging; Project 4: Public Policies to Improve Healthy Aging; and Project 5: Multimorbidity. The projects will be supported by four cores: Leadership and Administration (Core A), Field (Core B), Data Management and Analysis (Core C), Biomarkers and Biobanking (Core D). Each of these projects and cores will be led by investigators from both the U.S. and South Africa. All projects will share a common household and participant survey and assessment and have aims that are tightly integrated across projects to create a synergistic and dynamic program. The study design used by the HAALSI Program is finely tuned to capture characteristics specific to South Africa as well as harmonize with other HRS sister studies in India, China, Brazil, the UK, Europe, and the U.S., providing a unique opportunity to conduct cross-country comparisons of the biological, social, and economic determinants of chronic diseases and their effects on functional and health outcomes in aging populations. Such cross-country harmonized comparisons will enable scientists to identify new risk factors and understand the impact of known risk factors on a global scale. Our study will inform the current debate about whether ?standard? risk factors in highly industrialized Western countries have the same effects on health outcomes in non-Western, low income countries. Our study sets out to identify and examine the distribution of both novel and established risk factors for chronic health conditions and conduct a follow-up study to discover the predictive value of the identified biological, social, and environmental risk factors. We have built a strong set of experimental aims into this application focusing on the evaluation of public policies aimed at reducing health risks, which has direct relevance to health in the U.S."
"9278783","Core C: Data Management and Analysis Core?Abstract  Valid, reliable, and comparable information on the health of populations, including non-fatal outcomes, is an essential requirement for effective public health programs. The Health and Aging in Africa: Longitudinal Studies of an INDEPTH Community (HAALSI) Program is the only Health and Retirement Survey (HRS) sister study in Africa and fills a gap by providing information on a cohort of older adults within a Health and Demographic Surveillance Site (HDSS), in the context of high HIV prevalence and rising risks and prevalence of cardiometabolic diseases (CMD). The five projects in HAALSI share a need to collect valid, reliable, and comparable measurements on a wide array of variables of interest; to characterize trends over time in selected outcomes; and to undertake rigorous analysis of key relationships between variables, including evaluation of causal effects where relevant and feasible. In addition to its position as the only HRS sister study in sub- Saharan Africa, the specific research aims of the HAALSI Program reside within a broader INDEPTH initiative to advance the understanding of adult health and aging across the network, which adds further salience to the need to develop durable measurement and analytic procedures, techniques, and instruments for illuminating patterns and trends in the health and well-being of older adults. The overall goal of the Data Management and Analysis Core (Core C) is to serve as a fundamental resource to all of the projects, the investigative team, and the scientific community via a set of key functions including: developing and disseminating a harmonized set of measurement instruments; developing the analytic basis for instrument testing and validation in close collaboration with the Field Core (Core B); and providing a focal point and toolkit for standardized data analysis and synthesis of research findings, in a way that maximizes use of new and existing data sources. Core C will also work closely with the Leadership and Administration Core (Core A) on large-scale dissemination activities and with the Biomarkers and Biobanking Core (Core D) on harmonization and standardization of biomarker data incorporation into analytical datasets for wide public use. The aims for Core C are:  AIM 1: Develop and adapt a comprehensive set of instruments and protocols for valid, reliable, and  comparable measurement of functional health status, morbidity, risk factor exposures, and economic and  social covariates of health.  AIM 2: Develop summary measures, derive variables for analytic datasets, harmonize standardized  variables across HRS and sister studies, and support applications of analytical strategies that will be  coordinated and shared across projects and cores.  AIM 3: Fully document HAALSI datasets for public use and harmonize HAALSI data collection throughout  waves and across HRS sister studies."
"9492877","DESCRIPTION (provided by applicant): Emerging evidence demonstrates that Autism Spectrum Disorder (ASD) can be reliably diagnosed by age two, and that early identification and intervention can improve outcomes. Low-income and minority children with ASD, however, are diagnosed later and experience greater delays in service provision than their white and more financially advantaged peers. Feasible, culturally appropriate interventions with broad scale-up potential are necessary to reduce this disparity. This R01 application builds upon pilot studies (Augustyn, HRSA R40 MC19928; Feinberg, AHRQ R03 HS22155) of an adapted version of Patient Navigation as means to reduce disparities in ASD diagnosis and service provision. Patient Navigation is a lay-delivered case management approach that focuses on overcoming logistical hurdles to care during a defined episode. Pilot data from our research group demonstrate the feasibility of an adapted approach of Patient Navigation, referred to as Family Navigation (FN), among families of children with suspected ASD, and provide suggestive evidence that the approach both reduces time to ASD diagnosis and increases engagement with services. We propose a multisite, randomized comparative effectiveness trial (n=19,500) of a systemic, lay-delivered FN protocol, which begins prior to a child's 18 or 24 month health supervision visit and ends 100 days after an ASD diagnosis is made. The trial takes place in urban, integrated care networks that provide healthcare to low-income children. The basic structure of both intervention arms is a collaborative care system. The conventional care management arm (CCM) is consistent with the type of care provided within a traditional - but high quality - medical home. The FN arm provides more intensive, individually tailored, care coordination and theory-based family support. Children will be followed for 12 months. Data regarding screening outcomes, diagnosis and service utilization will be abstracted from children's medical records. Measures of parental stress, self-management skills, caregiver burden, and satisfaction with services will be administered over 4 collection time points, linked to key intervention outcomes. We will assess the superiority of FN as compared to CCM as a means to: achieve an 80% screening rate for indicators of ASD across all sites; implement a decision rule for referral to ASD evaluation; shorten the time to diagnosis among children suspected to have ASD; shorten the time to deployment of ASD services among those diagnosed; and improve engagement with ASD services. Our lay-delivered FN system has been designed to have broad scale-up potential. Thus, to provide critical information on how such a system could be best implemented and disseminated across urban primary care settings nationwide, we will conduct a concurrent implementation analysis - systematically examining performance gaps in FN's delivery according to the Theoretical Domains Framework. If successful, our study will provide real world primary care practices with a replicable model of care that increases early identification and access to timely diagnostic and early intervention services for a vulnerable population of urban families."
"9591997","Diabetes mellitus is characterized by impaired glucose homeostasis resulting from insufficiency or functional failure of insulin-producing ??cells, alone or in association with insulin resistance. Therefore, restoring ?-cell mass and function is essential to reverse the development of diabetes. Utilizing small molecule inducers of ?-cell proliferation is a particularly promising strategy with numerous valuable features such as their oral bioavailability and target specificity. However, the slow rate of ?-cell proliferation in adult humans is a major hurdle to overcome to use this approach. Through a chemical genetic screen for small molecule enhancers of ?-cell regeneration in zebrafish, we identified several TBK1/IKK? inhibitors (TBK1/IKK?-Is). TBK1/IKK?-Is promoted ?-cell regeneration by markedly increasing proliferation of ?-cells. Mammalian target of rapamycin (mTOR) inhibitor rapamycin eliminated the effect of TBK1/IKK?-Is on regenerating ?-cells, whereas TBK1/IKK?-Is augmented mTOR activity. Interestingly, treatment with TBK1/IKK?-Is led to pronounced increase in cAMP levels. The proliferation effect of TBK1/IKK?-Is was verified in primary mammalian islets including human islets. The goal of this application is to delineate the mechanisms and the strategies of how to increase functional ?-cell mass with suppression of TBK1/IKK?. First, we will design and investigate the potency of novel TBK1/IKK?-Is on ?-cell regeneration. Using (E)-3-(3-phenylbenzo[c]isoxazol-5-yl)acrylic acid (abbreviated as PIAA), which markedly increases ?-cell regeneration, as a lead compound, we will perform structure-activity relationship (SAR) analyses of TBK1/IKK?-PIAA interaction. Furthermore, we will use the PIAA as a scaffold to design new molecular architectures that exhibit potent and selective TBK1/IKK? inhibition activities with minimum toxicity on ?-cell regeneration. Second, we will elucidate underlying mechanisms of TBK1/IKK?-mediated ?-cell regeneration. Given that rapamycin treatment abolished the effect of TBK1/IKK? suppression on ?-cell regeneration and TBK1/IKK?-Is enhanced mTOR activity and cAMP levels, we will test whether TBK1/IKK? suppression promotes ?-cell regeneration via modulating the cAMP-mTOR signaling cascade. We will perform biochemical and functional analyses to characterize the TBK1/IKK?-cAMP-mTOR interplay on ?-cell regeneration in vitro and in vivo. Third, we will investigate the efficacy of TBK1/IKK?-Is on expanding functional ?-cell mass in mammalian systems. We will use primary pancreatic islets to examine the potency of PIAA and its newly synthesized analogs on ?-cell replication. Furthermore, we will evaluate the ability of PIAA and its analogs to promote ?-cell expansion and enhance glycemic control in mice including a mouse model of streptozotocin (STZ)-induced diabetes."
"9430921","Project Summary This application for a Mentored Research Scientist Development Award (K01) is designed to advance knowledge important for lessening the expression of functional disability in children with CP and support the career of Dr. Danielle Levac, BSc.PT, MSc, PhD, an assistant professor in the Department of Physical Therapy, Movement and Rehabilitation Science at Northeastern University. Dr. Levac directs the Rehabilitation Games and Virtual Reality Lab where the proposed research will take place. Dr. Levac?s proposed research is based on her experience evaluating how typically developing children and children with cerebral palsy (CP), the most common cause of pediatric disability, acquire new skills through interaction with motion-controlled virtual reality games displayed in two-dimensional (2D), flat-screen virtual environments. This common approach to rehabilitation suffers from poor transfer of skill improvement to real world situations. Dr. Levac aims to investigate the mechanisms underlying this major treatment drawback by exploring whether virtual environments that promote adaptive variability in movement patterns in children with CP will enhance transfer to a real-life skill. Her preliminary studies provide evidence for this hypothesis. To explore these questions, she will first identify whether the amount of adaptive variability during skill acquisition is important for transfer success in children with CP (Specific Aim 1). Next, she will compare performance variability and transfer between 2D virtual environments and a novel 3D head-mounted display (HMD) environment (Specific Aim 2) to understand differential effects on movement variability and its relationship to skill acquisition and transfer to a real life task. Children?s performance and outcomes will be measured using motion capture methods. Dr. Levac has a clinical research background and will seek mentored training and skill development to enhance her knowledge about specific sensorimotor impairments in children with CP and their treatment, gain skills in motion capture methodology and statistical variability modeling, and support her continued fluency with virtual reality hardware and software given the predicted rapid developments in this field. She will accomplish these goals through a combination of formal coursework, mentored skill development, and the empirical research described above. Dr. Levac has recruited an interdisciplinary mentor and advisory committee to guide her in these research and training activities. This committee has senior-level expertise in sensorimotor control and learning in children with CP, motion capture methodology and data processing, statistical variability modeling and analysis , and virtual environment task design and interface technology. They are eminently qualified and fully committed to assisting Dr. Levac to further her training, research and career path and achieve her career objectives. With this training, Dr. Levac is poised to become a leading researcher in the ever-changing field of virtual environments for pediatric rehabilitation, producing research that is directly translatable to clinical practice and that enhances functional outcomes for children with CP and other neuromotor impairments."
"9590724","DESCRIPTION (provided by applicant): Epilepsy represents a neurological disorder that can manifest in uncontrolled seizures in patients. Microglia are exquisitely sensitive to disruptions i the central nervous system. Since epilepsy is characterized by neuronal hyperactivity activity rooted in excessive glutamate release and ionic imbalance, it is conceivable that microglia may perform functions to reduce neuronal dysfunction and promote neuronal health during the pathology. In our preliminary studies, we have found that microglia respond by robust process extension making increasing contact with neurons during elevated glutamate levels in acute brain slices. Moreover, in three different models of epileptiform activity, microglial processes focus on neuronal dendrites and microglial ablation reduces behavioral seizure scores. Based on our preliminary results, we hypothesize that during increased glutamate levels hyperactive neurons signal to microglia inducing their process extension. Additionally, during hyperactive neuronal activity, microglial processes focus on neuronal elements with a consequence to downregulate such hyperactivity which is critical in limiting behavioral seizure outcome and promoting neuronal survival. We will now test this hypothesis along with the following specific aims. In Aim 1, we will determine the underlying mechanisms behind glutamate-induced microglial process extension elucidating the neuronal receptors initiating and the released chemoattractants mediating the process extension signal. In Aim 2, we will determine the targets of microglial process focus as well as the chemoattractants mediating the response in three models of epileptiform activity in acute brain slices. In Aim 3, we will extend our observations in acute brain slices to in vivo live brain and determine the role of microglia in epilepsy-induced seizure behaviors and neuronal cell death by microglial ablation and genetic deletion of the unique microglial P2Y12 receptor. These studies are the first to investigate the microglial dynamics during acute epilepsy. They will increase our understanding of the mechanisms underlying microglial-neuronal interactions during epileptic activity and the neuroprotective potential of microglia in epilepsy. In addition, the outcome of these studies will provide new data that could inform the development of novel therapies in the treatment of epileptic disorders."
"9586379","DESCRIPTION (provided by applicant): Matrix remodeling and stromal-epithelial cellular communication contribute to aggressive progression of prostate cancer. Hyaluronan (HA), is a glycosaminoglycan polymer synthesized and turned over when appropriate for cell proliferation and motility. Normally, its levels are tightly controlled by HA synthase enzymes (HAS), hyaluronidases, and specific HA receptors such as the HA receptor for endocytosis (HARE). HA is negligible in normal adult prostate, but abundant in prostate tumors and bone metastases. Quantification of tumor cell associated HA and its turnover enzyme, Hyal1, predicts invasive progression and biochemical recurrence after resection. This proposal is focused on determining how the HA synthesis and turnover enzymes work together to influence matrix morphology and cell communication. The hypothesis is that surface HA borne by tumor cells increases metastatic efficiency by facilitating arrest in HARE-expressing vasculature and/or entry of the tumor cells into lymph and marrow tissue. In addition, excess tumor-borne HA may accelerate tumor cell endocytosis and/or endocytic recycling if Hyal1 is present, activating lymphatic remodeling. Rate of endocytic recycling determines the surface density of growth factor and adhesion receptors and thereby impacts tumor cell motility and metastatic survival. In aim 1, tumor cells selected for inducible HA synthesis or HA turnover will be used to test respective roles of these enzymes in clinically relevant mouse models of prostatic growth and bone metastasis. Pharmacological agents and in vivo knockdown will be used to examine how HARE functions in host target tissues to regulate prostate tumor cell colonization. These strategies will also determine how HA signaling and turnover may be therapeutically targeted to delay or prevent prostate cancer progression. Aim 2 will examine metastasis mechanisms by comparing the effects of tumor versus stromal components of HA metabolism and HA signaling on lymphatic vessel morphology, as well as lymph node and bone metastasis. The molecular format for delivery and propagation of the HA signals that trigger morphological changes to support metastasis will be characterized. Aim 3 will pursue the novel observation that elevated Hyal1, which is both a secreted and a lysosomal enzyme, increases the rate of endocytic recycling in the prostate tumor cells stably selected for its expression. The working hypothesis is that Hyal1 impacts several specific signaling pathways concurrently by modulating the rate of vesicular trafficking, thus contributing to tumor growth by maintaining surface presentation of important receptors and by re-externalizing biologically potent digestion products of HA that serve as signals. Its autocrine effects, as well as its impact on prostate stromal cells, will be tested."
"9434051","Project summary Late-life depression (LLD) is a common mental disorder in the elderly, with high prevalence rates ranging from 1 to 5% (Byers et al., 2010). Recent evidence suggest that LLD is linked to age-related negative health outcomes, such as cerebrovascular disease, increased risk of Alzheimer?s disease, vascular dementia, and mortality. The mechanisms of LLD are complex and involve the dysregulation of different biological pathways. Based on past research conducted in our group, we identified dysregulation of proteostasis control as a potential pathophysiologic mechanism of LLD. Loss of proteostasis control can play a significant role in neuronal and axonal dysfunction, revealed by diffusion-tensor imaging, in LLD. Based on preliminary data and the current literature, this study proposes to evaluate the association between a newly developed proteostasis control (PC) index, clinical phenotypes (severity of depressive symptoms and cognitive impairment), and microstructural white matter abnormalities in older adults with depression. Our hypotheses are that LLD individuals will show a significantly higher PC index (i.e. indicating a greater proteostasis dysregulation) compared to age- and gender-matched never-depressed control subjects. Also, PC dysregulation will be associated with greater cognitive impairment, and decreased fractional anisotropy and increased radial diffusivity in LLD. To our knowledge, this will be the first study to examine the association between circulating proteostasis markers, microstructural changes and clinical characteristics in LLD. By gaining a better understanding of the molecular basis of structural changes in LLD, we can identify novel therapeutic targets and critical periods for intervention to treat depression in older adults."
"9204208","Project summary (Admin Core A)  The administrative core will serve to coordinate and direct the operation of this Program Project  Grant (PPG). Its main functions are to maintain scientific and managerial oversight over the  projects and cores and to ensure that the activity of each unit synergizes with those of the other  components in the PPG. Furthermore, the core will provide oversight and support for all data  management and coordinate communication. Most importantly, the Administrative Core will  ensure that the scientific projects and cores make steady progress toward meeting project  milestones. An Internal Scientific Advisory Board has been created to offer scientific advice to  the project PIs and an External Scientific Advisory Board will be appointed upon approval of the  PPG renewal. Meetings with the Scientific Advisory Board, travel arrangements to annual PPG  meetings, fiscal management, internal scientific meetings, and preparation of periodic research  reports and related manuscripts will be organized through this administrative unit, operating  through the direction of the Principal Investigators, Drs. Paul Klotman and Cijiang He.  The Specific Aims of Administrative Core are as follows:  Specific Aim 1. To provide overall scientific and administrative management, support and   financial oversight for the program project.  Specific Aim 2. To promote communication and data sharing between collaborators.  Specific Aim 3. To promote scientific communication with NIH.  Specific Aim 4: To provide scientific oversight, scientific synergy and guide scientific progress."
"9389339","CORE A: Abstract  The primary aim of the Administration, Education and Outreach core (Core A) of the UC-TRaN  is to provide scientific leadership, oversee and evaluate core services, and provide an essential  centralized infrastructure that will support the Center's global mission to create an optimal  environment for performing excellent and impactful translational research in IDDs. The Core will  serve to build a strong collaborative IDD research group, fostering opportunities to bring  together basic scientists and clinical researchers. The Core will effectively serve as a liaison for  dialogue on priorities and dissemination of research findings, and to funding agencies, and  provide a rich and supportive training milieu in translational developmental neuroscience  research. The Core will serve as the administrative hub for scientific integration and resource  oversight. It will coordinate and oversee research activities, fiscal and resource management,  grant management, providing support services for all components of the UC-TRaN research  program. The Core will develop new data resources and innovative research opportunities with  partner organizations, including establishment and implementation of a West Coast IDDRC  consortium. This will include developing a rare IDD patient registry, implementing a visiting  scholars program, developing cross-IDDRC educational and resource sharing opportunities.  More specifically, the Administrative Core will serve as the centralized infrastructure base for:  Furthering Scientific Progress: Through interactions between the leadership group (directors  and Executive Committee) and advisory groups (Internal and External Advisory Boards; UC-  TRaN Steering Committee. Core Utilization, oversight, quality assessment and financial  management, Administrative and Logistical functions, and Liaison activities."
